k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.8432734562449481, 10.493328202792364, 1.213347515388283]                     |  0.0520337373018265|      2.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
       2|[0.8432734562449481, 10.493328202792364, 1.213347515388283]                     |  0.0520337373018265|      1.00000000|[23, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.8432734562449481, 10.493328202792364, 1.213347515388283]                     |  0.0520337373018265|      0.50000000|[33, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.8432734562449481, 10.493328202792364, 1.213347515388283]                     |  0.0520337373018265|      0.25000000|[43, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.8432734562449481, 10.493328202792364, 1.213347515388283]                     |  0.0520337373018265|      0.25000000|[51, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | DECALRED SUCCESS
       4|[0.8432734562449481, 10.493328202792364, 1.213347515388283]                     |  0.0520337373018265|      0.25000000|[54, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | DECALRED SUCCESS
       5|[0.8432734562449481, 10.493328202792364, 1.213347515388283]                     |  0.0520337373018265|      0.12500000|[65, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.25000000|[70, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.25000000|[77, 29, 0, 29]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[88, 33, 0, 33]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[96, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[104, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[107, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[114, 43, 0, 43]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[117, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[122, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[127, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       7|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.12500000|[130, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[141, 53, 0, 53]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[146, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[149, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[152, 57, 0, 57]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[155, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[158, 59, 0, 59]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[163, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[166, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[174, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[177, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[180, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[183, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[188, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[191, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[194, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[197, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[200, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.06250000|[203, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       9|[0.706686425154188, 10.386807794259093, 1.1875924173484593]                     |  0.0199776366353035|      0.03125000|[215, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
