k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      2.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      1.00000000|[17, 0, 0, 4]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.50000000|[25, 0, 0, 6]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.25000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.12500000|[41, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.06250000|[49, 0, 0, 12]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.03125000|[57, 0, 0, 14]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.01562500|[65, 0, 0, 16]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.00781250|[73, 0, 0, 18]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      0.00390625|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.0003545860066535, 0.0710737827977537]                                        |  0.0000765537042753|      0.00781250|[89, 0, 0, 22]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
