k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      0.20000000|[27, 4, 0, 4]                                                              |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0490606753698863, 0.2454491053564514, 5.526650660771887, 5.569208755527771, 6.436191380196415, 7.599947031596309]|249.0137939453125000|      1.00000000|[41, 6, 0, 6]                                                              |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       3|[1.0490606753698863, 0.2454491053564514, 5.526650660771887, 5.569208755527771, 6.436191380196415, 7.599947031596309]|249.0137939453125000|      0.20000000|[66, 10, 0, 10]                                                            |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.8733806517444872, 0.2562606930332355, 5.46910726598185, 5.565534557280194, 6.360981401689312, 7.593753810534301]|227.1609191894531250|      1.00000000|[79, 12, 0, 12]                                                            |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       5|[0.1644682785617404, 0.2298107380031598, 4.92169117559663, 5.583151067589415, 5.989759434318256, 7.350930458032195]|143.0158843994140625|      5.00000000|[92, 14, 0, 14]                                                            |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       6|[0.1644682785617404, 0.2298107380031598, 4.92169117559663, 5.583151067589415, 5.989759434318256, 7.350930458032195]|143.0158843994140625|      1.00000000|[118, 18, 0, 18]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.1644682785617404, 0.2298107380031598, 4.92169117559663, 5.583151067589415, 5.989759434318256, 7.350930458032195]|143.0158843994140625|      0.20000000|[144, 22, 0, 22]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.0312979746287181, 0.2917297504476266, 4.854840219347028, 5.624679033444557, 5.896870612403115, 7.411011657354058]|129.7403259277343750|      1.00000000|[158, 24, 0, 24]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       9|[0.0312979746287181, 0.2917297504476266, 4.854840219347028, 5.624679033444557, 5.896870612403115, 7.411011657354058]|129.7403259277343750|      0.20000000|[185, 28, 0, 28]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.1317517553183124, 0.3014924056117358, 4.782560060022702, 5.669996155062545, 5.8258716799732895, 7.442643362627132]|117.1485137939453125|      1.00000000|[198, 30, 0, 30]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      11|[-0.1317517553183124, 0.3014924056117358, 4.782560060022702, 5.669996155062545, 5.8258716799732895, 7.442643362627132]|117.1485137939453125|      0.20000000|[224, 34, 0, 34]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.2242343493044708, 0.3110255228177058, 4.700440260624408, 5.7541418059299225, 5.693580220618735, 7.437083933280483]|106.5604171752929688|      1.00000000|[237, 36, 0, 36]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      13|[-0.2242343493044708, 0.3110255228177058, 4.700440260624408, 5.7541418059299225, 5.693580220618735, 7.437083933280483]|106.5604171752929688|      0.20000000|[262, 40, 0, 40]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.3628464401312357, 0.3486835494555339, 4.585447025167942, 5.703654885642046, 5.653987362988909, 7.482123844583471]| 97.3465652465820312|      1.00000000|[275, 42, 0, 42]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      15|[-0.3628464401312357, 0.3486835494555339, 4.585447025167942, 5.703654885642046, 5.653987362988909, 7.482123844583471]| 97.3465652465820312|      0.20000000|[300, 46, 0, 46]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.4166198623233406, 0.332143598943294, 4.4597000026178355, 5.68155449640885, 5.538494666936437, 7.5669504051459375]| 88.9258346557617188|      1.00000000|[313, 48, 0, 48]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      17|[-0.4166198623233406, 0.332143598943294, 4.4597000026178355, 5.68155449640885, 5.538494666936437, 7.5669504051459375]| 88.9258346557617188|      0.20000000|[338, 52, 0, 52]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.537844283124997, 0.340057437017423, 4.348873192260527, 5.700986394063124, 5.429962464736732, 7.595280451271932]| 80.1344680786132812|      1.00000000|[357, 55, 0, 55]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | iterate success | actual_k=1
      19|[-0.537844283124997, 0.340057437017423, 4.348873192260527, 5.700986394063124, 5.429962464736732, 7.595280451271932]| 80.1344680786132812|      0.20000000|[384, 59, 0, 59]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[-0.6132359248386842, 0.2451023880200963, 4.338075732477836, 5.709092335386751, 5.320198501436365, 7.709601140421905]| 75.8581924438476562|      1.00000000|[398, 61, 0, 61]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      21|[-0.6132359248386842, 0.2451023880200963, 4.338075732477836, 5.709092335386751, 5.320198501436365, 7.709601140421905]| 75.8581924438476562|      0.20000000|[425, 65, 0, 65]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[-0.5818684942668516, 0.2352991300045198, 4.265011380750862, 5.6782360105196075, 5.15945028260805, 7.791999431044563]| 70.9490737915039062|      1.00000000|[438, 67, 0, 67]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
