k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      0.10000000|[27, 4, 0, 4]                                                              |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.124600431807185, 0.2728320450639049, 5.563235947989017, 5.53487862439083, 6.468240068554479, 7.59998834494492]|259.2909240722656250|      1.00000000|[41, 6, 0, 6]                                                              |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       3|[1.124600431807185, 0.2728320450639049, 5.563235947989017, 5.53487862439083, 6.468240068554479, 7.59998834494492]|259.2909240722656250|      0.10000000|[66, 10, 0, 10]                                                            |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.0366885197542965, 0.2791099022988636, 5.534338975072862, 5.533130547410965, 6.431136134343611, 7.595830042770498]|247.8905639648437500|      1.00000000|[79, 12, 0, 12]                                                            |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       5|[0.3226455787242546, 0.2988577835074305, 4.994475492334596, 5.54729519920913, 6.071242675141285, 7.333959501812814]|158.2375488281250000|     10.00000000|[92, 14, 0, 14]                                                            |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       6|[0.3226455787242546, 0.2988577835074305, 4.994475492334596, 5.54729519920913, 6.071242675141285, 7.333959501812814]|158.2375488281250000|      1.00000000|[118, 18, 0, 18]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.3226455787242546, 0.2988577835074305, 4.994475492334596, 5.54729519920913, 6.071242675141285, 7.333959501812814]|158.2375488281250000|      0.10000000|[144, 22, 0, 22]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2546575105366886, 0.3302404900427547, 4.962341066326533, 5.568276546631627, 6.025612157845661, 7.362903688300659]|150.7565307617187500|      1.00000000|[158, 24, 0, 24]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       9|[0.2546575105366886, 0.3302404900427547, 4.962341066326533, 5.568276546631627, 6.025612157845661, 7.362903688300659]|150.7565307617187500|      0.10000000|[185, 28, 0, 28]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.1728109912762837, 0.3362689127324135, 4.926348618048714, 5.589676712058779, 5.990216669323195, 7.378982910413252]|143.2191925048828125|      1.00000000|[198, 30, 0, 30]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      11|[0.1728109912762837, 0.3362689127324135, 4.926348618048714, 5.589676712058779, 5.990216669323195, 7.378982910413252]|143.2191925048828125|      0.10000000|[224, 34, 0, 34]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.1221614143753769, 0.3391647142858008, 4.890022347877451, 5.634114039121528, 5.926045192262499, 7.375243621184849]|136.7024841308593750|      1.00000000|[237, 36, 0, 36]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      13|[0.1221614143753769, 0.3391647142858008, 4.890022347877451, 5.634114039121528, 5.926045192262499, 7.375243621184849]|136.7024841308593750|      0.10000000|[262, 40, 0, 40]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0471270978746238, 0.3600699310271063, 4.838247295547569, 5.613656312485769, 5.910128283453274, 7.3993330514678]|130.5476837158203125|      1.00000000|[275, 42, 0, 42]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      15|[0.0471270978746238, 0.3600699310271063, 4.838247295547569, 5.613656312485769, 5.910128283453274, 7.3993330514678]|130.5476837158203125|      0.10000000|[300, 46, 0, 46]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.0122409392365302, 0.3461116929133604, 4.778819489835934, 5.599700723770014, 5.859893314839546, 7.447687460827367]|125.0002059936523438|      1.00000000|[313, 48, 0, 48]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      17|[0.0122409392365302, 0.3461116929133604, 4.778819489835934, 5.599700723770014, 5.859893314839546, 7.447687460827367]|125.0002059936523438|      0.10000000|[338, 52, 0, 52]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0462098619630026, 0.299931877676615, 4.729820362465962, 5.594747610230583, 5.832072865487064, 7.483064053157686]|119.5980758666992188|      1.00000000|[351, 54, 0, 54]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      19|[-0.0462098619630026, 0.299931877676615, 4.729820362465962, 5.594747610230583, 5.832072865487064, 7.483064053157686]|119.5980758666992188|      0.10000000|[378, 58, 0, 58]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0861121418525982, 0.3091079246834991, 4.682520759319424, 5.612607366232719, 5.756307798871278, 7.477864095526188]|113.9792556762695312|      1.00000000|[391, 60, 0, 60]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      21|[-0.0861121418525982, 0.3091079246834991, 4.682520759319424, 5.612607366232719, 5.756307798871278, 7.477864095526188]|113.9792556762695312|      0.10000000|[418, 64, 0, 64]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[-0.1151887044332694, 0.2613376142638591, 4.603251286419739, 5.62152400573082, 5.762833674251548, 7.499469837996461]|110.2330932617187500|      1.00000000|[432, 66, 0, 66]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      23|[-0.1151887044332694, 0.2613376142638591, 4.603251286419739, 5.62152400573082, 5.762833674251548, 7.499469837996461]|110.2330932617187500|      0.10000000|[457, 70, 0, 70]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[-0.1837699159879344, 0.2284414872651884, 4.563399348862658, 5.659739107373254, 5.762712620930846, 7.533614774307431]|105.8401412963867188|      1.00000000|[470, 72, 0, 72]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      25|[-0.1837699159879344, 0.2284414872651884, 4.563399348862658, 5.659739107373254, 5.762712620930846, 7.533614774307431]|105.8401412963867188|      0.10000000|[496, 76, 0, 76]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[-0.2222222321720208, 0.2930297034695662, 4.511598418279065, 5.623063188922143, 5.752706278419802, 7.518742134541456]|102.8909912109375000|      1.00000000|[510, 78, 0, 78]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      27|[-0.2222222321720208, 0.2930297034695662, 4.511598418279065, 5.623063188922143, 5.752706278419802, 7.518742134541456]|102.8909912109375000|      0.10000000|[535, 82, 0, 82]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[-0.2737186881172008, 0.2665842045351777, 4.446818206466874, 5.625079501328193, 5.703267327586297, 7.520741982917871]| 97.8293228149414062|      1.00000000|[548, 84, 0, 84]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      29|[-0.2737186881172008, 0.2665842045351777, 4.446818206466874, 5.625079501328193, 5.703267327586297, 7.520741982917871]| 97.8293228149414062|      0.10000000|[573, 88, 0, 88]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[-0.3311231407855406, 0.2417450783132611, 4.374567142362459, 5.607337692350386, 5.697055781730393, 7.498066549726095]| 94.0065078735351562|      1.00000000|[586, 90, 0, 90]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      31|[-0.3311231407855406, 0.2417450783132611, 4.374567142362459, 5.607337692350386, 5.697055781730393, 7.498066549726095]| 94.0065078735351562|      0.10000000|[611, 94, 0, 94]                                                           |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 14 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[-0.3627168257718552, 0.2563601051060937, 4.307586784318173, 5.634501169601074, 5.639076162282835, 7.483840484582936]| 89.6248397827148438|      1.00000000|[624, 96, 0, 96]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      33|[-0.7711898060447311, 0.6795294022192062, 3.750102796020541, 5.7603959320220826, 5.090770111954846, 7.647548019926408]| 53.7670822143554688|     10.00000000|[643, 99, 0, 99]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | iterate success | actual_k=1
      34|[-0.7711898060447311, 0.6795294022192062, 3.750102796020541, 5.7603959320220826, 5.090770111954846, 7.647548019926408]| 53.7670822143554688|      1.00000000|[669, 103, 0, 103]                                                         |  | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
