k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.10000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.0534230171643156, -0.0156166718166286, -0.0259561967975894, 0.0368233943555149, 0.0210383086980848, -0.0132053090727993, 0.0195566489239335, -0.0018944070459136, -0.0062051125913488, -0.0013165214894327, -0.0058547814911698, -0.0051608553175697, 0.0307128256723322, 0.0021395830198192, -0.0172869895078339, -0.0175221789953997, -0.0068792433786682, 0.0085980776672912, -0.0028010442624196, 0.0258646035529647, -0.0375865057154537, -0.0019185065719134]| 14.8694381713867188|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.0534230171643156, -0.0156166718166286, -0.0259561967975894, 0.0368233943555149, 0.0210383086980848, -0.0132053090727993, 0.0195566489239335, -0.0018944070459136, -0.0062051125913488, -0.0013165214894327, -0.0058547814911698, -0.0051608553175697, 0.0307128256723322, 0.0021395830198192, -0.0172869895078339, -0.0175221789953997, -0.0068792433786682, 0.0085980776672912, -0.0028010442624196, 0.0258646035529647, -0.0375865057154537, -0.0019185065719134]| 14.8694381713867188|      0.10000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.0869443790387842, -0.0082805223310996, 0.0006637428896167, 0.0888630634576352, 0.032421531811915, -0.0195312527139007, 0.0470275231501151, -0.0248426335353884, -0.0035420452752234, -0.0040368409755377, -0.0221859569878952, 0.0049416706510555, -0.0049395698252347, 0.0127699737213395, -0.0443322398066078, -0.0154493809038269, -0.0142238424449192, -0.0045052534834553, -0.0197442365100805, 0.0315667599433962, -0.0139200203415207, -0.0205318146663099]| 14.7241678237915039|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.0869443790387842, -0.0082805223310996, 0.0006637428896167, 0.0888630634576352, 0.032421531811915, -0.0195312527139007, 0.0470275231501151, -0.0248426335353884, -0.0035420452752234, -0.0040368409755377, -0.0221859569878952, 0.0049416706510555, -0.0049395698252347, 0.0127699737213395, -0.0443322398066078, -0.0154493809038269, -0.0142238424449192, -0.0045052534834553, -0.0197442365100805, 0.0315667599433962, -0.0139200203415207, -0.0205318146663099]| 14.7241678237915039|      0.10000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.132027520402978, -0.0213378699991117, 0.0198360673001014, 0.1392166622536432, 0.0306993798965172, -0.0178916542240953, 0.0330772513468735, -0.0066531143245599, 0.0002340642280079, 0.0090220004856473, -0.0184274337398036, 0.0149377567517379, -0.0128013395087293, 0.0028637330385363, -0.0595466012457142, -0.0124790373126181, -0.0028270225123835, 0.006308873402641, -0.0386862991282723, 0.0036720023097343, -0.061424554083199, -0.0253604965155258]| 14.5750236511230469|      1.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[0.132027520402978, -0.0213378699991117, 0.0198360673001014, 0.1392166622536432, 0.0306993798965172, -0.0178916542240953, 0.0330772513468735, -0.0066531143245599, 0.0002340642280079, 0.0090220004856473, -0.0184274337398036, 0.0149377567517379, -0.0128013395087293, 0.0028637330385363, -0.0595466012457142, -0.0124790373126181, -0.0028270225123835, 0.006308873402641, -0.0386862991282723, 0.0036720023097343, -0.061424554083199, -0.0253604965155258]| 14.5750236511230469|      0.10000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.1308396932352242, -0.0366358997057021, 0.0628727699624309, 0.1921658491962352, 0.0494587472556184, -0.0147587513486489, 0.021249146429474, -0.0188525140569411, 0.0027759039987741, 0.0004814256082138, -0.0256834446813198, 0.0119229207485143, -0.0134898257760681, -0.0007479420882558, -0.0291207777972755, -0.0302355634891427, -0.0078124053918722, 0.0241942974041508, -0.0154788729375931, 0.0367171040729759, -0.0460998683168092, -0.0545579371984367]| 14.4784498214721680|      1.00000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[0.1308396932352242, -0.0366358997057021, 0.0628727699624309, 0.1921658491962352, 0.0494587472556184, -0.0147587513486489, 0.021249146429474, -0.0188525140569411, 0.0027759039987741, 0.0004814256082138, -0.0256834446813198, 0.0119229207485143, -0.0134898257760681, -0.0007479420882558, -0.0291207777972755, -0.0302355634891427, -0.0078124053918722, 0.0241942974041508, -0.0154788729375931, 0.0367171040729759, -0.0460998683168092, -0.0545579371984367]| 14.4784498214721680|      0.10000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.1913672459679033, 0.0071519865024324, 0.066327159526161, 0.2145303381148351, 0.0360002007516223, -0.0348246249770774, 0.0131908362364837, -0.0002644398671846, -0.0004481309473582, -0.0035848699852332, -0.0468519829357631, -0.0066082541092183, -0.0142822303815239, -0.0020559837757193, -0.0212121530176535, -0.0176673609378107, -0.0014562425535712, 0.0389589966275782, 0.0165529263187945, 0.0201014006943337, -0.0326930752149146, -0.0431051637701932]| 14.3602914810180664|      1.00000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      11|[0.1913672459679033, 0.0071519865024324, 0.066327159526161, 0.2145303381148351, 0.0360002007516223, -0.0348246249770774, 0.0131908362364837, -0.0002644398671846, -0.0004481309473582, -0.0035848699852332, -0.0468519829357631, -0.0066082541092183, -0.0142822303815239, -0.0020559837757193, -0.0212121530176535, -0.0176673609378107, -0.0014562425535712, 0.0389589966275782, 0.0165529263187945, 0.0201014006943337, -0.0326930752149146, -0.0431051637701932]| 14.3602914810180664|      0.10000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
