k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.10000000|[34, 12, 0, 3]                                                             |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.01000000|[65, 24, 0, 6]                                                             |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00100000|[103, 40, 0, 10]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 29 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00010000|[134, 52, 0, 13]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[95.99999921576571, 0.008900242779696, 103.00000334691433, 105.99999924504395, 18.000004650544827, 71.99999857039877, 151.0000035258624, 18.000000084539884]|9088.8261718750000000|      0.00100000|[155, 60, 0, 15]                                                           |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
       6|[95.99999921576571, 0.008900242779696, 103.00000334691433, 105.99999924504395, 18.000004650544827, 71.99999857039877, 151.0000035258624, 18.000000084539884]|9088.8261718750000000|      0.00010000|[186, 72, 0, 18]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[95.99999771658996, 0.0088006404977604, 103.00000477572665, 106.00000178241918, 18.000002690625156, 71.99999520141803, 151.00001083738434, 18.000000176510216]|9073.6943359375000000|      0.00100000|[217, 84, 0, 21]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | iterate success | actual_k=4
       8|[95.99999771658996, 0.0088006404977604, 103.00000477572665, 106.00000178241918, 18.000002690625156, 71.99999520141803, 151.00001083738434, 18.000000176510216]|9073.6943359375000000|      0.00010000|[248, 96, 0, 24]                                                           |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[95.99999771658996, 0.0088006404977604, 103.00000477572665, 106.00000178241918, 18.000002690625156, 71.99999520141803, 151.00001083738434, 18.000000176510216]|9073.6943359375000000|      0.00001000|[281, 108, 0, 27]                                                          |  | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[95.99999756617026, 0.0088106271778999, 103.00000520783932, 106.00000192652278, 18.000002746661742, 71.99999510319661, 151.0000107346328, 18.000000289475157]|9072.7128906250000000|      0.00010000|[302, 116, 0, 29]                                                          |  | trying quadratic partial model with 13 points | iterate success | actual_k=4
