k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5094027562761918, 10.129882275284555, 1.450755214279742]                     |  0.1645169556140900|      1.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.5094027562761918, 10.129882275284555, 1.450755214279742]                     |  0.1645169556140900|      0.10000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.5094027562761918, 10.129882275284555, 1.450755214279742]                     |  0.1645169556140900|      0.01000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.5063213339554367, 10.130343601170802, 1.4402948302072136]                    |  0.1527734845876694|      0.10000000|[28, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.5063213339554367, 10.130343601170802, 1.4402948302072136]                    |  0.1527734845876694|      0.01000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.5035203480649624, 10.130623974607838, 1.4301920203431011]                    |  0.1423858255147934|      0.10000000|[39, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.4540813555653542, 10.127622611972296, 1.340153076904061]                     |  0.0959056541323662|      1.00000000|[45, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.4540813555653542, 10.127622611972296, 1.340153076904061]                     |  0.0959056541323662|      0.10000000|[50, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.4540813555653542, 10.127622611972296, 1.340153076904061]                     |  0.0959056541323662|      0.01000000|[56, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.4577632380792332, 10.127980104370817, 1.338655925787415]                     |  0.0943968445062637|      0.10000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.4577632380792332, 10.127980104370817, 1.338655925787415]                     |  0.0943968445062637|      0.01000000|[67, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.4612167523249267, 10.131734828238073, 1.333988826820955]                     |  0.0923670679330826|      0.10000000|[73, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.4612167523249267, 10.131734828238073, 1.333988826820955]                     |  0.0923670679330826|      0.01000000|[78, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.4648286451375021, 10.131838224349403, 1.3323834589390766]                    |  0.0908991321921349|      0.10000000|[83, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.4648286451375021, 10.131838224349403, 1.3323834589390766]                    |  0.0908991321921349|      0.01000000|[89, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.4686437862618705, 10.13256260674622, 1.3315282387811405]                     |  0.0895107463002205|      0.10000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.4686437862618705, 10.13256260674622, 1.3315282387811405]                     |  0.0895107463002205|      0.01000000|[101, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.4706975190307628, 10.131208695644645, 1.3300265841769003]                    |  0.0886233448982239|      0.10000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
