k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      1.11111111|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.4252897068754284, 1.1791051423318675, 4.713043454210265, 5.929289904148141, 5.7850567378780635, 7.941146055385243]|132.8529357910156250|      1.23456790|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[-0.4341569814376637, 0.8016463233787812, 4.26874843623839, 6.183369262582723, 5.173544427662145, 7.856692258678645]| 71.0727386474609375|      1.37174211|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.9088169467227964, 0.8980010190835777, 3.347556880657907, 6.313664442813692, 4.294290918483215, 7.948521794572048]| 31.7843112945556641|      1.52415790|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[-1.5466456077863477, 1.0989924368027681, 2.4079140662239054, 6.1439515938561975, 3.5884570055271356, 8.631091775726635]| 21.7855224609375000|      1.69350878|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-1.5466456077863477, 1.0989924368027681, 2.4079140662239054, 6.1439515938561975, 3.5884570055271356, 8.631091775726635]| 21.7855224609375000|      1.52415790|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-0.5533394320644119, 2.1734256482292453, 2.527182096077809, 5.759233566835851, 3.579033143830862, 8.771347954091066]| 14.1635427474975586|      1.69350878|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[-0.5533394320644119, 2.1734256482292453, 2.527182096077809, 5.759233566835851, 3.579033143830862, 8.771347954091066]| 14.1635427474975586|      1.52415790|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      1.69350878|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      1.52415790|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      1.37174211|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      1.23456790|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      1.11111111|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      14|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      1.00000000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      0.90000000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      0.81000000|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      0.72900000|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[-1.297496879698643, 2.6181688736676083, 1.6057392166856654, 6.28867315497791, 2.921751041980218, 8.670812138525932]|  7.5587754249572754|      0.65610000|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.72900000|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.65610000|[218, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.59049000|[229, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.53144100|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.47829690|[251, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.43046721|[261, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.38742049|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.34867844|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.31381060|[291, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[-0.8634287720174336, 2.89488860190245, 1.7279950327161795, 6.078439815489753, 3.020890485133342, 8.36015942386638]|  5.0548663139343262|      0.28242954|[302, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[-0.8031941875758059, 3.0367330985986967, 1.6617468665524164, 6.074441597646385, 2.7937316335658626, 8.356634149470723]|  4.2490262985229492|      0.31381060|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[-0.8031941875758059, 3.0367330985986967, 1.6617468665524164, 6.074441597646385, 2.7937316335658626, 8.356634149470723]|  4.2490262985229492|      0.28242954|[325, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[-0.8031941875758059, 3.0367330985986967, 1.6617468665524164, 6.074441597646385, 2.7937316335658626, 8.356634149470723]|  4.2490262985229492|      0.25418658|[335, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[-0.8031941875758059, 3.0367330985986967, 1.6617468665524164, 6.074441597646385, 2.7937316335658626, 8.356634149470723]|  4.2490262985229492|      0.22876792|[347, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[-0.6624355674233584, 3.131155189579966, 1.546234574403398, 6.051494994775327, 2.7166430617478703, 8.295039029822654]|  3.7044172286987305|      0.25418658|[358, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      34|[-0.6926434593929109, 3.1891657087134875, 1.4161733936973127, 5.953896507241273, 2.5327674825420576, 8.304065529754137]|  3.4000158309936523|      0.28242954|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[-0.6926434593929109, 3.1891657087134875, 1.4161733936973127, 5.953896507241273, 2.5327674825420576, 8.304065529754137]|  3.4000158309936523|      0.25418658|[378, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[-0.5107052550434487, 3.2791602764111327, 1.4835349161781324, 5.840258012934755, 2.5519532828031486, 8.229293145517515]|  3.0141692161560059|      0.28242954|[388, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
