k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|     10.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.800470779783154, -2.234269193815873, 8.618192394243286, -2.550878361852476, -3.083465132377277, 4.202021150787117, -1.4289533335497437]|44300.5000000000000000|    100.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[9.800470779783154, -2.234269193815873, 8.618192394243286, -2.550878361852476, -3.083465132377277, 4.202021150787117, -1.4289533335497437]|44300.5000000000000000|     10.00000000|[52, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[9.800470779783154, -2.234269193815873, 8.618192394243286, -2.550878361852476, -3.083465132377277, 4.202021150787117, -1.4289533335497437]|44300.5000000000000000|      1.00000000|[83, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.853240160505951, -2.131615357738854, 8.958517100631898, -3.294656155351871, -3.1785049307509414, 4.175429179303838, -0.8740555282799741]|33478.3359375000000000|     10.00000000|[95, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[9.853240160505951, -2.131615357738854, 8.958517100631898, -3.294656155351871, -3.1785049307509414, 4.175429179303838, -0.8740555282799741]|33478.3359375000000000|      1.00000000|[124, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[9.975650781038595, -2.2936296840524037, 9.316038237956155, -3.528391802263571, -3.8416241751262845, 4.002371203617074, -0.320307312418838]|16664.5078125000000000|     10.00000000|[135, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[9.975650781038595, -2.2936296840524037, 9.316038237956155, -3.528391802263571, -3.8416241751262845, 4.002371203617074, -0.320307312418838]|16664.5078125000000000|      1.00000000|[165, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[9.975650781038595, -2.2936296840524037, 9.316038237956155, -3.528391802263571, -3.8416241751262845, 4.002371203617074, -0.320307312418838]|16664.5078125000000000|      0.10000000|[193, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.975650781038595, -2.2936296840524037, 9.316038237956155, -3.528391802263571, -3.8416241751262845, 4.002371203617074, -0.320307312418838]|16664.5078125000000000|      0.01000000|[223, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
