k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.6754878791097403, -1.652524171362073, -0.7704547185058471]                  |613.1546020507812500|     10.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.6754878791097403, -1.652524171362073, -0.7704547185058471]                  |613.1546020507812500|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.107146761036929, -0.8748788907154796, -0.5016496013748154]                  |482.2767333984375000|     10.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[-0.107146761036929, -0.8748788907154796, -0.5016496013748154]                  |482.2767333984375000|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.5259335529068354, -1.4609305982291216, -1.195307311687082]                  |375.9544982910156250|     10.00000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.5259335529068354, -1.4609305982291216, -1.195307311687082]                  |375.9544982910156250|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.5259335529068354, -1.4609305982291216, -1.195307311687082]                  |375.9544982910156250|      0.10000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.4807630140950174, -1.488243773396372, -1.2802403022486604]                  |328.2723083496093750|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[-0.2948454760848762, -1.1274371827328378, -2.194162220792036]                  | 58.3768119812011719|     10.00000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[-0.2948454760848762, -1.1274371827328378, -2.194162220792036]                  | 58.3768119812011719|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.2948454760848762, -1.1274371827328378, -2.194162220792036]                  | 58.3768119812011719|      0.10000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.2078187087945639, -1.1269695374365667, -2.243417911659942]                  | 37.0638999938964844|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[-0.2078187087945639, -1.1269695374365667, -2.243417911659942]                  | 37.0638999938964844|      0.10000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.1166350132529586, -1.1206811109791854, -2.202847117237526]                  | 27.8215065002441406|      1.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[-0.1166350132529586, -1.1206811109791854, -2.202847117237526]                  | 27.8215065002441406|      0.10000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0357835515905337, -1.1715532978353818, -2.2324285599257667]                 | 17.9417877197265625|      1.00000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[-0.0357835515905337, -1.1715532978353818, -2.2324285599257667]                 | 17.9417877197265625|      0.10000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.0483525294984293, -1.1454819139368648, -2.279772015657342]                   |  9.6871767044067383|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.0483525294984293, -1.1454819139368648, -2.279772015657342]                   |  9.6871767044067383|      0.10000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.0483525294984293, -1.1454819139368648, -2.279772015657342]                   |  9.6871767044067383|      0.01000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.0501585278904562, -1.1369000445335058, -2.2749668218681505]                  |  9.4782476425170898|      0.10000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.0501585278904562, -1.1369000445335058, -2.2749668218681505]                  |  9.4782476425170898|      0.01000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.0580907503370802, -1.13355076380042, -2.2800523076491013]                    |  8.9392118453979492|      0.10000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.1153211403474179, -1.064685470312522, -2.32457481669891]                     |  5.9078836441040039|      1.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.1153211403474179, -1.064685470312522, -2.32457481669891]                     |  5.9078836441040039|      0.10000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.1153211403474179, -1.064685470312522, -2.32457481669891]                     |  5.9078836441040039|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.1203249699175906, -1.0583228388449206, -2.318702967719231]                   |  5.8008441925048828|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.1203249699175906, -1.0583228388449206, -2.318702967719231]                   |  5.8008441925048828|      0.01000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.1182428734150454, -1.0523397237720364, -2.310965577449979]                   |  5.7002062797546387|      0.10000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.1182428734150454, -1.0523397237720364, -2.310965577449979]                   |  5.7002062797546387|      0.01000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.1174351620115673, -1.0428058043216248, -2.308058348150155]                   |  5.5892658233642578|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.1174351620115673, -1.0428058043216248, -2.308058348150155]                   |  5.5892658233642578|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.121116974364173, -1.0343452893475467, -2.3042029695470085]                   |  5.4914140701293945|      0.10000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.121116974364173, -1.0343452893475467, -2.3042029695470085]                   |  5.4914140701293945|      0.01000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.1229231921763998, -1.0253688319984315, -2.30018292095597]                    |  5.4076914787292480|      0.10000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.1229231921763998, -1.0253688319984315, -2.30018292095597]                    |  5.4076914787292480|      0.01000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.1246389065035741, -1.0164916790250678, -2.295910628897247]                   |  5.3391256332397461|      0.10000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
