k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.50000000|[110, 14, 0, 2]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.25000000|[218, 28, 0, 4]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       3|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.12500000|[326, 42, 0, 6]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       4|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.06250000|[433, 56, 0, 8]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       5|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.03125000|[541, 70, 0, 10]                                                           |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       6|[-0.6063331954709895, 0.5830734602319285, -1.847472361257391, 0.0137897252553183, -0.0124601390268182, -0.0008926063751604, -0.0335432357814739, -0.1106257851899689, 1.1156705746382038, -0.000468971599383, 5.87395040198e-05, 399.7499588977287, 0.0122766689214964, -0.0253158979880087, -0.0079128067166786, -0.0080442427844355, -0.1207298692609403, 0.7177508686608478, 0.0004983424584369, 0.0002589105492071, 402.0176534953267, 0.0155643956535778, -0.0188397642280199, -0.0013138238700655, -0.0217857531572333, -0.1125223184195177, 0.9210602369344911, 0.0006357581387526, -0.0014455547129009, 400.4003416809047, 0.0319093664161213, -1.217384464495399, 0.0095439448634272, -1.416492637190806, -0.1034031733372921, 0.4449551981754873, 0.002105704721621, -0.0021238881438475, 407.0341601457324, 0.0319737260621357, -1.2332439374703257, 0.0106140990457869, -1.049798696955329, -0.1252581106134432, 0.3368182252524749, 0.002135955723604, -0.0035732783471496, 405.91740822327654, 0.0212029427184928, -1.2477699050427955, 0.0127007640487762, -0.8623262052686691, -0.1250176727506155, 0.2844856450869249, -0.0035054909364183, -0.003038718125333, 404.73609993494114]|111947.5156250000000000|      0.06250000|[648, 84, 0, 12]                                                           |  | trying linear partial model with 58 points | iterate success | actual_k=7
       7|[-0.6052997074475228, 0.6023882997996449, -1.8578276812861516, 0.019946081379999, -0.0150376039142859, -0.0004139325057707, -0.0335174307968491, -0.1094939765720692, 1.1110000430707707, 0.002762168204691, -0.005849256317122, 399.74541735000963, 0.0162372582547757, -0.0169732972879364, -0.009389249387495, -0.0069484575463395, -0.1232126975894072, 0.7154785807494546, -0.0016272032870378, 0.0067764065655121, 402.02250182721525, 0.0117822373217946, -0.006116533423791, -0.0013664093928742, -0.0310276546615094, -0.1296957297558614, 0.9302532604158809, -0.0070285697411592, -0.0124491010859577, 400.41302823565, 0.0544983594483745, -1.2106704648030715, -0.0032657683994215, -1.4110720418026854, -0.0905189891995014, 0.4445810886526654, 0.0066683261890288, 0.0015918779850557, 407.04915373401803, 0.0388208044469768, -1.23455302092599, 0.0070406362913744, -1.0527580219805357, -0.1091497131112061, 0.3301148079097473, 0.0053929289315574, -0.0060394328710345, 405.91069727480885, 0.0325697339439211, -1.248662246169174, 0.0066248090966767, -0.8645417778378657, -0.1109647651871316, 0.2829874719845584, -0.0072102408465747, -0.0042738351991369, 404.7479863191994]|90269.5546875000000000|      0.12500000|[755, 98, 0, 14]                                                           |  | trying linear partial model with 58 points | iterate success | actual_k=7
       8|[-0.6052997074475228, 0.6023882997996449, -1.8578276812861516, 0.019946081379999, -0.0150376039142859, -0.0004139325057707, -0.0335174307968491, -0.1094939765720692, 1.1110000430707707, 0.002762168204691, -0.005849256317122, 399.74541735000963, 0.0162372582547757, -0.0169732972879364, -0.009389249387495, -0.0069484575463395, -0.1232126975894072, 0.7154785807494546, -0.0016272032870378, 0.0067764065655121, 402.02250182721525, 0.0117822373217946, -0.006116533423791, -0.0013664093928742, -0.0310276546615094, -0.1296957297558614, 0.9302532604158809, -0.0070285697411592, -0.0124491010859577, 400.41302823565, 0.0544983594483745, -1.2106704648030715, -0.0032657683994215, -1.4110720418026854, -0.0905189891995014, 0.4445810886526654, 0.0066683261890288, 0.0015918779850557, 407.04915373401803, 0.0388208044469768, -1.23455302092599, 0.0070406362913744, -1.0527580219805357, -0.1091497131112061, 0.3301148079097473, 0.0053929289315574, -0.0060394328710345, 405.91069727480885, 0.0325697339439211, -1.248662246169174, 0.0066248090966767, -0.8645417778378657, -0.1109647651871316, 0.2829874719845584, -0.0072102408465747, -0.0042738351991369, 404.7479863191994]|90269.5546875000000000|      0.06250000|[863, 112, 0, 16]                                                          |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       9|[-0.6052997074475228, 0.6023882997996449, -1.8578276812861516, 0.019946081379999, -0.0150376039142859, -0.0004139325057707, -0.0335174307968491, -0.1094939765720692, 1.1110000430707707, 0.002762168204691, -0.005849256317122, 399.74541735000963, 0.0162372582547757, -0.0169732972879364, -0.009389249387495, -0.0069484575463395, -0.1232126975894072, 0.7154785807494546, -0.0016272032870378, 0.0067764065655121, 402.02250182721525, 0.0117822373217946, -0.006116533423791, -0.0013664093928742, -0.0310276546615094, -0.1296957297558614, 0.9302532604158809, -0.0070285697411592, -0.0124491010859577, 400.41302823565, 0.0544983594483745, -1.2106704648030715, -0.0032657683994215, -1.4110720418026854, -0.0905189891995014, 0.4445810886526654, 0.0066683261890288, 0.0015918779850557, 407.04915373401803, 0.0388208044469768, -1.23455302092599, 0.0070406362913744, -1.0527580219805357, -0.1091497131112061, 0.3301148079097473, 0.0053929289315574, -0.0060394328710345, 405.91069727480885, 0.0325697339439211, -1.248662246169174, 0.0066248090966767, -0.8645417778378657, -0.1109647651871316, 0.2829874719845584, -0.0072102408465747, -0.0042738351991369, 404.7479863191994]|90269.5546875000000000|      0.03125000|[971, 126, 0, 18]                                                          |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
      10|[-0.601575646649558, 0.6095446952268888, -1.8592063353342123, 0.0160910074026662, -0.0167077738572086, 0.0047358782833801, -0.0378062457385753, -0.1102880937626267, 1.1081549142587948, 0.0062962455211689, -0.0049825633911551, 399.7489308228654, 0.0158250166006494, -0.0148910385250183, -0.0096623195535025, -0.0025225649669709, -0.1183657131619281, 0.7136041602846056, -0.0067803178124571, 0.0062179973671755, 402.0227725730554, 0.0112609015399338, -0.0109049181417378, 1.91193567109e-05, -0.0322343366760144, -0.1312258250223572, 0.93086313677474, -0.0083052673128963, -0.0143972216010174, 400.4114527009613, 0.0639731408394239, -1.2091117548581827, -0.0082911457052066, -1.4089867070139779, -0.0791898179182626, 0.4429246967002882, 0.0048766125337436, 0.0005803071119363, 407.0486145189641, 0.0413909325226933, -1.232911898570968, 0.0048171043679054, -1.05561457731075, -0.0989941420084853, 0.333665647660188, 0.0089749894175486, -0.003532600417882, 405.9136393930427, 0.043907632671333, -1.2493088374728523, 0.002933518082223, -0.8686831782992489, -0.1027521138733319, 0.2878023502527731, -0.0061098016995803, -0.007454791580418, 404.7515002062941]|77927.7578125000000000|      0.06250000|[1078, 140, 0, 20]                                                         |  | trying linear partial model with 58 points | iterate success | actual_k=7
