k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      2.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[22.575418905787444, 37.55469782989335, 42.37691574007512, 39.51293778196269]   |655.6130371093750000|      4.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[22.575418905787444, 37.55469782989335, 42.37691574007512, 39.51293778196269]   |655.6130371093750000|      2.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       4|[22.575418905787444, 37.55469782989335, 42.37691574007512, 39.51293778196269]   |655.6130371093750000|      1.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[21.748007430394072, 37.078694497590654, 42.63040156386816, 39.669641372094034] |587.0981445312500000|      2.00000000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[21.748007430394072, 37.078694497590654, 42.63040156386816, 39.669641372094034] |587.0981445312500000|      1.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[20.922746065709024, 36.606820871123794, 42.902034307714956, 39.819623414597295]|524.0242919921875000|      2.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[20.922746065709024, 36.606820871123794, 42.902034307714956, 39.819623414597295]|524.0242919921875000|      1.00000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[20.0827848984897, 36.15891484710489, 43.1675192322383, 39.972473622519814]     |466.0423583984375000|      2.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[20.0827848984897, 36.15891484710489, 43.1675192322383, 39.972473622519814]     |466.0423583984375000|      1.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[19.23628113683565, 35.709881312644754, 43.41310962272899, 40.11905338420066]   |412.8337402343750000|      2.00000000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[19.23628113683565, 35.709881312644754, 43.41310962272899, 40.11905338420066]   |412.8337402343750000|      1.00000000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[18.377825290575444, 35.27887418826949, 43.646663882036485, 40.26984737187514]  |364.0963439941406250|      2.00000000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[18.377825290575444, 35.27887418826949, 43.646663882036485, 40.26984737187514]  |364.0963439941406250|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[17.51263792421496, 34.85468391901452, 43.87159277021637, 40.41448634249429]    |319.5454711914062500|      2.00000000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[17.51263792421496, 34.85468391901452, 43.87159277021637, 40.41448634249429]    |319.5454711914062500|      1.00000000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[16.63664321490995, 34.44339474192383, 44.08584401636122, 40.5470415596797]     |278.9089965820312500|      2.00000000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[16.63664321490995, 34.44339474192383, 44.08584401636122, 40.5470415596797]     |278.9089965820312500|      1.00000000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[16.63664321490995, 34.44339474192383, 44.08584401636122, 40.5470415596797]     |278.9089965820312500|      0.50000000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      20|[16.1932214621758, 34.246884239890704, 44.190960420739984, 40.60796210894957]   |259.9794006347656250|      1.00000000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[16.1932214621758, 34.246884239890704, 44.190960420739984, 40.60796210894957]   |259.9794006347656250|      0.50000000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[15.746782471183144, 34.05489843069121, 44.29247692546561, 40.66735971543139]   |241.9345855712890625|      1.00000000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      23|[15.746782471183144, 34.05489843069121, 44.29247692546561, 40.66735971543139]   |241.9345855712890625|      0.50000000|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[15.301797132497441, 33.861397505501884, 44.39521090633196, 40.73053541868032]  |224.7489013671875000|      1.00000000|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[15.301797132497441, 33.861397505501884, 44.39521090633196, 40.73053541868032]  |224.7489013671875000|      0.50000000|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      26|[14.853316627341473, 33.67047863572249, 44.49188392515627, 40.785938930198995]  |208.3913116455078125|      1.00000000|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      27|[14.853316627341473, 33.67047863572249, 44.49188392515627, 40.785938930198995]  |208.3913116455078125|      0.50000000|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[14.403267420560663, 33.48254738771624, 44.58730953926807, 40.840998077215325]  |192.8367767333984375|      1.00000000|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[14.403267420560663, 33.48254738771624, 44.58730953926807, 40.840998077215325]  |192.8367767333984375|      0.50000000|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[13.949244751584477, 33.299915396906854, 44.675270546482736, 40.8936462794498]  |178.0578308105468750|      1.00000000|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[13.949244751584477, 33.299915396906854, 44.675270546482736, 40.8936462794498]  |178.0578308105468750|      0.50000000|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[13.493623820978703, 33.12172713503536, 44.76463368675135, 40.945344829588805]  |164.0293273925781250|      1.00000000|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[13.493623820978703, 33.12172713503536, 44.76463368675135, 40.945344829588805]  |164.0293273925781250|      0.50000000|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[13.035463688248932, 32.94896424154778, 44.85165707598436, 40.99700918032736]   |150.7272338867187500|      1.00000000|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[13.035463688248932, 32.94896424154778, 44.85165707598436, 40.99700918032736]   |150.7272338867187500|      0.50000000|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[12.57587847610382, 32.777826180186466, 44.934971678351985, 41.04752525463397]  |138.1286163330078125|      1.00000000|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[12.57587847610382, 32.777826180186466, 44.934971678351985, 41.04752525463397]  |138.1286163330078125|      0.50000000|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[12.113547884510552, 32.61544523349589, 45.02113761555541, 41.09710633464183]   |126.2113113403320312|      1.00000000|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[12.113547884510552, 32.61544523349589, 45.02113761555541, 41.09710633464183]   |126.2113113403320312|      0.50000000|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[11.648747206477235, 32.45496919005377, 45.099771302353524, 41.14210091744318]  |114.9514770507812500|      1.00000000|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[11.648747206477235, 32.45496919005377, 45.099771302353524, 41.14210091744318]  |114.9514770507812500|      0.50000000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[11.179806845949422, 32.30377475319396, 45.1728826201268, 41.18557407863658]    |104.3283920288085938|      1.00000000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[11.179806845949422, 32.30377475319396, 45.1728826201268, 41.18557407863658]    |104.3283920288085938|      0.50000000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[10.711640539530913, 32.149265870635965, 45.244017795981485, 41.22901486018174] | 94.3230590820312500|      1.00000000|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[10.711640539530913, 32.149265870635965, 45.244017795981485, 41.22901486018174] | 94.3230590820312500|      0.50000000|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[10.711640539530913, 32.149265870635965, 45.244017795981485, 41.22901486018174] | 94.3230590820312500|      0.25000000|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      47|[10.49557570608919, 32.14006952309897, 45.12409401362393, 41.192276578147364]   | 90.7316894531250000|      0.50000000|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      48|[10.49557570608919, 32.14006952309897, 45.12409401362393, 41.192276578147364]   | 90.7316894531250000|      0.25000000|[516, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      49|[10.259638983674527, 32.06740778037736, 45.15811154876062, 41.21219996802228]   | 86.0494308471679688|      0.50000000|[527, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      50|[10.259638983674527, 32.06740778037736, 45.15811154876062, 41.21219996802228]   | 86.0494308471679688|      0.25000000|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      51|[10.022823024605922, 31.99763403328483, 45.19223453748269, 41.23183278207829]   | 81.5133209228515625|      0.50000000|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      52|[10.022823024605922, 31.99763403328483, 45.19223453748269, 41.23183278207829]   | 81.5133209228515625|      0.25000000|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[9.785456357664225, 31.929514142301553, 45.22575083996488, 41.25166718011148]   | 77.1211547851562500|      0.50000000|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      54|[9.785456357664225, 31.929514142301553, 45.22575083996488, 41.25166718011148]   | 77.1211547851562500|      0.25000000|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      55|[9.547829242011348, 31.861687907871737, 45.25795032706535, 41.27157066875124]   | 72.8707885742187500|      0.50000000|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      56|[9.547829242011348, 31.861687907871737, 45.25795032706535, 41.27157066875124]   | 72.8707885742187500|      0.25000000|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      57|[9.309793100531225, 31.794791988030592, 45.29004678524749, 41.2898339825257]    | 68.7601089477539062|      0.50000000|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      58|[9.309793100531225, 31.794791988030592, 45.29004678524749, 41.2898339825257]    | 68.7601089477539062|      0.25000000|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      59|[9.071022544233807, 31.729558957417737, 45.3206195644024, 41.307113401995956]   | 64.7869491577148438|      0.50000000|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      60|[9.071022544233807, 31.729558957417737, 45.3206195644024, 41.307113401995956]   | 64.7869491577148438|      0.25000000|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      61|[8.831200195954098, 31.667620133350972, 45.35001123985054, 41.323993945624146]  | 60.9491729736328125|      0.50000000|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      62|[8.831200195954098, 31.667620133350972, 45.35001123985054, 41.323993945624146]  | 60.9491729736328125|      0.25000000|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      63|[8.591259314117876, 31.605780349579717, 45.378698475187825, 41.34076466103774]  | 57.2447433471679688|      0.50000000|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      64|[8.591259314117876, 31.605780349579717, 45.378698475187825, 41.34076466103774]  | 57.2447433471679688|      0.25000000|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
