k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.4140206963780133, 10.067411043679432, 1.272107725286723]                     |  0.1273539960384369|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       3|[0.4140206963780133, 10.067411043679432, 1.272107725286723]                     |  0.1273539960384369|      0.50000000|[32, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.4140206963780133, 10.067411043679432, 1.272107725286723]                     |  0.1273539960384369|      0.25000000|[42, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.4140206963780133, 10.067411043679432, 1.272107725286723]                     |  0.1273539960384369|      0.12500000|[53, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.4140206963780133, 10.067411043679432, 1.272107725286723]                     |  0.1273539960384369|      0.06250000|[64, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.467286570272814, 10.074661538390657, 1.3039891776480206]                     |  0.0884237363934517|      0.12500000|[70, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.467286570272814, 10.074661538390657, 1.3039891776480206]                     |  0.0884237363934517|      0.06250000|[81, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.467286570272814, 10.074661538390657, 1.3039891776480206]                     |  0.0884237363934517|      0.03125000|[93, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.4961147954273288, 10.072555443021429, 1.2921122968817456]                    |  0.0766912773251534|      0.06250000|[99, 37, 0, 37]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.4961147954273288, 10.072555443021429, 1.2921122968817456]                    |  0.0766912773251534|      0.03125000|[110, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.5266496925344571, 10.07141059339466, 1.2855646348570855]                     |  0.0665432736277580|      0.06250000|[121, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | iterate success | actual_k=1
      13|[0.5266496925344571, 10.07141059339466, 1.2855646348570855]                     |  0.0665432736277580|      0.03125000|[131, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
