k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      1.11111111|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[10.111930995083286, -1.3308516609292826, 0.3083152862470521, -1.0039442373585745, -0.0012085595716789, -0.1656672942440447, -0.5944443766930546]|44871.5000000000000000|      1.23456790|[42, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | iterate success | actual_k=2
       3|[10.111930995083286, -1.3308516609292826, 0.3083152862470521, -1.0039442373585745, -0.0012085595716789, -0.1656672942440447, -0.5944443766930546]|44871.5000000000000000|      1.11111111|[72, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[10.111930995083286, -1.3308516609292826, 0.3083152862470521, -1.0039442373585745, -0.0012085595716789, -0.1656672942440447, -0.5944443766930546]|44871.5000000000000000|      1.00000000|[99, 38, 0, 19]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[10.111930995083286, -1.3308516609292826, 0.3083152862470521, -1.0039442373585745, -0.0012085595716789, -0.1656672942440447, -0.5944443766930546]|44871.5000000000000000|      0.90000000|[128, 50, 0, 25]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      1.00000000|[139, 54, 0, 27]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.90000000|[167, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.81000000|[194, 78, 0, 39]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.72900000|[225, 90, 0, 45]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.65610000|[255, 102, 0, 51]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.59049000|[285, 114, 0, 57]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.53144100|[312, 126, 0, 63]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.47829690|[341, 138, 0, 69]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.43046721|[370, 150, 0, 75]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.38742049|[400, 162, 0, 81]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.34867844|[431, 174, 0, 87]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.31381060|[461, 186, 0, 93]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.28242954|[490, 198, 0, 99]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.25418658|[519, 210, 0, 105]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.22876792|[547, 222, 0, 111]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      21|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.20589113|[576, 234, 0, 117]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.18530202|[607, 246, 0, 123]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.16677182|[636, 258, 0, 129]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.15009464|[666, 270, 0, 135]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      25|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.13508517|[696, 282, 0, 141]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      26|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.12157665|[727, 294, 0, 147]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      27|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.10941899|[755, 306, 0, 153]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      28|[10.113674812198644, -1.0669541879726583, 0.2957901628521061, -1.616827607055707, -0.064462258064936, 0.2256786989415734, -0.139011107655656]|9705.1816406250000000|      0.09847709|[783, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
