k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9298949486707209, 2.0024846651103916, -8.006959772854904]                    | 40.8731384277343750|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.9298949486707209, 2.0024846651103916, -8.006959772854904]                    | 40.8731384277343750|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      2.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      0.50000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[2.4412331649594545, 0.808981548959072, -8.15661254361382]                      |  9.1006813049316406|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[2.4412331649594545, 0.808981548959072, -8.15661254361382]                      |  9.1006813049316406|      0.50000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[2.4412331649594545, 0.808981548959072, -8.15661254361382]                      |  9.1006813049316406|      0.25000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[2.4412331649594545, 0.808981548959072, -8.15661254361382]                      |  9.1006813049316406|      0.12500000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[2.4412331649594545, 0.808981548959072, -8.15661254361382]                      |  9.1006813049316406|      0.06250000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[2.412399009939544, 0.7535302960734653, -8.156620139946563]                     |  8.5650300979614258|      0.12500000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[2.3001069134974323, 0.7041506968130387, -8.18064388348322]                     |  7.7298812866210938|      0.25000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[2.3001069134974323, 0.7041506968130387, -8.18064388348322]                     |  7.7298812866210938|      0.12500000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[2.3001069134974323, 0.7041506968130387, -8.18064388348322]                     |  7.7298812866210938|      0.06250000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[2.3210760142814446, 0.6529679529096099, -8.209744975195147]                    |  7.5518140792846680|      0.12500000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
