k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4302398541089093, 0.5957220673238286, 5.1854121341501935, 5.697828890607174, 6.1890489147676035, 7.7109406635074835]|169.8382873535156250|     10.00000000|[26, 10, 0, 5]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       2|[0.4302398541089093, 0.5957220673238286, 5.1854121341501935, 5.697828890607174, 6.1890489147676035, 7.7109406635074835]|169.8382873535156250|      1.00000000|[52, 22, 0, 11]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.303385298766868, 0.6071943291225534, 4.724221801613143, 5.834540825750231, 5.729967577455236, 7.8506552725235315]|102.3988342285156250|     10.00000000|[69, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | iterate success | actual_k=2
       4|[-0.303385298766868, 0.6071943291225534, 4.724221801613143, 5.834540825750231, 5.729967577455236, 7.8506552725235315]|102.3988342285156250|      1.00000000|[93, 38, 0, 19]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.303385298766868, 0.6071943291225534, 4.724221801613143, 5.834540825750231, 5.729967577455236, 7.8506552725235315]|102.3988342285156250|      0.10000000|[118, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.366382299729108, 0.6079248876030229, 4.666062309135447, 5.843677159987814, 5.68139482178914, 7.864991673484299]| 97.1929702758789062|      1.00000000|[130, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[-0.366382299729108, 0.6079248876030229, 4.666062309135447, 5.843677159987814, 5.68139482178914, 7.864991673484299]| 97.1929702758789062|      0.10000000|[155, 62, 0, 31]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.3801642094212432, 0.6264639510841311, 4.700816675325834, 5.870735364579645, 5.596751223081424, 7.845970346420725]| 95.4632339477539062|      1.00000000|[165, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.957576651413059, 0.6939664879264852, 4.09059016503332, 6.015158268470424, 5.078991010550035, 7.81898381940591]| 57.0643424987792969|     10.00000000|[186, 74, 0, 37]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | iterate success | actual_k=2
      10|[-0.957576651413059, 0.6939664879264852, 4.09059016503332, 6.015158268470424, 5.078991010550035, 7.81898381940591]| 57.0643424987792969|      1.00000000|[211, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
