k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.7518911369341137, 0.1306918892894078]                                        |  0.9790166616439819|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.346826036696587, -0.1624331089102723]                                        |  0.0518437549471855|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.346826036696587, -0.1624331089102723]                                        |  0.0518437549471855|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.346826036696587, -0.1624331089102723]                                        |  0.0518437549471855|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.346826036696587, -0.1624331089102723]                                        |  0.0518437549471855|      0.12500000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.2218682189591748, -0.1591859892168075]                                       |  0.0116905923932791|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.2218682189591748, -0.1591859892168075]                                       |  0.0116905923932791|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.2218682189591748, -0.1591859892168075]                                       |  0.0116905923932791|      0.06250000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.1625378273924231, -0.1395351715102611]                                       |  0.0042598107829690|      0.12500000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.1625378273924231, -0.1395351715102611]                                       |  0.0042598107829690|      0.06250000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.1047427924154835, -0.115744754699824]                                        |  0.0011934736976400|      0.12500000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.1047427924154835, -0.115744754699824]                                        |  0.0011934736976400|      0.06250000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.1047427924154835, -0.115744754699824]                                        |  0.0011934736976400|      0.03125000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.0853364649283244, -0.091250735971548]                                        |  0.0004883731016889|      0.06250000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.0853364649283244, -0.091250735971548]                                        |  0.0004883731016889|      0.03125000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.0853364649283244, -0.091250735971548]                                        |  0.0004883731016889|      0.01562500|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.0736947931734308, -0.0808290228805389]                                       |  0.0002875020436477|      0.03125000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.0736947931734308, -0.0808290228805389]                                       |  0.0002875020436477|      0.01562500|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.0653877951396071, -0.0675951871302339]                                       |  0.0001565426646266|      0.03125000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.0653877951396071, -0.0675951871302339]                                       |  0.0001565426646266|      0.01562500|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.0653877951396071, -0.0675951871302339]                                       |  0.0001565426646266|      0.00781250|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.0595946348138984, -0.0623535795819111]                                       |  0.0001108052092604|      0.01562500|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.0595946348138984, -0.0623535795819111]                                       |  0.0001108052092604|      0.00781250|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.0595946348138984, -0.0623535795819111]                                       |  0.0001108052092604|      0.00390625|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.0568361450345842, -0.0595878024397829]                                       |  0.0000920680104173|      0.00781250|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.0568361450345842, -0.0595878024397829]                                       |  0.0000920680104173|      0.00390625|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.0542028471960526, -0.0567025760091392]                                       |  0.0000757989037083|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.0542028471960526, -0.0567025760091392]                                       |  0.0000757989037083|      0.00390625|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.0517099180258873, -0.053695236118964]                                        |  0.0000618063859292|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.0517099180258873, -0.053695236118964]                                        |  0.0000618063859292|      0.00390625|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.0489074101876733, -0.0509740711332917]                                       |  0.0000498486151628|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.0489074101876733, -0.0509740711332917]                                       |  0.0000498486151628|      0.00390625|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.0464213419136498, -0.0479610570942613]                                       |  0.0000397188050556|      0.00781250|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.0464213419136498, -0.0479610570942613]                                       |  0.0000397188050556|      0.00390625|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0464213419136498, -0.0479610570942613]                                       |  0.0000397188050556|      0.00195312|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.0451243093405943, -0.0465007818564866]                                       |  0.0000352711504092|      0.00390625|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.0451243093405943, -0.0465007818564866]                                       |  0.0000352711504092|      0.00195312|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0438261754544897, -0.0450414855605371]                                       |  0.0000312082775054|      0.00390625|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
