k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      5.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      1.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.176042511287294, 0.5218000511174473, 4.864476715634022, 5.517602798100184, 5.948467340223523, 7.830731345574396]|120.0075149536132812|      5.00000000|[42, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[-0.176042511287294, 0.5218000511174473, 4.864476715634022, 5.517602798100184, 5.948467340223523, 7.830731345574396]|120.0075149536132812|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[-0.6810978472405944, 0.5639997440973088, 4.262495410223529, 5.754001279722903, 5.531476565319087, 8.219307275097641]| 74.0073471069335938|      5.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[-0.6810978472405944, 0.5639997440973088, 4.262495410223529, 5.754001279722903, 5.531476565319087, 8.219307275097641]| 74.0073471069335938|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[-0.6810978472405944, 0.5639997440973088, 4.262495410223529, 5.754001279722903, 5.531476565319087, 8.219307275097641]| 74.0073471069335938|      0.20000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[-0.7512363068038371, 0.6270105864518267, 4.1523121597756205, 5.741692674815047, 5.394529292997198, 8.21131825729697]| 67.1176071166992188|      1.00000000|[108, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[-0.7512363068038371, 0.6270105864518267, 4.1523121597756205, 5.741692674815047, 5.394529292997198, 8.21131825729697]| 67.1176071166992188|      0.20000000|[121, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[-0.8696240343031548, 0.5812379765700159, 4.013916722700246, 5.695785349707854, 5.348539099487818, 8.18866132102255]| 62.0448379516601562|      1.00000000|[134, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[-0.8696240343031548, 0.5812379765700159, 4.013916722700246, 5.695785349707854, 5.348539099487818, 8.18866132102255]| 62.0448379516601562|      0.20000000|[148, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[-0.9293114447399845, 0.6562056286608117, 3.901157928722914, 5.7223618294017795, 5.2202747463144314, 8.219396723870203]| 56.1335563659667969|      1.00000000|[162, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[-0.9293114447399845, 0.6562056286608117, 3.901157928722914, 5.7223618294017795, 5.2202747463144314, 8.219396723870203]| 56.1335563659667969|      0.20000000|[176, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[-1.0141550186822235, 0.7841652983676608, 3.8293135101715445, 5.7037437082060585, 5.122304277509033, 8.183045338512427]| 51.3834533691406250|      1.00000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[-1.0141550186822235, 0.7841652983676608, 3.8293135101715445, 5.7037437082060585, 5.122304277509033, 8.183045338512427]| 51.3834533691406250|      0.20000000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[-1.026976900917678, 0.8789383628988976, 3.730741658509185, 5.700876977729989, 5.002468157466166, 8.100775405823741]| 46.9957237243652344|      1.00000000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[-1.026976900917678, 0.8789383628988976, 3.730741658509185, 5.700876977729989, 5.002468157466166, 8.100775405823741]| 46.9957237243652344|      0.20000000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[-1.0627801775780301, 0.9206749196039231, 3.6132267510235456, 5.73047518793296, 4.853832996940925, 8.086705340370846]| 42.1844558715820312|      1.00000000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[-1.0627801775780301, 0.9206749196039231, 3.6132267510235456, 5.73047518793296, 4.853832996940925, 8.086705340370846]| 42.1844558715820312|      0.20000000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[-1.1059668749661395, 1.0374215557644813, 3.4776319517144394, 5.734211644096575, 4.775803642846589, 8.082625964293136]| 37.8971061706542969|      1.00000000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
