k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.90000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.81000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.90000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.81000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.72900000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.65610000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.59049000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.53144100|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.47829690|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.43046721|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.38742049|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.34867844|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.31381060|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.28242954|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.25418658|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.22876792|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.20589113|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.18530202|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.16677182|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.15009464|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.4340373499019702, 9.868057746028082, 1.6710460643703118]                     |  0.4843933582305908|      0.13508517|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.4144106107748386, 9.900829375629021, 1.5414744045216584]                     |  0.2486124336719513|      0.15009464|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.4144106107748386, 9.900829375629021, 1.5414744045216584]                     |  0.2486124336719513|      0.13508517|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.4144106107748386, 9.900829375629021, 1.5414744045216584]                     |  0.2486124336719513|      0.12157665|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.13508517|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.12157665|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.10941899|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.09847709|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.08862938|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.07976644|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.07178980|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.06461082|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.05814974|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.05233476|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.04710129|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.04239116|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.03815204|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.03433684|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.3712098472381884, 9.905401405861154, 1.4279240918367453]                     |  0.1541619598865509|      0.03090315|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.395084035177627, 9.905428824825162, 1.4083019780558703]                      |  0.1389424204826355|      0.03433684|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.395084035177627, 9.905428824825162, 1.4083019780558703]                      |  0.1389424204826355|      0.03090315|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.4123129422542257, 9.916955085194227, 1.3853822260142954]                     |  0.1254116892814636|      0.03433684|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.4123129422542257, 9.916955085194227, 1.3853822260142954]                     |  0.1254116892814636|      0.03090315|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.4216769123151024, 9.92247372238817, 1.3564535955763115]                      |  0.1150977760553360|      0.03433684|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.4216769123151024, 9.92247372238817, 1.3564535955763115]                      |  0.1150977760553360|      0.03090315|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.450018476526454, 9.926256929646904, 1.3447297723224352]                      |  0.1023599281907082|      0.03433684|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.450018476526454, 9.926256929646904, 1.3447297723224352]                      |  0.1023599281907082|      0.03090315|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.4747719345359065, 9.92879362757166, 1.3264039317957461]                      |  0.0907388702034950|      0.03433684|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.4747719345359065, 9.92879362757166, 1.3264039317957461]                      |  0.0907388702034950|      0.03090315|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.5034281263061007, 9.933601436876378, 1.3158819265820934]                     |  0.0806642174720764|      0.03433684|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.5034281263061007, 9.933601436876378, 1.3158819265820934]                     |  0.0806642174720764|      0.03090315|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.5125552505716571, 9.941971178118811, 1.2875685377885802]                     |  0.0730482488870621|      0.03433684|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.5125552505716571, 9.941971178118811, 1.2875685377885802]                     |  0.0730482488870621|      0.03090315|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
