k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      1.11111111|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       2|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      1.00000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.90000000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.81000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.72900000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.65610000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.59049000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.53144100|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.47829690|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[-0.0555821942244837, 0.0500637974631481, 0.0815649052019123, 0.2425217563242504, 0.9307029818988636, -0.0108541762771641, 0.0442987777106898, -0.2002132507870116, 0.1433911387154329]|66759.9140625000000000|      0.43046721|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
