k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.10000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.01000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.9990843689810357, 0.9973029511503056, 0.9962189219438331, 0.9992263074864207, 0.9982722316966416, 0.9998821705032807, 0.9990189748454454, 0.9979726850365188, 1.0010901621126955, 1.0007190689643108, 1.002800014879248, 0.9937031248015928, 1.0002056323261357, 0.9965614409077092, 0.9998697158390395, 0.9988390790282788, 1.000484926650326, 1.001049873432118, 0.9989777143129964, 0.9988201617682116, 1.0014411461715838, 1.0008016339310855]|  1.5257463455200195|      0.10000000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.9990843689810357, 0.9973029511503056, 0.9962189219438331, 0.9992263074864207, 0.9982722316966416, 0.9998821705032807, 0.9990189748454454, 0.9979726850365188, 1.0010901621126955, 1.0007190689643108, 1.002800014879248, 0.9937031248015928, 1.0002056323261357, 0.9965614409077092, 0.9998697158390395, 0.9988390790282788, 1.000484926650326, 1.001049873432118, 0.9989777143129964, 0.9988201617682116, 1.0014411461715838, 1.0008016339310855]|  1.5257463455200195|      0.01000000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.9990843689810357, 0.9973029511503056, 0.9962189219438331, 0.9992263074864207, 0.9982722316966416, 0.9998821705032807, 0.9990189748454454, 0.9979726850365188, 1.0010901621126955, 1.0007190689643108, 1.002800014879248, 0.9937031248015928, 1.0002056323261357, 0.9965614409077092, 0.9998697158390395, 0.9988390790282788, 1.000484926650326, 1.001049873432118, 0.9989777143129964, 0.9988201617682116, 1.0014411461715838, 1.0008016339310855]|  1.5257463455200195|      0.00100000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.9990843689810357, 0.9973029511503056, 0.9962189219438331, 0.9992263074864207, 0.9982722316966416, 0.9998821705032807, 0.9990189748454454, 0.9979726850365188, 1.0010901621126955, 1.0007190689643108, 1.002800014879248, 0.9937031248015928, 1.0002056323261357, 0.9965614409077092, 0.9998697158390395, 0.9988390790282788, 1.000484926650326, 1.001049873432118, 0.9989777143129964, 0.9988201617682116, 1.0014411461715838, 1.0008016339310855]|  1.5257463455200195|      0.00010000|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9990804982072723, 0.9973036516693449, 0.9961985164737843, 0.9992246499858615, 0.998268975009898, 0.9998780422088399, 0.9989849245145738, 0.9979281744010506, 1.0010890047519059, 1.0007132067604545, 1.0027966995732571, 0.9936653547171389, 1.0002042208890127, 0.9965417566616683, 0.9998496858490324, 0.9988115152290322, 1.0004667682260713, 1.0010028393427617, 0.9989713537483286, 0.9987958716285579, 1.0014487468300124, 1.0007896650942223]|  1.5257276296615601|      0.00100000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[0.9990804982072723, 0.9973036516693449, 0.9961985164737843, 0.9992246499858615, 0.998268975009898, 0.9998780422088399, 0.9989849245145738, 0.9979281744010506, 1.0010890047519059, 1.0007132067604545, 1.0027966995732571, 0.9936653547171389, 1.0002042208890127, 0.9965417566616683, 0.9998496858490324, 0.9988115152290322, 1.0004667682260713, 1.0010028393427617, 0.9989713537483286, 0.9987958716285579, 1.0014487468300124, 1.0007896650942223]|  1.5257276296615601|      0.00010000|[234, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.9990690086851025, 0.9972986220824186, 0.9961816465637483, 0.9992135465547088, 0.9982648686070504, 0.9998751110059134, 0.9989526660885037, 0.997913938042901, 1.0010934581835949, 1.000703795153123, 1.0028374976802188, 0.9936388775514156, 1.0002059858303731, 0.9965186864472534, 0.9998669423359954, 0.9988124602403726, 1.0004976265451802, 1.0009617002486837, 0.9989372696918356, 0.9988237484743958, 1.0014633825351933, 1.0007974372867943]|  1.5257127285003662|      0.00100000|[263, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
