k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|     25.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[8.816907900923033, 6.719222623648989, -8.054645126715092, -19.14866399728283, 0.9524474653714989, 10.600742049762408, -3.358701370678497]|24852.0683593750000000|    125.00000000|[48, 18, 0, 9]                                                             |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | trying quadratic partial model with 19 points | trying quadratic partial model with 23 points | iterate success | actual_k=2
       4|[8.816907900923033, 6.719222623648989, -8.054645126715092, -19.14866399728283, 0.9524474653714989, 10.600742049762408, -3.358701370678497]|24852.0683593750000000|     25.00000000|[79, 30, 0, 15]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | trying quadratic partial model with 27 points | exploitation failed, decreasing delta | actual_k=2
       5|[8.816907900923033, 6.719222623648989, -8.054645126715092, -19.14866399728283, 0.9524474653714989, 10.600742049762408, -3.358701370678497]|24852.0683593750000000|      5.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[8.816907900923033, 6.719222623648989, -8.054645126715092, -19.14866399728283, 0.9524474653714989, 10.600742049762408, -3.358701370678497]|24852.0683593750000000|      1.00000000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[9.064003828195926, 6.384984878367394, -8.122792126679382, -19.258389755670244, 0.5281586241165805, 10.884839250869945, -2.617207785941703]|19063.0156250000000000|      5.00000000|[148, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[9.064003828195926, 6.384984878367394, -8.122792126679382, -19.258389755670244, 0.5281586241165805, 10.884839250869945, -2.617207785941703]|19063.0156250000000000|      1.00000000|[176, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[9.494111776751684, 6.903444532147509, -8.119501284083084, -18.942597558191988, 0.7909188245334984, 10.620044253734644, -2.0628506042193053]|14518.8095703125000000|      5.00000000|[186, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[9.494111776751684, 6.903444532147509, -8.119501284083084, -18.942597558191988, 0.7909188245334984, 10.620044253734644, -2.0628506042193053]|14518.8095703125000000|      1.00000000|[214, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
