k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.9489468649915829, 2.502613251678523]                                         |329.2785339355468750|      0.50000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.9230490627299783, 2.0032843982782627]                                        |105.8310623168945312|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.9230490627299783, 2.0032843982782627]                                        |105.8310623168945312|      0.50000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.8125789107848196, 1.5156407317253027]                                        | 26.7882442474365234|      1.00000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      2.00000000|[44, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       8|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      1.00000000|[50, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.50000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.25000000|[62, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.12500000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.06250000|[76, 27, 0, 27]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.03125000|[83, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.03125000|[86, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      14|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.01562500|[92, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.9466349270240603, 1.0154997346169417]                                        |  0.0052994391880929|      0.00781250|[98, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
