k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.10000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.59890943, 0.02, 1.8879065342, 0.65307048, 0.02, 2.0015540314, 1.2984945382, 0.02, 2.1186983747, -0.02213199, 0.02, 2.1624089505, 1.2316544088, 0.02, 2.2192326991, 0.21848396, 0.02, 2.2813017168, 1.3346291866, 0.02, 2.3905781564, 4.5048024624, 0.02, 2.4884898463, 0.66080786, 0.02, 2.5593009792, 4.3888127085, 0.02, 2.7070427256, 0.2278337, 0.02, 2.9404572006, 0.23539976, 0.02, 2.9666835461, 0.7111142, 0.02, 3.1292868883, 0.20429975, 0.02, 3.2263243667, -0.06678414, 0.02, 3.2551733467, 1.3806399196, 0.02, 3.3801855937, 0.24162012, 0.02, 3.6695496058, 0.060181642, 0.02, 3.7220022968, 0.017306467, 0.02, 3.8312787364, 0.41562397, 0.02, 3.9589136179, 0.26297919, 0.02, 4.0524542502, 0.81885392, 0.02, 4.1748438626, 0.96523949, 0.02, 4.4309878371, 0.74388389, 0.02, 4.5594969301, 0.21356658, 0.02, 4.6014590829, 0.50271586, 0.02, 4.7046160419, 0.048972449, 0.02, 4.8007793087, 0.36839918, 0.02, 4.96862792, 0.16187806, 0.02, 5.3952431403, 0.28966782, 0.02, 5.4188468512, 0.097834734, 0.02, 2.5864015362, 0.0006819709, 0.02, 3.8618761395, 0.15545187, 0.02, 5.198545549]|484133.4482526386855170|      0.01000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.5997670609181521, 0.01986325238951, 1.8873332781593317, 0.6521481847244582, 0.0208566810227083, 2.003195583496945, 1.2983070570276993, 0.0190795235387043, 2.1183366012871914, -0.0228383287546682, 0.0202654059968619, 2.162725466882294, 1.2322515846968716, 0.0189638278183023, 2.2193471275344345, 0.2200518030290326, 0.0211374640838702, 2.2808812696099685, 1.3349396109147131, 0.0206273174748466, 2.38937842835988, 4.503503350651599, 0.0246666898487644, 2.4888954958804623, 0.6624622999457495, 0.0206954348878785, 2.559618604685398, 4.387757196012581, 0.0240239067595158, 2.7070798573758315, 0.2282318756117834, 0.0193043521590036, 2.939806358528549, 0.2350903757132346, 0.0206996680593617, 2.967549833627092, 0.7110820847601016, 0.0197440183958661, 3.131613353337418, 0.2040456645653397, 0.0184882685249058, 3.2256159542163796, -0.0665648152666002, 0.0206543766382827, 3.255212789494046, 1.3795477606021003, 0.0194815093209323, 3.380983142085747, 0.2417849679183499, 0.0209591728997151, 3.6693927887235023, 0.0606745894233452, 0.0208211663280503, 3.721196728178356, 0.0176396243625699, 0.0204023850884904, 3.830847712371502, 0.4157592498397131, 0.019610695267788, 3.9589487700067947, 0.2637772763862641, 0.0211447616143043, 4.051848261793852, 0.8198681225740877, 0.0199889413473982, 4.174379546708942, 0.9645150497437621, 0.0207792701043697, 4.432166161124798, 0.745287980614178, 0.0195674421700897, 4.55838797609855, 0.2136928097407272, 0.0198765756784493, 4.601097983638789, 0.5028784516725536, 0.0206237183305015, 4.705670569212446, 0.0499018516985707, 0.0199290016889245, 4.80209355271536, 0.3676736061854605, 0.0199287235941144, 4.96923344035236, 0.1616354584988531, 0.019774850548029, 5.394217237060465, 0.2879000484484585, 0.0197645816299255, 5.419489834839416, 0.0973108839342548, 0.0196142368492717, 2.584704065824672, -0.0001402270838283, 0.0199645139096151, 3.862066107848409, 0.1559928939232247, 0.0193906130202931, 5.197634783659185]|430822.5937500000000000|      0.10000000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       4|[0.5997670609181521, 0.01986325238951, 1.8873332781593317, 0.6521481847244582, 0.0208566810227083, 2.003195583496945, 1.2983070570276993, 0.0190795235387043, 2.1183366012871914, -0.0228383287546682, 0.0202654059968619, 2.162725466882294, 1.2322515846968716, 0.0189638278183023, 2.2193471275344345, 0.2200518030290326, 0.0211374640838702, 2.2808812696099685, 1.3349396109147131, 0.0206273174748466, 2.38937842835988, 4.503503350651599, 0.0246666898487644, 2.4888954958804623, 0.6624622999457495, 0.0206954348878785, 2.559618604685398, 4.387757196012581, 0.0240239067595158, 2.7070798573758315, 0.2282318756117834, 0.0193043521590036, 2.939806358528549, 0.2350903757132346, 0.0206996680593617, 2.967549833627092, 0.7110820847601016, 0.0197440183958661, 3.131613353337418, 0.2040456645653397, 0.0184882685249058, 3.2256159542163796, -0.0665648152666002, 0.0206543766382827, 3.255212789494046, 1.3795477606021003, 0.0194815093209323, 3.380983142085747, 0.2417849679183499, 0.0209591728997151, 3.6693927887235023, 0.0606745894233452, 0.0208211663280503, 3.721196728178356, 0.0176396243625699, 0.0204023850884904, 3.830847712371502, 0.4157592498397131, 0.019610695267788, 3.9589487700067947, 0.2637772763862641, 0.0211447616143043, 4.051848261793852, 0.8198681225740877, 0.0199889413473982, 4.174379546708942, 0.9645150497437621, 0.0207792701043697, 4.432166161124798, 0.745287980614178, 0.0195674421700897, 4.55838797609855, 0.2136928097407272, 0.0198765756784493, 4.601097983638789, 0.5028784516725536, 0.0206237183305015, 4.705670569212446, 0.0499018516985707, 0.0199290016889245, 4.80209355271536, 0.3676736061854605, 0.0199287235941144, 4.96923344035236, 0.1616354584988531, 0.019774850548029, 5.394217237060465, 0.2879000484484585, 0.0197645816299255, 5.419489834839416, 0.0973108839342548, 0.0196142368492717, 2.584704065824672, -0.0001402270838283, 0.0199645139096151, 3.862066107848409, 0.1559928939232247, 0.0193906130202931, 5.197634783659185]|430822.5937500000000000|      0.01000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[0.5995996278889785, 0.0204848977886202, 1.887257424929695, 0.6514229945649012, 0.0207678762842593, 2.003189811606094, 1.2986102780827802, 0.0204524772743328, 2.117654882515743, -0.0211172383852873, 0.0194827229069408, 2.1629202314100735, 1.2319323166059322, 0.0192234197977515, 2.2187351036837617, 0.2195909849380104, 0.0203867004075591, 2.2812261997387324, 1.3332000665103307, 0.0220088880464098, 2.3880612571095177, 4.504586908486808, 0.0287248862920268, 2.488412229498183, 0.6612901632215555, 0.0207636892924252, 2.5588803175264236, 4.387662578816651, 0.0283859532767307, 2.7075355538123294, 0.2282674242364765, 0.0195886328768568, 2.939490135440344, 0.2348284162892263, 0.020567215230058, 2.967273710897679, 0.7108425235749753, 0.0194398379761281, 3.1330470051898374, 0.2046452465270062, 0.0192216712107123, 3.225721535386295, -0.0656414546961411, 0.0209723481214173, 3.2541469091103408, 1.3798418741383247, 0.0186134460205295, 3.381742727699792, 0.2413749066223387, 0.0198961894108857, 3.6684061013683906, 0.0598813624097531, 0.0217970074983816, 3.721072959229359, 0.0171104894203351, 0.0196152705839939, 3.8312758376476244, 0.4149186339646356, 0.0205244986824415, 3.958206245295727, 0.2635498414687691, 0.0203771620420179, 4.051898207056703, 0.8185961568100296, 0.0190334332040259, 4.174253425942893, 0.9655950251732912, 0.0220619709586107, 4.433104728426663, 0.7445192466650806, 0.0193940131426832, 4.55753693950004, 0.2132483613810718, 0.0183890503776883, 4.600101581751257, 0.5025423403637206, 0.0208740732577612, 4.705810208893997, 0.0495163691731579, 0.0213183605242378, 4.802542527664395, 0.3681667580051611, 0.0213395620486347, 4.969068346117723, 0.1619420909443037, 0.0217260499709847, 5.393600487308992, 0.2878901833727198, 0.0194109733907509, 5.421550506020274, 0.0964836692485691, 0.0192618683887706, 2.5844156321246747, 0.0021574115663413, 0.0201118758968874, 3.8620511218468616, 0.1567531582841413, 0.0193013739702195, 5.19780755121846]|394615.4375000000000000|      0.10000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       6|[0.5995996278889785, 0.0204848977886202, 1.887257424929695, 0.6514229945649012, 0.0207678762842593, 2.003189811606094, 1.2986102780827802, 0.0204524772743328, 2.117654882515743, -0.0211172383852873, 0.0194827229069408, 2.1629202314100735, 1.2319323166059322, 0.0192234197977515, 2.2187351036837617, 0.2195909849380104, 0.0203867004075591, 2.2812261997387324, 1.3332000665103307, 0.0220088880464098, 2.3880612571095177, 4.504586908486808, 0.0287248862920268, 2.488412229498183, 0.6612901632215555, 0.0207636892924252, 2.5588803175264236, 4.387662578816651, 0.0283859532767307, 2.7075355538123294, 0.2282674242364765, 0.0195886328768568, 2.939490135440344, 0.2348284162892263, 0.020567215230058, 2.967273710897679, 0.7108425235749753, 0.0194398379761281, 3.1330470051898374, 0.2046452465270062, 0.0192216712107123, 3.225721535386295, -0.0656414546961411, 0.0209723481214173, 3.2541469091103408, 1.3798418741383247, 0.0186134460205295, 3.381742727699792, 0.2413749066223387, 0.0198961894108857, 3.6684061013683906, 0.0598813624097531, 0.0217970074983816, 3.721072959229359, 0.0171104894203351, 0.0196152705839939, 3.8312758376476244, 0.4149186339646356, 0.0205244986824415, 3.958206245295727, 0.2635498414687691, 0.0203771620420179, 4.051898207056703, 0.8185961568100296, 0.0190334332040259, 4.174253425942893, 0.9655950251732912, 0.0220619709586107, 4.433104728426663, 0.7445192466650806, 0.0193940131426832, 4.55753693950004, 0.2132483613810718, 0.0183890503776883, 4.600101581751257, 0.5025423403637206, 0.0208740732577612, 4.705810208893997, 0.0495163691731579, 0.0213183605242378, 4.802542527664395, 0.3681667580051611, 0.0213395620486347, 4.969068346117723, 0.1619420909443037, 0.0217260499709847, 5.393600487308992, 0.2878901833727198, 0.0194109733907509, 5.421550506020274, 0.0964836692485691, 0.0192618683887706, 2.5844156321246747, 0.0021574115663413, 0.0201118758968874, 3.8620511218468616, 0.1567531582841413, 0.0193013739702195, 5.19780755121846]|394615.4375000000000000|      0.01000000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[0.5993395735705628, 0.0212114862244485, 1.8856742420776906, 0.6521354538364315, 0.0210260686850543, 2.003631113711535, 1.2966253582369343, 0.020556570718993, 2.117828139998532, -0.0216769723071444, 0.0201921970755153, 2.161779560780035, 1.2325663909037565, 0.0190231005160682, 2.2181291856705982, 0.2188752476678909, 0.0205254482581025, 2.2804913162237677, 1.3333226386976893, 0.0227108331938943, 2.389163545439906, 4.5031435998401586, 0.0319378617279879, 2.4897059920297964, 0.661995723540614, 0.0201745413569343, 2.5593404927760703, 4.389786342983948, 0.0328058531802978, 2.7093771602455727, 0.2287550224247414, 0.0192489412367407, 2.9402526623256446, 0.2348046329172057, 0.0199771415391116, 2.9677424361691704, 0.7102658394858603, 0.0208772233186727, 3.132849783389869, 0.2048733104816397, 0.0176341650132943, 3.225377902887272, -0.0651613470114275, 0.0210011293988413, 3.2533675850865023, 1.3793006705898838, 0.0185803807795864, 3.381669285544369, 0.2404072073060707, 0.0211097599557056, 3.669240763536568, 0.0607102078214806, 0.0212217016627585, 3.7216230330658124, 0.0173962785182644, 0.0192540084436577, 3.831145556228191, 0.4149868181901739, 0.0198200303541878, 3.958501864914528, 0.2641446636127069, 0.0194422596140024, 4.052019624455338, 0.8196911031703158, 0.0204657198472427, 4.175120155892835, 0.965991405782586, 0.0218349284381409, 4.4323164666652755, 0.7448838653907143, 0.018040316258263, 4.5576063849175315, 0.2133176649451168, 0.0188849178320931, 4.599875819244913, 0.5030153999535635, 0.0226471969246413, 4.7059011326964715, 0.0481131581058194, 0.0222000842149747, 4.8020101328283955, 0.3685952888425846, 0.0215263824517711, 4.970175290912938, 0.162181414341391, 0.0221129238380081, 5.393268300388902, 0.2893661962158691, 0.021155165857547, 5.421134351328489, 0.0969293488905756, 0.0175420854481903, 2.583220698372194, 0.0032372034942084, 0.0191452893641123, 3.8627699575914276, 0.1563037962316568, 0.0188549680679356, 5.1966542170965]|371439.3750000000000000|      0.10000000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       8|[0.5993395735705628, 0.0212114862244485, 1.8856742420776906, 0.6521354538364315, 0.0210260686850543, 2.003631113711535, 1.2966253582369343, 0.020556570718993, 2.117828139998532, -0.0216769723071444, 0.0201921970755153, 2.161779560780035, 1.2325663909037565, 0.0190231005160682, 2.2181291856705982, 0.2188752476678909, 0.0205254482581025, 2.2804913162237677, 1.3333226386976893, 0.0227108331938943, 2.389163545439906, 4.5031435998401586, 0.0319378617279879, 2.4897059920297964, 0.661995723540614, 0.0201745413569343, 2.5593404927760703, 4.389786342983948, 0.0328058531802978, 2.7093771602455727, 0.2287550224247414, 0.0192489412367407, 2.9402526623256446, 0.2348046329172057, 0.0199771415391116, 2.9677424361691704, 0.7102658394858603, 0.0208772233186727, 3.132849783389869, 0.2048733104816397, 0.0176341650132943, 3.225377902887272, -0.0651613470114275, 0.0210011293988413, 3.2533675850865023, 1.3793006705898838, 0.0185803807795864, 3.381669285544369, 0.2404072073060707, 0.0211097599557056, 3.669240763536568, 0.0607102078214806, 0.0212217016627585, 3.7216230330658124, 0.0173962785182644, 0.0192540084436577, 3.831145556228191, 0.4149868181901739, 0.0198200303541878, 3.958501864914528, 0.2641446636127069, 0.0194422596140024, 4.052019624455338, 0.8196911031703158, 0.0204657198472427, 4.175120155892835, 0.965991405782586, 0.0218349284381409, 4.4323164666652755, 0.7448838653907143, 0.018040316258263, 4.5576063849175315, 0.2133176649451168, 0.0188849178320931, 4.599875819244913, 0.5030153999535635, 0.0226471969246413, 4.7059011326964715, 0.0481131581058194, 0.0222000842149747, 4.8020101328283955, 0.3685952888425846, 0.0215263824517711, 4.970175290912938, 0.162181414341391, 0.0221129238380081, 5.393268300388902, 0.2893661962158691, 0.021155165857547, 5.421134351328489, 0.0969293488905756, 0.0175420854481903, 2.583220698372194, 0.0032372034942084, 0.0191452893641123, 3.8627699575914276, 0.1563037962316568, 0.0188549680679356, 5.1966542170965]|371439.3750000000000000|      0.01000000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.599125183682722, 0.022352983044409, 1.8855995576713234, 0.6515820272415153, 0.0218569207305016, 2.003640850042171, 1.2955463783106371, 0.0210808678163574, 2.1188233009940136, -0.0226185386774988, 0.0211300839783879, 2.1619512704167896, 1.2332612218858683, 0.0196422291403734, 2.2189399816733104, 0.21936613853714, 0.0212003443847253, 2.281305596875802, 1.3331761390785377, 0.0224727569871552, 2.3884767057856973, 4.503723426734617, 0.0352295030136739, 2.4894232344928673, 0.6605490105723366, 0.0192487950182622, 2.559654951894715, 4.390159779530135, 0.0371720916237634, 2.7107456039987303, 0.2276389713308123, 0.020107829210627, 2.9384189264198537, 0.2356498879532644, 0.0196477034112341, 2.968100539422186, 0.709906268614099, 0.0210070067135935, 3.1352278018670274, 0.204765959981032, 0.0179463169448413, 3.227388628723374, -0.066473824876842, 0.0212938443358073, 3.252794007584882, 1.3786416470592722, 0.0206225645971917, 3.3803146200458905, 0.2407121431604595, 0.0215799540886704, 3.6699063646094894, 0.0607333552398107, 0.0217629892919928, 3.7206354459612148, 0.0176032209101111, 0.0194776192273887, 3.8305021350123174, 0.4159087030351399, 0.0200653399896934, 3.9585061145666693, 0.2644455246911922, 0.016814165891609, 4.051829267672052, 0.8201622253251079, 0.0206119676754014, 4.17576149467708, 0.9674387397883476, 0.0224400090693962, 4.431031316065382, 0.745943015941253, 0.0166915803854016, 4.557746550727922, 0.2138406744262159, 0.0187715138583413, 4.600282466880087, 0.502269011113081, 0.0233431493324951, 4.705258564439204, 0.0465844338494057, 0.0222999367169744, 4.801771325730716, 0.3681709890829966, 0.021391956686194, 4.970991603237837, 0.1620700580712177, 0.0219633983350911, 5.3943895477078865, 0.2883452006585803, 0.0215161883683487, 5.420415427890141, 0.0966789595783302, 0.0178647473600298, 2.583161558927876, 0.0020820035166276, 0.0200131487625691, 3.8634534036741845, 0.1558935841338171, 0.01812456283745, 5.196640578721014]|351734.0937500000000000|      0.10000000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      10|[0.599125183682722, 0.022352983044409, 1.8855995576713234, 0.6515820272415153, 0.0218569207305016, 2.003640850042171, 1.2955463783106371, 0.0210808678163574, 2.1188233009940136, -0.0226185386774988, 0.0211300839783879, 2.1619512704167896, 1.2332612218858683, 0.0196422291403734, 2.2189399816733104, 0.21936613853714, 0.0212003443847253, 2.281305596875802, 1.3331761390785377, 0.0224727569871552, 2.3884767057856973, 4.503723426734617, 0.0352295030136739, 2.4894232344928673, 0.6605490105723366, 0.0192487950182622, 2.559654951894715, 4.390159779530135, 0.0371720916237634, 2.7107456039987303, 0.2276389713308123, 0.020107829210627, 2.9384189264198537, 0.2356498879532644, 0.0196477034112341, 2.968100539422186, 0.709906268614099, 0.0210070067135935, 3.1352278018670274, 0.204765959981032, 0.0179463169448413, 3.227388628723374, -0.066473824876842, 0.0212938443358073, 3.252794007584882, 1.3786416470592722, 0.0206225645971917, 3.3803146200458905, 0.2407121431604595, 0.0215799540886704, 3.6699063646094894, 0.0607333552398107, 0.0217629892919928, 3.7206354459612148, 0.0176032209101111, 0.0194776192273887, 3.8305021350123174, 0.4159087030351399, 0.0200653399896934, 3.9585061145666693, 0.2644455246911922, 0.016814165891609, 4.051829267672052, 0.8201622253251079, 0.0206119676754014, 4.17576149467708, 0.9674387397883476, 0.0224400090693962, 4.431031316065382, 0.745943015941253, 0.0166915803854016, 4.557746550727922, 0.2138406744262159, 0.0187715138583413, 4.600282466880087, 0.502269011113081, 0.0233431493324951, 4.705258564439204, 0.0465844338494057, 0.0222999367169744, 4.801771325730716, 0.3681709890829966, 0.021391956686194, 4.970991603237837, 0.1620700580712177, 0.0219633983350911, 5.3943895477078865, 0.2883452006585803, 0.0215161883683487, 5.420415427890141, 0.0966789595783302, 0.0178647473600298, 2.583161558927876, 0.0020820035166276, 0.0200131487625691, 3.8634534036741845, 0.1558935841338171, 0.01812456283745, 5.196640578721014]|351734.0937500000000000|      0.01000000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
