k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      2.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      4.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      2.00000000|[34, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      1.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      0.50000000|[54, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      0.25000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[9.56521663514601, -1.380643184922417, 2.0794775750505456, -0.9377042373295427, -0.388909525196076, 1.112745243749553, -0.1554966834025319]|23656.1035156250000000|      0.50000000|[76, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[9.56521663514601, -1.380643184922417, 2.0794775750505456, -0.9377042373295427, -0.388909525196076, 1.112745243749553, -0.1554966834025319]|23656.1035156250000000|      0.25000000|[87, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[9.56521663514601, -1.380643184922417, 2.0794775750505456, -0.9377042373295427, -0.388909525196076, 1.112745243749553, -0.1554966834025319]|23656.1035156250000000|      0.12500000|[99, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.56521663514601, -1.380643184922417, 2.0794775750505456, -0.9377042373295427, -0.388909525196076, 1.112745243749553, -0.1554966834025319]|23656.1035156250000000|      0.06250000|[110, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[9.557428134401901, -1.4050383465098348, 2.063983478595935, -0.941917375946625, -0.3787059941193965, 1.102945050101609, -0.1026526492703683]|16326.7402343750000000|      0.12500000|[121, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[9.557428134401901, -1.4050383465098348, 2.063983478595935, -0.941917375946625, -0.3787059941193965, 1.102945050101609, -0.1026526492703683]|16326.7402343750000000|      0.06250000|[131, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[9.557428134401901, -1.4050383465098348, 2.063983478595935, -0.941917375946625, -0.3787059941193965, 1.102945050101609, -0.1026526492703683]|16326.7402343750000000|      0.03125000|[142, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[9.557428134401901, -1.4050383465098348, 2.063983478595935, -0.941917375946625, -0.3787059941193965, 1.102945050101609, -0.1026526492703683]|16326.7402343750000000|      0.01562500|[154, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[9.557428134401901, -1.4050383465098348, 2.063983478595935, -0.941917375946625, -0.3787059941193965, 1.102945050101609, -0.1026526492703683]|16326.7402343750000000|      0.00781250|[164, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[9.558405321284248, -1.401874280122553, 2.0617096355616535, -0.9449051069950485, -0.375849092942405, 1.1001033780470575, -0.0982102329705527]|16249.5683593750000000|      0.01562500|[175, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[9.558405321284248, -1.401874280122553, 2.0617096355616535, -0.9449051069950485, -0.375849092942405, 1.1001033780470575, -0.0982102329705527]|16249.5683593750000000|      0.00781250|[186, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      18|[9.554864880447727, -1.401915609069265, 2.06394228070804, -0.9500969951689885, -0.3772789334404298, 1.0978099769865224, -0.1012523025648634]|16121.7783203125000000|      0.01562500|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      19|[9.554864880447727, -1.401915609069265, 2.06394228070804, -0.9500969951689885, -0.3772789334404298, 1.0978099769865224, -0.1012523025648634]|16121.7783203125000000|      0.00781250|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[9.55499307841647, -1.4052468958745092, 2.065934948926054, -0.9547557731335582, -0.3747121329847282, 1.09363364625316, -0.1007874283582699]|16010.5732421875000000|      0.01562500|[217, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[9.55499307841647, -1.4052468958745092, 2.065934948926054, -0.9547557731335582, -0.3747121329847282, 1.09363364625316, -0.1007874283582699]|16010.5732421875000000|      0.00781250|[228, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[9.56180124427669, -1.4038210727928504, 2.066283468009016, -0.957853936792068, -0.3753263190988242, 1.092039361353615, -0.1006778387613209]|15952.5712890625000000|      0.01562500|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      23|[9.56180124427669, -1.4038210727928504, 2.066283468009016, -0.957853936792068, -0.3753263190988242, 1.092039361353615, -0.1006778387613209]|15952.5712890625000000|      0.00781250|[250, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[9.562652952491858, -1.4068969259390078, 2.063231787531248, -0.9622639465627013, -0.3772980709083645, 1.0884518968221826, -0.0983691096929136]|15892.0625000000000000|      0.01562500|[260, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[9.562652952491858, -1.4068969259390078, 2.063231787531248, -0.9622639465627013, -0.3772980709083645, 1.0884518968221826, -0.0983691096929136]|15892.0625000000000000|      0.00781250|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      26|[9.562652952491858, -1.4068969259390078, 2.063231787531248, -0.9622639465627013, -0.3772980709083645, 1.0884518968221826, -0.0983691096929136]|15892.0625000000000000|      0.00390625|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      27|[9.561508728915802, -1.4051776450160927, 2.0647260696618748, -0.9613219059662126, -0.3783169467006671, 1.0874777002046376, -0.100795244082736]|15859.3857421875000000|      0.00781250|[292, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      28|[9.561508728915802, -1.4051776450160927, 2.0647260696618748, -0.9613219059662126, -0.3783169467006671, 1.0874777002046376, -0.100795244082736]|15859.3857421875000000|      0.00390625|[303, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[9.55994275580343, -1.4031395196200378, 2.0656354030842663, -0.9633392719440996, -0.3779456688379675, 1.0856842212753655, -0.1001616073880168]|15810.4511718750000000|      0.00781250|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[9.558148358366651, -1.4070846927359386, 2.0640751304229323, -0.9668899440014024, -0.378255790788452, 1.0808623778610034, -0.0981961988296151]|15745.8232421875000000|      0.01562500|[324, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[9.558148358366651, -1.4070846927359386, 2.0640751304229323, -0.9668899440014024, -0.378255790788452, 1.0808623778610034, -0.0981961988296151]|15745.8232421875000000|      0.00781250|[334, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      32|[9.558148358366651, -1.4070846927359386, 2.0640751304229323, -0.9668899440014024, -0.378255790788452, 1.0808623778610034, -0.0981961988296151]|15745.8232421875000000|      0.00390625|[344, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      33|[9.557603463790072, -1.4089461158034806, 2.0652542206849867, -0.9675540902063476, -0.3772935218634347, 1.0787591997127068, -0.1002737741691387]|15683.7900390625000000|      0.00781250|[355, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      34|[9.557603463790072, -1.4089461158034806, 2.0652542206849867, -0.9675540902063476, -0.3772935218634347, 1.0787591997127068, -0.1002737741691387]|15683.7900390625000000|      0.00390625|[365, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      35|[9.557242628754413, -1.4104778435964962, 2.0634460926285203, -0.9687642726722558, -0.3779669303287819, 1.0760034016102513, -0.1002487482710822]|15639.4531250000000000|      0.00781250|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      36|[9.55299073066679, -1.4087771102541162, 2.068109305983312, -0.9715373403769133, -0.3809430586188404, 1.0746861409443857, -0.1004386073054716]|15590.0283203125000000|      0.01562500|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[9.55299073066679, -1.4087771102541162, 2.068109305983312, -0.9715373403769133, -0.3809430586188404, 1.0746861409443857, -0.1004386073054716]|15590.0283203125000000|      0.00781250|[397, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      38|[9.55299073066679, -1.4087771102541162, 2.068109305983312, -0.9715373403769133, -0.3809430586188404, 1.0746861409443857, -0.1004386073054716]|15590.0283203125000000|      0.00390625|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      39|[9.553394786811682, -1.4089688708852819, 2.066401586325441, -0.9739094680690462, -0.3820949364255911, 1.0730126689575201, -0.098893250270855]|15548.6357421875000000|      0.00781250|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      40|[9.553394786811682, -1.4089688708852819, 2.066401586325441, -0.9739094680690462, -0.3820949364255911, 1.0730126689575201, -0.098893250270855]|15548.6357421875000000|      0.00390625|[430, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      41|[9.553394786811682, -1.4089688708852819, 2.066401586325441, -0.9739094680690462, -0.3820949364255911, 1.0730126689575201, -0.098893250270855]|15548.6357421875000000|      0.00195312|[441, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      42|[9.55336898084604, -1.409507711702343, 2.0652881751058665, -0.9743910405810271, -0.3817952068330601, 1.0729388440830334, -0.1002921059899088]|15537.1728515625000000|      0.00390625|[451, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[9.55336898084604, -1.409507711702343, 2.0652881751058665, -0.9743910405810271, -0.3817952068330601, 1.0729388440830334, -0.1002921059899088]|15537.1728515625000000|      0.00195312|[462, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      44|[9.552935733152754, -1.4092734269211329, 2.065445456029175, -0.9750747027317178, -0.3831928952903498, 1.072181182589413, -0.099548877118362]|15518.6171875000000000|      0.00390625|[472, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[9.55357437764766, -1.408275501529521, 2.0658242053362876, -0.9774890444486393, -0.3846518330962283, 1.0700977369892386, -0.100737710635046]|15474.1210937500000000|      0.00781250|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      46|[9.553146402553306, -1.40347586548811, 2.066731183103462, -0.9790203250456594, -0.381984332522963, 1.0660734460079293, -0.0973705781323035]|15456.0957031250000000|      0.01562500|[492, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[9.54872226089547, -1.4067410403433716, 2.0689818122235466, -0.9808292520527222, -0.3764189703654925, 1.053323565957827, -0.1008398695826016]|15272.8046875000000000|      0.03125000|[503, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      48|[9.54872226089547, -1.4067410403433716, 2.0689818122235466, -0.9808292520527222, -0.3764189703654925, 1.053323565957827, -0.1008398695826016]|15272.8046875000000000|      0.01562500|[514, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      49|[9.54872226089547, -1.4067410403433716, 2.0689818122235466, -0.9808292520527222, -0.3764189703654925, 1.053323565957827, -0.1008398695826016]|15272.8046875000000000|      0.00781250|[524, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      50|[9.54872226089547, -1.4067410403433716, 2.0689818122235466, -0.9808292520527222, -0.3764189703654925, 1.053323565957827, -0.1008398695826016]|15272.8046875000000000|      0.00390625|[536, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      51|[9.549049196818174, -1.4070999748982886, 2.0675642154773457, -0.981227347020266, -0.3738135776226279, 1.051851396541293, -0.0988651155025553]|15226.9521484375000000|      0.00781250|[546, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      52|[9.549049196818174, -1.4070999748982886, 2.0675642154773457, -0.981227347020266, -0.3738135776226279, 1.051851396541293, -0.0988651155025553]|15226.9521484375000000|      0.00390625|[557, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      53|[9.549641805718066, -1.406948259716475, 2.067354395258883, -0.9834354409458214, -0.3743994843512982, 1.0489095740921017, -0.09984861788306]|15178.0390625000000000|      0.00781250|[568, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      54|[9.549641805718066, -1.406948259716475, 2.067354395258883, -0.9834354409458214, -0.3743994843512982, 1.0489095740921017, -0.09984861788306]|15178.0390625000000000|      0.00390625|[578, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      55|[9.550192801798936, -1.4068018802975262, 2.0700337321772917, -0.9847748186243401, -0.3737729907359935, 1.0480132711651682, -0.0976656993385045]|15159.4521484375000000|      0.00781250|[588, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      56|[9.551108221239906, -1.4080175641815158, 2.0719309801108556, -0.9869007200548326, -0.3747562535029924, 1.041099750187944, -0.0990209452963411]|15046.3867187500000000|      0.01562500|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[9.551108221239906, -1.4080175641815158, 2.0719309801108556, -0.9869007200548326, -0.3747562535029924, 1.041099750187944, -0.0990209452963411]|15046.3867187500000000|      0.00781250|[610, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      58|[9.551108221239906, -1.4080175641815158, 2.0719309801108556, -0.9869007200548326, -0.3747562535029924, 1.041099750187944, -0.0990209452963411]|15046.3867187500000000|      0.00390625|[620, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      59|[9.551108221239906, -1.4080175641815158, 2.0719309801108556, -0.9869007200548326, -0.3747562535029924, 1.041099750187944, -0.0990209452963411]|15046.3867187500000000|      0.00195312|[631, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      60|[9.552383619423322, -1.4075936831434641, 2.0721788413754827, -0.9881102169921538, -0.3753414989092876, 1.040738744892511, -0.0989149898900059]|15028.5507812500000000|      0.00390625|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[9.552383619423322, -1.4075936831434641, 2.0721788413754827, -0.9881102169921538, -0.3753414989092876, 1.040738744892511, -0.0989149898900059]|15028.5507812500000000|      0.00195312|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      62|[9.552209508434748, -1.4071120112599902, 2.0719811136799904, -0.989554989601655, -0.3751640252951663, 1.0395604979517916, -0.0989933987810842]|15001.2792968750000000|      0.00390625|[665, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[9.551397252526938, -1.4043939686863867, 2.0711357233425174, -0.9894729331840394, -0.3763498753191155, 1.0373105594602874, -0.0988471373795187]|14976.9648437500000000|      0.00781250|[675, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      64|[9.551397252526938, -1.4043939686863867, 2.0711357233425174, -0.9894729331840394, -0.3763498753191155, 1.0373105594602874, -0.0988471373795187]|14976.9648437500000000|      0.00390625|[686, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      65|[9.551397252526938, -1.4043939686863867, 2.0711357233425174, -0.9894729331840394, -0.3763498753191155, 1.0373105594602874, -0.0988471373795187]|14976.9648437500000000|      0.00195312|[697, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      66|[9.55082994223101, -1.404666296877273, 2.071729109164204, -0.990068892357421, -0.376642200432915, 1.0358708256975893, -0.0981034087321743]|14954.8554687500000000|      0.00390625|[708, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[9.549486967971722, -1.403451246222575, 2.0735809125421154, -0.9921062919788922, -0.3769397548858394, 1.034136552099163, -0.0992446556700625]|14917.9628906250000000|      0.00781250|[719, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      68|[9.549486967971722, -1.403451246222575, 2.0735809125421154, -0.9921062919788922, -0.3769397548858394, 1.034136552099163, -0.0992446556700625]|14917.9628906250000000|      0.00390625|[730, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      69|[9.551834108945101, -1.4041457080694064, 2.073129255801631, -0.9933732193289622, -0.3745569169209219, 1.0334339969824455, -0.0981102651393279]|14895.3564453125000000|      0.00781250|[742, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      70|[9.551834108945101, -1.4041457080694064, 2.073129255801631, -0.9933732193289622, -0.3745569169209219, 1.0334339969824455, -0.0981102651393279]|14895.3564453125000000|      0.00390625|[753, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      71|[9.552308587434686, -1.4037186461507685, 2.0732057940086777, -0.9956986391596064, -0.374747936781429, 1.0304995765026603, -0.0989993825207181]|14841.2666015625000000|      0.00781250|[764, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      72|[9.552308587434686, -1.4037186461507685, 2.0732057940086777, -0.9956986391596064, -0.374747936781429, 1.0304995765026603, -0.0989993825207181]|14841.2666015625000000|      0.00390625|[775, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      73|[9.553683755427095, -1.4042265933283469, 2.0724882265743836, -0.9985044996483049, -0.3753015645347287, 1.0285150268878442, -0.0983087344538596]|14789.5664062500000000|      0.00781250|[786, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      74|[9.553683755427095, -1.4042265933283469, 2.0724882265743836, -0.9985044996483049, -0.3753015645347287, 1.0285150268878442, -0.0983087344538596]|14789.5664062500000000|      0.00390625|[796, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      75|[9.55258368102687, -1.4063332669628719, 2.0728334658963257, -0.9991856429031233, -0.3771269892719789, 1.0265339925740804, -0.0969780455993949]|14777.9189453125000000|      0.00781250|[806, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      76|[9.55258368102687, -1.4063332669628719, 2.0728334658963257, -0.9991856429031233, -0.3771269892719789, 1.0265339925740804, -0.0969780455993949]|14777.9189453125000000|      0.00390625|[817, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      77|[9.55258368102687, -1.4063332669628719, 2.0728334658963257, -0.9991856429031233, -0.3771269892719789, 1.0265339925740804, -0.0969780455993949]|14777.9189453125000000|      0.00195312|[827, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      78|[9.552108200551055, -1.4071721182653567, 2.0727439485062873, -0.9997418890895176, -0.3771139970802867, 1.0265865696352674, -0.0985794786287962]|14755.4560546875000000|      0.00390625|[839, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[9.55078365464114, -1.4052911450618728, 2.0720474117231156, -1.0016913749099465, -0.3764324693422303, 1.0243146340354634, -0.0988128819729037]|14713.9521484375000000|      0.00781250|[851, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      80|[9.55078365464114, -1.4052911450618728, 2.0720474117231156, -1.0016913749099465, -0.3764324693422303, 1.0243146340354634, -0.0988128819729037]|14713.9521484375000000|      0.00390625|[862, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
