k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9298949486707209, 2.0024846651103916, -8.006959772854904]                    | 40.8731384277343750|     10.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[1.9298949486707209, 2.0024846651103916, -8.006959772854904]                    | 40.8731384277343750|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|     10.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[2.550860204029476, 1.27536088866783, -8.299693722661111]                       | 15.9274511337280273|      0.10000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[2.5276213480617686, 1.1824003983051057, -8.271087730197399]                    | 14.0471887588500977|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[2.5276213480617686, 1.1824003983051057, -8.271087730197399]                    | 14.0471887588500977|      0.10000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[2.4829695048828544, 1.0939075715227549, -8.257850188552723]                    | 12.4111986160278320|      1.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[2.4829695048828544, 1.0939075715227549, -8.257850188552723]                    | 12.4111986160278320|      0.10000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[2.5358147944825644, 1.0146701407087533, -8.227373887512094]                    | 11.6086807250976562|      1.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[2.5358147944825644, 1.0146701407087533, -8.227373887512094]                    | 11.6086807250976562|      0.10000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[2.4502073702164697, 0.9728668693269261, -8.257768877433168]                    | 10.6868515014648438|      1.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[2.4502073702164697, 0.9728668693269261, -8.257768877433168]                    | 10.6868515014648438|      0.10000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[2.4090035282501163, 0.9419244207355613, -8.172067020496563]                    | 10.1485080718994141|      1.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[2.4090035282501163, 0.9419244207355613, -8.172067020496563]                    | 10.1485080718994141|      0.10000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
