k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5083745345046766, 0.0088715100722794]                                        |  0.2004216611385345|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.5083745345046766, 0.0088715100722794]                                        |  0.2004216611385345|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.5083745345046766, 0.0088715100722794]                                        |  0.2004216611385345|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.2646838025102156, -0.0469391263692073]                                       |  0.0150474440306425|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.2646838025102156, -0.0469391263692073]                                       |  0.0150474440306425|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.2646838025102156, -0.0469391263692073]                                       |  0.0150474440306425|      0.12500000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2646838025102156, -0.0469391263692073]                                       |  0.0150474440306425|      0.06250000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.2021884967441298, -0.0461731255836733]                                       |  0.0052015152759850|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.2021884967441298, -0.0461731255836733]                                       |  0.0052015152759850|      0.06250000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.2021884967441298, -0.0461731255836733]                                       |  0.0052015152759850|      0.03125000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.1709610095513882, -0.0449871476634921]                                       |  0.0026933620683849|      0.06250000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.1709610095513882, -0.0449871476634921]                                       |  0.0026933620683849|      0.03125000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.1709610095513882, -0.0449871476634921]                                       |  0.0026933620683849|      0.01562500|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.1555152923683144, -0.0426269684964588]                                       |  0.0018525399500504|      0.03125000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.1555152923683144, -0.0426269684964588]                                       |  0.0018525399500504|      0.01562500|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.1400482233846141, -0.0404110257956072]                                       |  0.0012261291267350|      0.03125000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
