k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9515013654027005, 2.0080419330366532, -7.883093730584976]                    | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.9515013654027005, 2.0080419330366532, -7.883093730584976]                    | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762921558318, 1.2809351601106809, -8.145825569440172]                     | 16.2220973968505859|      2.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762921558318, 1.2809351601106809, -8.145825569440172]                     | 16.2220973968505859|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.585762921558318, 1.2809351601106809, -8.145825569440172]                     | 16.2220973968505859|      0.50000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.538174946648548, 0.803980902423891, -8.00352300193547]                       |  9.5452260971069336|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[2.538174946648548, 0.803980902423891, -8.00352300193547]                       |  9.5452260971069336|      0.50000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.538174946648548, 0.803980902423891, -8.00352300193547]                       |  9.5452260971069336|      0.25000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.3024955166333547, 0.8075071354616615, -8.08684629968752]                     |  8.4312295913696289|      0.50000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[2.339383439813526, 0.5955736483411233, -7.635488926688716]                     |  7.3747844696044922|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[2.339383439813526, 0.5955736483411233, -7.635488926688716]                     |  7.3747844696044922|      0.50000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.8773098957596361, 0.4103436781645379, -7.6821568817956125]                   |  4.8582940101623535|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.8773098957596361, 0.4103436781645379, -7.6821568817956125]                   |  4.8582940101623535|      0.50000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.4334844476194657, 0.4183391560720989, -7.452037252219588]                    |  3.4057779312133789|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.4334844476194657, 0.4183391560720989, -7.452037252219588]                    |  3.4057779312133789|      0.50000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
