k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|     10.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      1.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[23.387597408152512, 38.03692373151119, 42.09490509203315, 39.344367131389]     |729.9310302734375000|     10.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[23.387597408152512, 38.03692373151119, 42.09490509203315, 39.344367131389]     |729.9310302734375000|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[22.570210234903747, 37.55781194556132, 42.369593270651734, 39.50830770019223]  |655.6052246093750000|     10.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[22.570210234903747, 37.55781194556132, 42.369593270651734, 39.50830770019223]  |655.6052246093750000|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[21.752709627062522, 37.07940340929613, 42.650281632565544, 39.663330511719984] |587.0968017578125000|     10.00000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[21.752709627062522, 37.07940340929613, 42.650281632565544, 39.663330511719984] |587.0968017578125000|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[20.917239463791653, 36.622008473059935, 42.91352929540699, 39.81656284054833]  |524.0092163085937500|     10.00000000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[20.917239463791653, 36.622008473059935, 42.91352929540699, 39.81656284054833]  |524.0092163085937500|      1.00000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[20.0775907915332, 36.16557860900096, 43.16801762239869, 39.96454114231817]     |466.0178527832031250|     10.00000000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[20.0775907915332, 36.16557860900096, 43.16801762239869, 39.96454114231817]     |466.0178527832031250|      1.00000000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[19.22547889424638, 35.7286795638453, 43.41125236264621, 40.11901249882496]     |412.7988586425781250|     10.00000000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      14|[19.22547889424638, 35.7286795638453, 43.41125236264621, 40.11901249882496]     |412.7988586425781250|      1.00000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[18.369695256599947, 35.29171118259729, 43.643031857458006, 40.27057524197421]  |364.0547485351562500|     10.00000000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[18.369695256599947, 35.29171118259729, 43.643031857458006, 40.27057524197421]  |364.0547485351562500|      1.00000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[17.5021915286545, 34.868050176611, 43.86548762408123, 40.40645042699158]       |319.4906311035156250|     10.00000000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[17.5021915286545, 34.868050176611, 43.86548762408123, 40.40645042699158]       |319.4906311035156250|      1.00000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[16.626533603222928, 34.45642269637625, 44.082716375985015, 40.53528242802702]  |278.8449707031250000|     10.00000000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[16.626533603222928, 34.45642269637625, 44.082716375985015, 40.53528242802702]  |278.8449707031250000|      1.00000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[16.626533603222928, 34.45642269637625, 44.082716375985015, 40.53528242802702]  |278.8449707031250000|      0.10000000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[16.53799929073606, 34.41667928337235, 44.103525444724966, 40.5474938691154]    |274.9860229492187500|      1.00000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[16.53799929073606, 34.41667928337235, 44.103525444724966, 40.5474938691154]    |274.9860229492187500|      0.10000000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[16.449487595203514, 34.376933277329066, 44.124359471759014, 40.55981775142194] |271.1634216308593750|      1.00000000|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[16.449487595203514, 34.376933277329066, 44.124359471759014, 40.55981775142194] |271.1634216308593750|      0.10000000|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[16.360878689379184, 34.33722549675918, 44.14499984557115, 40.57188957563058]   |267.3769531250000000|      1.00000000|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[16.360878689379184, 34.33722549675918, 44.14499984557115, 40.57188957563058]   |267.3769531250000000|      0.10000000|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[16.272157512223522, 34.2976693077433, 44.16547384964772, 40.5839177006601]     |263.6264038085937500|      1.00000000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[16.272157512223522, 34.2976693077433, 44.16547384964772, 40.5839177006601]     |263.6264038085937500|      0.10000000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[16.183353790556556, 34.258247019031636, 44.18585729539023, 40.59593008220968]  |259.9114685058593750|      1.00000000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[16.183353790556556, 34.258247019031636, 44.18585729539023, 40.59593008220968]  |259.9114685058593750|      0.10000000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[16.09444778312462, 34.21899228587034, 44.206177778478164, 40.60784082248982]   |256.2319641113281250|      1.00000000|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[16.09444778312462, 34.21899228587034, 44.206177778478164, 40.60784082248982]   |256.2319641113281250|      0.10000000|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[16.00546042568765, 34.17986654546053, 44.22640509269455, 40.61972705037593]    |252.5876617431640625|      1.00000000|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[16.00546042568765, 34.17986654546053, 44.22640509269455, 40.61972705037593]    |252.5876617431640625|      0.10000000|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[15.916371266260796, 34.14089688529523, 44.24651489009074, 40.63156272981994]   |248.9782867431640625|      1.00000000|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      37|[15.916371266260796, 34.14089688529523, 44.24651489009074, 40.63156272981994]   |248.9782867431640625|      0.10000000|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[15.82719363082607, 34.102148802425084, 44.26669702254823, 40.64333629944125]   |245.4036560058593750|      1.00000000|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[15.82719363082607, 34.102148802425084, 44.26669702254823, 40.64333629944125]   |245.4036560058593750|      0.10000000|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[15.737932083992687, 34.06344188880372, 44.28663376882794, 40.65502720370906]   |241.8635101318359375|      1.00000000|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[15.737932083992687, 34.06344188880372, 44.28663376882794, 40.65502720370906]   |241.8635101318359375|      0.10000000|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[15.648488000698746, 34.02504418758404, 44.30639833245353, 40.666634724091985]  |238.3576354980468750|      1.00000000|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[15.648488000698746, 34.02504418758404, 44.30639833245353, 40.666634724091985]  |238.3576354980468750|      0.10000000|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[15.559069993601558, 33.98653664964962, 44.32606400988408, 40.678247245790324]  |234.8857879638671875|      1.00000000|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[15.559069993601558, 33.98653664964962, 44.32606400988408, 40.678247245790324]  |234.8857879638671875|      0.10000000|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[15.469539158816403, 33.94824292017291, 44.34569103478537, 40.68976244439746]   |231.4477539062500000|      1.00000000|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[15.469539158816403, 33.94824292017291, 44.34569103478537, 40.68976244439746]   |231.4477539062500000|      0.10000000|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[15.379977776827406, 33.909933056783935, 44.3652525295958, 40.701096514457284]  |228.0433349609375000|      1.00000000|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[15.379977776827406, 33.909933056783935, 44.3652525295958, 40.701096514457284]  |228.0433349609375000|      0.10000000|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[15.290248561573287, 33.87187021542983, 44.38453293109308, 40.71241703370491]   |224.6722717285156250|      1.00000000|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[15.290248561573287, 33.87187021542983, 44.38453293109308, 40.71241703370491]   |224.6722717285156250|      0.10000000|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[15.200418657049676, 33.83398317304178, 44.403666054204585, 40.72377854207154]  |221.3343658447265625|      1.00000000|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
