k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|      5.00000000|[59, 4, 0, 2]                                                              |  | trying linear partial model with 31 points | iterate success | actual_k=2
       2|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|      1.00000000|[118, 8, 0, 4]                                                             |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.8916181579204677, 0.03982509545212, 0.0567262287363072, 1.3798519061237018, 0.0573289799727613, -0.0260933877622724, 0.0778456003381982, -0.0346693799128953, -0.1226610013318297, -0.0627379352407971, -0.264492341086305, 0.2798677369444459, 0.2073320302522671, -0.2423894544614878, -0.1686435990225165, -0.070038140140018, 0.1516410132459448, 0.1603898277142284, 0.1228407717711671, 0.1583164967650147, -0.2825645235593782, -0.0451391087586897]| 12.4712982177734375|      5.00000000|[176, 12, 0, 6]                                                            |  | trying linear partial model with 31 points | iterate success | actual_k=2
       4|[0.8916181579204677, 0.03982509545212, 0.0567262287363072, 1.3798519061237018, 0.0573289799727613, -0.0260933877622724, 0.0778456003381982, -0.0346693799128953, -0.1226610013318297, -0.0627379352407971, -0.264492341086305, 0.2798677369444459, 0.2073320302522671, -0.2423894544614878, -0.1686435990225165, -0.070038140140018, 0.1516410132459448, 0.1603898277142284, 0.1228407717711671, 0.1583164967650147, -0.2825645235593782, -0.0451391087586897]| 12.4712982177734375|      1.00000000|[234, 16, 0, 8]                                                            |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       5|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      5.00000000|[292, 20, 0, 10]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
       6|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      1.00000000|[350, 24, 0, 12]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       7|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      0.20000000|[408, 28, 0, 14]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       8|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      0.04000000|[467, 32, 0, 16]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
       9|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      0.00800000|[526, 36, 0, 18]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      10|[1.3387262199066452, 0.1241397552119653, 0.0916823118375447, 2.1023927158296427, 0.0371806975495049, 0.1979459774149018, 0.2292133014913534, -0.1368017838068744, -0.2458488456626788, -0.1074618253969385, -0.3572356603744791, -0.0034670588332485, 0.2157974415453412, -0.3178492317624819, -0.1928139684660971, -0.1631942045625041, 0.0727348181279743, 0.3045536454855249, 0.1469886465816249, 0.1917996749705512, -0.4338055773413065, -0.0422009541110368]| 12.1443099975585938|      0.04000000|[585, 40, 0, 20]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      11|[1.3387262199066452, 0.1241397552119653, 0.0916823118375447, 2.1023927158296427, 0.0371806975495049, 0.1979459774149018, 0.2292133014913534, -0.1368017838068744, -0.2458488456626788, -0.1074618253969385, -0.3572356603744791, -0.0034670588332485, 0.2157974415453412, -0.3178492317624819, -0.1928139684660971, -0.1631942045625041, 0.0727348181279743, 0.3045536454855249, 0.1469886465816249, 0.1917996749705512, -0.4338055773413065, -0.0422009541110368]| 12.1443099975585938|      0.00800000|[643, 44, 0, 22]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      12|[1.3332658238220672, 0.1236204503524122, 0.0906112518705906, 2.097126640903002, 0.0374086684918268, 0.1985549068579431, 0.2292229653134129, -0.136271115923584, -0.2461113513771627, -0.1066902300126881, -0.3571918494421311, -0.0041288613382066, 0.2161021223465611, -0.3167377867739844, -0.1934977049243693, -0.1637659186656604, 0.0734537430092626, 0.3044738524191271, 0.1462953868575226, 0.1918615201107214, -0.4337393518594235, -0.0418967967263741]| 12.1442499160766602|      0.04000000|[701, 48, 0, 24]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      13|[1.3332658238220672, 0.1236204503524122, 0.0906112518705906, 2.097126640903002, 0.0374086684918268, 0.1985549068579431, 0.2292229653134129, -0.136271115923584, -0.2461113513771627, -0.1066902300126881, -0.3571918494421311, -0.0041288613382066, 0.2161021223465611, -0.3167377867739844, -0.1934977049243693, -0.1637659186656604, 0.0734537430092626, 0.3044738524191271, 0.1462953868575226, 0.1918615201107214, -0.4337393518594235, -0.0418967967263741]| 12.1442499160766602|      0.00800000|[759, 52, 0, 26]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      14|[1.3332658238220672, 0.1236204503524122, 0.0906112518705906, 2.097126640903002, 0.0374086684918268, 0.1985549068579431, 0.2292229653134129, -0.136271115923584, -0.2461113513771627, -0.1066902300126881, -0.3571918494421311, -0.0041288613382066, 0.2161021223465611, -0.3167377867739844, -0.1934977049243693, -0.1637659186656604, 0.0734537430092626, 0.3044738524191271, 0.1462953868575226, 0.1918615201107214, -0.4337393518594235, -0.0418967967263741]| 12.1442499160766602|      0.00160000|[817, 56, 0, 28]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      15|[1.3320564283383791, 0.1232825635958917, 0.0904148725024988, 2.096434094627676, 0.0373073457294, 0.1981976743825416, 0.2292442431465449, -0.1362138479237296, -0.2461641847327706, -0.1070698040000963, -0.3570741012986079, -0.0044035653914611, 0.2161788707976658, -0.3168154694093723, -0.1935615105457228, -0.1637718894054946, 0.0735989533296992, 0.3044550792280836, 0.1463383900617247, 0.1917006998704491, -0.4338436396932195, -0.0417912367819188]| 12.1442441940307617|      0.00800000|[876, 60, 0, 30]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      16|[1.3320564283383791, 0.1232825635958917, 0.0904148725024988, 2.096434094627676, 0.0373073457294, 0.1981976743825416, 0.2292442431465449, -0.1362138479237296, -0.2461641847327706, -0.1070698040000963, -0.3570741012986079, -0.0044035653914611, 0.2161788707976658, -0.3168154694093723, -0.1935615105457228, -0.1637718894054946, 0.0735989533296992, 0.3044550792280836, 0.1463383900617247, 0.1917006998704491, -0.4338436396932195, -0.0417912367819188]| 12.1442441940307617|      0.00160000|[934, 64, 0, 32]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
