k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|     10.00000000|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|      1.00000000|[166, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       3|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|      0.10000000|[247, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[0.665614234852435, 0.0581571532492072, 0.1483062692443817, 0.8604058584064334, -0.0059233028591374, -0.0028998362722999, -0.00628668898309, 0.0186553214798734, -0.0106530528173462, -0.007403478896009, 0.0024669135608767, -0.0100684520451979, -0.0139184181814876, -0.0081322030272511, 0.0026586670621615, 0.0059143561335661, 0.00784189600003, 0.0015047727870647, 0.0027215286637522, 0.0054033187431895, -0.0024736275431612, 0.0059872490288905]| 13.0189304351806641|      1.00000000|[332, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[0.665614234852435, 0.0581571532492072, 0.1483062692443817, 0.8604058584064334, -0.0059233028591374, -0.0028998362722999, -0.00628668898309, 0.0186553214798734, -0.0106530528173462, -0.007403478896009, 0.0024669135608767, -0.0100684520451979, -0.0139184181814876, -0.0081322030272511, 0.0026586670621615, 0.0059143561335661, 0.00784189600003, 0.0015047727870647, 0.0027215286637522, 0.0054033187431895, -0.0024736275431612, 0.0059872490288905]| 13.0189304351806641|      0.10000000|[418, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[0.7264924328052998, 0.0633328422869583, 0.1617872754662469, 0.9384136256252776, -0.0060695282029775, -0.002904731939534, -0.0061302224889298, 0.0186778410099338, -0.0106686639043182, -0.0073733018612185, 0.0025511115297159, -0.0099616639276766, -0.0138842404504578, -0.0082558733245138, 0.0026455745444705, 0.0058974525816651, 0.0078414075066705, 0.0014044131611125, 0.0027968447829197, 0.0053322098806127, -0.0024094759766879, 0.0059974172699486]| 12.8952598571777344|      1.00000000|[503, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[0.7264924328052998, 0.0633328422869583, 0.1617872754662469, 0.9384136256252776, -0.0060695282029775, -0.002904731939534, -0.0061302224889298, 0.0186778410099338, -0.0106686639043182, -0.0073733018612185, 0.0025511115297159, -0.0099616639276766, -0.0138842404504578, -0.0082558733245138, 0.0026455745444705, 0.0058974525816651, 0.0078414075066705, 0.0014044131611125, 0.0027968447829197, 0.0053322098806127, -0.0024094759766879, 0.0059974172699486]| 12.8952598571777344|      0.10000000|[586, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       8|[0.7874236090707356, 0.0682671617163631, 0.1759024131468973, 1.0162666746279074, -0.0059945136828009, -0.0031746641713532, -0.0070767645640049, 0.0188231379372601, -0.0104961098439718, -0.0076041088405416, 0.0029908172852383, -0.0104448649449868, -0.0139744405656267, -0.0081490682392472, 0.0019872588450516, 0.0055157397605623, 0.0073662009244457, 0.0015883190640597, 0.0029097316622361, 0.005827373749556, -0.0025066072206058, 0.0057166155260154]| 12.7810325622558594|      1.00000000|[670, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[0.7874236090707356, 0.0682671617163631, 0.1759024131468973, 1.0162666746279074, -0.0059945136828009, -0.0031746641713532, -0.0070767645640049, 0.0188231379372601, -0.0104961098439718, -0.0076041088405416, 0.0029908172852383, -0.0104448649449868, -0.0139744405656267, -0.0081490682392472, 0.0019872588450516, 0.0055157397605623, 0.0073662009244457, 0.0015883190640597, 0.0029097316622361, 0.005827373749556, -0.0025066072206058, 0.0057166155260154]| 12.7810325622558594|      0.10000000|[752, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[0.8482040763766959, 0.0733915077940277, 0.1896875083233603, 1.0942974242541932, -0.0059019603172474, -0.0032917715934596, -0.007102933577653, 0.0189981261560282, -0.0106721768819984, -0.0075489877341296, 0.0033166102471739, -0.0104172169290044, -0.014017126624857, -0.0081106792717373, 0.0023329918273371, 0.0055927872785923, 0.0072618463977269, 0.001655290892297, 0.0030843358755416, 0.0055852577372924, -0.0029762016431143, 0.0057456236521899]| 12.6762151718139648|      1.00000000|[835, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      11|[0.8482040763766959, 0.0733915077940277, 0.1896875083233603, 1.0942974242541932, -0.0059019603172474, -0.0032917715934596, -0.007102933577653, 0.0189981261560282, -0.0106721768819984, -0.0075489877341296, 0.0033166102471739, -0.0104172169290044, -0.014017126624857, -0.0081106792717373, 0.0023329918273371, 0.0055927872785923, 0.0072618463977269, 0.001655290892297, 0.0030843358755416, 0.0055852577372924, -0.0029762016431143, 0.0057456236521899]| 12.6762151718139648|      0.10000000|[919, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
