k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      5.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.152901007866481, 0.3994107541873988, -8.334360194403873]                     |  5.9469161033630371|      5.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[2.152901007866481, 0.3994107541873988, -8.334360194403873]                     |  5.9469161033630371|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.152901007866481, 0.3994107541873988, -8.334360194403873]                     |  5.9469161033630371|      0.20000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.0269612436885645, 0.248798815919984, -8.372507538349986]                     |  5.2046437263488770|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[2.0269612436885645, 0.248798815919984, -8.372507538349986]                     |  5.2046437263488770|      0.20000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.9009781889040782, 0.3823615785404182, -8.293202693930702]                    |  4.8925952911376953|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[1.9009781889040782, 0.3823615785404182, -8.293202693930702]                    |  4.8925952911376953|      0.20000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.7136497453487063, 0.3124162074582034, -8.297164928059711]                    |  4.1042137145996094|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.7136497453487063, 0.3124162074582034, -8.297164928059711]                    |  4.1042137145996094|      0.20000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.5244104293874432, 0.3341198003811846, -8.23619415351365]                     |  3.5219957828521729|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.5244104293874432, 0.3341198003811846, -8.23619415351365]                     |  3.5219957828521729|      0.20000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.370411503906326, 0.2226665484152444, -8.29834319676355]                      |  2.9516482353210449|      1.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.370411503906326, 0.2226665484152444, -8.29834319676355]                      |  2.9516482353210449|      0.20000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.1834287947832112, 0.2584806806684338, -8.359619737298503]                    |  2.5058510303497314|      1.00000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.1834287947832112, 0.2584806806684338, -8.359619737298503]                    |  2.5058510303497314|      0.20000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.0087475274322086, 0.1641708348056503, -8.33528647179661]                     |  2.0536198616027832|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.0087475274322086, 0.1641708348056503, -8.33528647179661]                     |  2.0536198616027832|      0.20000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.0087475274322086, 0.1641708348056503, -8.33528647179661]                     |  2.0536198616027832|      0.04000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.982629685128561, 0.1574103778860298, -8.36481873441971]                      |  1.9982879161834717|      0.20000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.7923474869086733, 0.096818615715636, -8.375833424505856]                     |  1.6386307477951050|      1.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.7923474869086733, 0.096818615715636, -8.375833424505856]                     |  1.6386307477951050|      0.20000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.7923474869086733, 0.096818615715636, -8.375833424505856]                     |  1.6386307477951050|      0.04000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.7565153207650673, 0.0790805645311682, -8.374642874366543]                    |  1.5791361331939697|      0.20000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.7565153207650673, 0.0790805645311682, -8.374642874366543]                    |  1.5791361331939697|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.728035172658347, 0.0513984298221159, -8.369890971403608]                     |  1.5324921607971191|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.728035172658347, 0.0513984298221159, -8.369890971403608]                     |  1.5324921607971191|      0.04000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.6900704973852518, 0.0600890306351656, -8.379010011315609]                    |  1.4797956943511963|      0.20000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.6900704973852518, 0.0600890306351656, -8.379010011315609]                    |  1.4797956943511963|      0.04000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.6900704973852518, 0.0600890306351656, -8.379010011315609]                    |  1.4797956943511963|      0.00800000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.6862777616654552, 0.0541079170708629, -8.382730419396813]                    |  1.4737727642059326|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.6464872560345883, 0.0522947651463837, -8.386394862292905]                    |  1.4205181598663330|      0.20000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.6464872560345883, 0.0522947651463837, -8.386394862292905]                    |  1.4205181598663330|      0.04000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.6194660741504835, 0.0509846917865998, -8.41585906832969]                     |  1.3861668109893799|      0.20000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.6194660741504835, 0.0509846917865998, -8.41585906832969]                     |  1.3861668109893799|      0.04000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.593497409808113, 0.0548308299689817, -8.446039122891525]                     |  1.3551548719406128|      0.20000000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.593497409808113, 0.0548308299689817, -8.446039122891525]                     |  1.3551548719406128|      0.04000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.5562504340404492, 0.0551297202509215, -8.460619022094278]                    |  1.3123749494552612|      0.20000000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.5562504340404492, 0.0551297202509215, -8.460619022094278]                    |  1.3123749494552612|      0.04000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.5164486188420342, 0.0518089635792647, -8.462807190743828]                    |  1.2692663669586182|      0.20000000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.5164486188420342, 0.0518089635792647, -8.462807190743828]                    |  1.2692663669586182|      0.04000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.5012699717062854, 0.0186305477088877, -8.44641202708314]                     |  1.2512024641036987|      0.20000000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.5012699717062854, 0.0186305477088877, -8.44641202708314]                     |  1.2512024641036987|      0.04000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.4624885519619385, 0.0265095163387885, -8.452236401379304]                    |  1.2142093181610107|      0.20000000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.4624885519619385, 0.0265095163387885, -8.452236401379304]                    |  1.2142093181610107|      0.04000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.4624885519619385, 0.0265095163387885, -8.452236401379304]                    |  1.2142093181610107|      0.00800000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.454785051114278, 0.0268785100448141, -8.450110391422834]                     |  1.2071635723114014|      0.04000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.415001299126519, 0.0227261585010291, -8.45000525135766]                      |  1.1723386049270630|      0.20000000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.415001299126519, 0.0227261585010291, -8.45000525135766]                      |  1.1723386049270630|      0.04000000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.3755664810312828, 0.0195710339973869, -8.455916284360626]                    |  1.1410231590270996|      0.20000000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.3755664810312828, 0.0195710339973869, -8.455916284360626]                    |  1.1410231590270996|      0.04000000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.3455014418405935, -0.0027460870931159, -8.441843632702387]                   |  1.1189475059509277|      0.20000000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.3455014418405935, -0.0027460870931159, -8.441843632702387]                   |  1.1189475059509277|      0.04000000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.3455014418405935, -0.0027460870931159, -8.441843632702387]                   |  1.1189475059509277|      0.00800000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.3375060880764301, -0.0024901562185007, -8.441749730767922]                   |  1.1134852170944214|      0.04000000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.3068403575484727, 0.0195441100239915, -8.454944581367368]                    |  1.0941224098205566|      0.20000000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.3068403575484727, 0.0195441100239915, -8.454944581367368]                    |  1.0941224098205566|      0.04000000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.3068403575484727, 0.0195441100239915, -8.454944581367368]                    |  1.0941224098205566|      0.00800000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.3062109199097841, 0.0132702467195587, -8.450020919366754]                    |  1.0935181379318237|      0.04000000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.2681454034814493, 0.023229922282534, -8.442822216586082]                     |  1.0720361471176147|      0.20000000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.2681454034814493, 0.023229922282534, -8.442822216586082]                     |  1.0720361471176147|      0.04000000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.2290967823749785, 0.0154731262473818, -8.438944420181894]                    |  1.0522997379302979|      0.20000000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
