k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.20000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.04000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00800000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00160000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00032000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00006400|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00001280|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[94.90000000644544, 0.0090127935027987, 90.09999998403167, 112.99999970883943, 20.000000052377846, 73.79999999511396, 140.00000027451733, 20.000000055570197]|18902.3867187500000000|      0.00006400|[233, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[94.90000000644544, 0.0090127935027987, 90.09999998403167, 112.99999970883943, 20.000000052377846, 73.79999999511396, 140.00000027451733, 20.000000055570197]|18902.3867187500000000|      0.00001280|[262, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[94.89999998762102, 0.0090255897379929, 90.10000006230719, 112.99999953628779, 20.000000022211537, 73.79999996619495, 140.00000051502928, 20.00000003283131]|18900.4921875000000000|      0.00006400|[291, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[94.89999998762102, 0.0090255897379929, 90.10000006230719, 112.99999953628779, 20.000000022211537, 73.79999996619495, 140.00000051502928, 20.00000003283131]|18900.4921875000000000|      0.00001280|[320, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[94.89999999778526, 0.0090383721846718, 90.10000007087935, 112.99999901200506, 20.00000011696867, 73.79999998661867, 140.00000091965535, 20.0000000626547]|18899.4472656250000000|      0.00006400|[349, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[94.89999999778526, 0.0090383721846718, 90.10000007087935, 112.99999901200506, 20.00000011696867, 73.79999998661867, 140.00000091965535, 20.0000000626547]|18899.4472656250000000|      0.00001280|[378, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[94.89999999778526, 0.0090383721846718, 90.10000007087935, 112.99999901200506, 20.00000011696867, 73.79999998661867, 140.00000091965535, 20.0000000626547]|18899.4472656250000000|      0.00000256|[407, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[94.90000004248971, 0.009040916627724, 90.10000008595581, 112.9999988435301, 20.000000104277163, 73.7999999515419, 140.00000112114336, 20.00000014518394]|18899.3378906250000000|      0.00001280|[437, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[94.90000004248971, 0.009040916627724, 90.10000008595581, 112.9999988435301, 20.000000104277163, 73.7999999515419, 140.00000112114336, 20.00000014518394]|18899.3378906250000000|      0.00000256|[466, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[94.90000003894635, 0.0090434411013515, 90.1000000609718, 112.99999852322303, 20.000000076084365, 73.7999999332239, 140.00000138897613, 20.000000212524533]|18899.2636718750000000|      0.00001280|[495, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[94.90000003894635, 0.0090434411013515, 90.1000000609718, 112.99999852322303, 20.000000076084365, 73.7999999332239, 140.00000138897613, 20.000000212524533]|18899.2636718750000000|      0.00000256|[524, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[94.89999999562777, 0.0090459176263826, 90.1000000592085, 112.99999805853142, 20.000000074527577, 73.79999988161379, 140.00000183161373, 20.000000275863332]|18899.2207031250000000|      0.00001280|[553, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[94.89999999562777, 0.0090459176263826, 90.1000000592085, 112.99999805853142, 20.000000074527577, 73.79999988161379, 140.00000183161373, 20.000000275863332]|18899.2207031250000000|      0.00000256|[583, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[94.89999999562777, 0.0090459176263826, 90.1000000592085, 112.99999805853142, 20.000000074527577, 73.79999988161379, 140.00000183161373, 20.000000275863332]|18899.2207031250000000|      0.00000051|[612, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[94.900000046285, 0.009046299463039, 90.10000007652891, 112.99999782309592, 20.000000074275118, 73.79999993907222, 140.00000206270988, 20.000000312493665]|18899.2148437500000000|      0.00000256|[641, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      23|[94.90000006238898, 0.0090483656871769, 90.10000000633103, 112.99999694086183, 20.00000008903152, 73.7999998758877, 140.0000032549064, 20.000000586813144]|18899.2011718750000000|      0.00001280|[670, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[94.90000006238898, 0.0090483656871769, 90.10000000633103, 112.99999694086183, 20.00000008903152, 73.7999998758877, 140.0000032549064, 20.000000586813144]|18899.2011718750000000|      0.00000256|[699, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[94.90000019460209, 0.009047118013332, 90.10000002582596, 112.99999531887684, 20.000000211636834, 73.799999753122, 140.0000047695621, 20.000000741502916]|18899.1894531250000000|      0.00001280|[728, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      26|[94.90000019460209, 0.009047118013332, 90.10000002582596, 112.99999531887684, 20.000000211636834, 73.799999753122, 140.0000047695621, 20.000000741502916]|18899.1894531250000000|      0.00000256|[757, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[94.90000019186442, 0.0090484459250566, 90.0999999343954, 112.9999937177717, 20.000000325857712, 73.79999975721482, 140.00000623130796, 20.00000100338378]|18899.1757812500000000|      0.00001280|[786, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
