k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      1.11111111|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[23.29659538050355, 37.98312119253821, 42.12412501102252, 39.36247857965339]    |721.3718261718750000|      1.23456790|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[22.28719838862097, 37.40017957153001, 42.47552365910188, 39.56735335155429]    |631.2819824218750000|      1.37174211|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[21.145065774276553, 36.77034565139386, 42.84511153394767, 39.77693281195681]   |541.2825317382812500|      1.52415790|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       5|[19.86669600501263, 36.066110148291884, 43.22114218931464, 40.00382782725899]   |452.7070312500000000|      1.69350878|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[19.86669600501263, 36.066110148291884, 43.22114218931464, 40.00382782725899]   |452.7070312500000000|      1.52415790|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[19.86669600501263, 36.066110148291884, 43.22114218931464, 40.00382782725899]   |452.7070312500000000|      1.37174211|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[19.86669600501263, 36.066110148291884, 43.22114218931464, 40.00382782725899]   |452.7070312500000000|      1.23456790|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[18.81262048394141, 35.52512502423519, 43.521154945077654, 40.178212862643335]  |389.0072631835937500|      1.37174211|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[18.81262048394141, 35.52512502423519, 43.521154945077654, 40.178212862643335]  |389.0072631835937500|      1.23456790|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[18.81262048394141, 35.52512502423519, 43.521154945077654, 40.178212862643335]  |389.0072631835937500|      1.11111111|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[17.85292909777054, 35.050520617221906, 43.777164082524166, 40.32911124875622]  |337.3395385742187500|      1.23456790|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[17.85292909777054, 35.050520617221906, 43.777164082524166, 40.32911124875622]  |337.3395385742187500|      1.11111111|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[17.85292909777054, 35.050520617221906, 43.777164082524166, 40.32911124875622]  |337.3395385742187500|      1.00000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[16.9830325652775, 34.63091927253046, 43.99327319913954, 40.47232990677759]     |295.1090393066406250|      1.11111111|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[16.9830325652775, 34.63091927253046, 43.99327319913954, 40.47232990677759]     |295.1090393066406250|      1.00000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[16.1016575429036, 34.225853947129316, 44.200676565177965, 40.599152601312106]  |256.6439819335937500|      1.11111111|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[16.1016575429036, 34.225853947129316, 44.200676565177965, 40.599152601312106]  |256.6439819335937500|      1.00000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[16.1016575429036, 34.225853947129316, 44.200676565177965, 40.599152601312106]  |256.6439819335937500|      0.90000000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[15.301294939786416, 33.873226976070555, 44.383914440184, 40.70638041475939]    |225.0494232177734375|      1.00000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[15.301294939786416, 33.873226976070555, 44.383914440184, 40.70638041475939]    |225.0494232177734375|      0.90000000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[15.301294939786416, 33.873226976070555, 44.383914440184, 40.70638041475939]    |225.0494232177734375|      0.81000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[14.57373210609912, 33.563367982828396, 44.52962465697454, 40.80389072224902]   |198.9227294921875000|      0.90000000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
