k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      2.00000000|[106, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      1.00000000|[210, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       3|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      0.50000000|[315, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.9150251807894083, 0.0813129868847202, 0.2035280560095089, 1.1677879403000773, -0.001688320355543, 0.0033809052251077, -0.0054467290845138, 0.0045868033943468, -0.0035505822144943, 0.0026122951486959, -0.0040425224447991, -0.0057344507588025, -0.0083582637608489, -0.0054944791533953, 0.004334564412041, -0.0005019562229606, 0.0058172736170734, 0.0009935400204141, 0.0013352920399028, 0.0043283452403197, -0.0003646126898522, 0.0115785383233679]| 12.5805635452270508|      1.00000000|[421, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       5|[0.9150251807894083, 0.0813129868847202, 0.2035280560095089, 1.1677879403000773, -0.001688320355543, 0.0033809052251077, -0.0054467290845138, 0.0045868033943468, -0.0035505822144943, 0.0026122951486959, -0.0040425224447991, -0.0057344507588025, -0.0083582637608489, -0.0054944791533953, 0.004334564412041, -0.0005019562229606, 0.0058172736170734, 0.0009935400204141, 0.0013352920399028, 0.0043283452403197, -0.0003646126898522, 0.0115785383233679]| 12.5805635452270508|      0.50000000|[526, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.9150251807894083, 0.0813129868847202, 0.2035280560095089, 1.1677879403000773, -0.001688320355543, 0.0033809052251077, -0.0054467290845138, 0.0045868033943468, -0.0035505822144943, 0.0026122951486959, -0.0040425224447991, -0.0057344507588025, -0.0083582637608489, -0.0054944791533953, 0.004334564412041, -0.0005019562229606, 0.0058172736170734, 0.0009935400204141, 0.0013352920399028, 0.0043283452403197, -0.0003646126898522, 0.0115785383233679]| 12.5805635452270508|      0.25000000|[630, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       7|[1.066226760384936, 0.0942101651530044, 0.2367995636337588, 1.3635437479236558, -0.0029453047387371, 0.0025753838871536, -0.0046169875707616, 0.0081150032897014, -0.0020361633151661, 0.0035732592597176, -0.0033791123006371, -0.0065631969581375, -0.0087963955712342, -0.0066474686219171, 0.0048086491384233, 0.0001859882416854, 0.0033584964561397, -0.0013395343349566, 0.0018795221041764, 0.0023580803871666, -0.0004668162669909, 0.0141880455788938]| 12.3834447860717773|      0.50000000|[735, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[1.066226760384936, 0.0942101651530044, 0.2367995636337588, 1.3635437479236558, -0.0029453047387371, 0.0025753838871536, -0.0046169875707616, 0.0081150032897014, -0.0020361633151661, 0.0035732592597176, -0.0033791123006371, -0.0065631969581375, -0.0087963955712342, -0.0066474686219171, 0.0048086491384233, 0.0001859882416854, 0.0033584964561397, -0.0013395343349566, 0.0018795221041764, 0.0023580803871666, -0.0004668162669909, 0.0141880455788938]| 12.3834447860717773|      0.25000000|[839, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.2185027993738526, 0.108324107120918, 0.271925634999226, 1.5580564882199068, -0.0040259547199191, 0.0008358240747919, -0.0048703631297716, 0.0064141524436433, 0.0005186745520947, 0.0050995424835884, -0.0047581485192873, -0.0097575845164334, -0.0080041577441688, -0.0088983190949365, 0.0049420783428621, 0.0019034379318517, 0.0049280884894311, -0.0030272876010842, 0.0009776986848405, 0.0026865926326842, -0.0008293396333407, 0.0149740767183964]| 12.2451944351196289|      0.50000000|[943, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
      10|[1.2185027993738526, 0.108324107120918, 0.271925634999226, 1.5580564882199068, -0.0040259547199191, 0.0008358240747919, -0.0048703631297716, 0.0064141524436433, 0.0005186745520947, 0.0050995424835884, -0.0047581485192873, -0.0097575845164334, -0.0080041577441688, -0.0088983190949365, 0.0049420783428621, 0.0019034379318517, 0.0049280884894311, -0.0030272876010842, 0.0009776986848405, 0.0026865926326842, -0.0008293396333407, 0.0149740767183964]| 12.2451944351196289|      0.25000000|[1048, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.2185027993738526, 0.108324107120918, 0.271925634999226, 1.5580564882199068, -0.0040259547199191, 0.0008358240747919, -0.0048703631297716, 0.0064141524436433, 0.0005186745520947, 0.0050995424835884, -0.0047581485192873, -0.0097575845164334, -0.0080041577441688, -0.0088983190949365, 0.0049420783428621, 0.0019034379318517, 0.0049280884894311, -0.0030272876010842, 0.0009776986848405, 0.0026865926326842, -0.0008293396333407, 0.0149740767183964]| 12.2451944351196289|      0.12500000|[1152, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      12|[1.294348834532506, 0.1145823320113237, 0.2889812059451664, 1.6557403565859192, -0.0041022875075769, 0.0010309888156908, -0.0049240140737805, 0.0065519205691956, 0.0004533959315601, 0.0050395484894172, -0.0046546156107982, -0.0097935632010699, -0.0078978352522877, -0.0090074899765494, 0.0049843414551622, 0.0017155392706617, 0.0048629439290773, -0.0029357744695529, 0.0010806545792223, 0.0026827028743885, -0.0007137263987237, 0.0149932957467241]| 12.1981287002563477|      0.25000000|[1258, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
      13|[1.294348834532506, 0.1145823320113237, 0.2889812059451664, 1.6557403565859192, -0.0041022875075769, 0.0010309888156908, -0.0049240140737805, 0.0065519205691956, 0.0004533959315601, 0.0050395484894172, -0.0046546156107982, -0.0097935632010699, -0.0078978352522877, -0.0090074899765494, 0.0049843414551622, 0.0017155392706617, 0.0048629439290773, -0.0029357744695529, 0.0010806545792223, 0.0026827028743885, -0.0007137263987237, 0.0149932957467241]| 12.1981287002563477|      0.12500000|[1362, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      14|[1.3694181967565153, 0.1204750780865571, 0.3056721694093259, 1.754072088416865, -0.0050898914646968, 0.0014304375168203, -0.0048064114720825, 0.0078717394222611, -0.0008067507516999, 0.0054107589108259, -0.0047232655861344, -0.0092103084938, -0.0086324761465368, -0.0087377596846558, 0.0053323830211846, 0.0020344427908344, 0.0049293740436242, -0.0030716957934266, 0.0005473440520617, 0.0025457245320898, -0.0013048018643386, 0.0158158460429423]| 12.1657953262329102|      0.25000000|[1468, 224, 0, 28]                                                         |  | trying linear partial model with 57 points | iterate success | actual_k=8
