k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585916488357, 0.0505992677921722, 0.1384813989461593, 0.7794992559302371, -0.0047328177995176, 0.0009225121810408, -0.0040463374032924, 0.0039738724421261, 0.0032374911823596, 0.0004216686889395, -0.0012149530103179, -0.0014572357961419, -0.001080912962843, -0.0027840416150861, 0.00103171614351, 0.003164626559806, 0.0079070976958251, 0.0011439820497373, -0.0003495454572224, 0.0036036976647497, 0.0029763042734688, 0.0016656842165277]| 13.1513357162475586|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      4.00000000|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      2.00000000|[351, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.8267009523138853, 0.1715293047715575, 0.4132854376698988, 2.3353859489826547, -0.0207137523244701, 0.0152530804819072, 0.0454612626883677, -0.0105560137294931, -0.0025139094357953, -0.0010251338904758, -0.0005895275160305, -0.0148312005018245, 0.011355988655704, -0.0086018440751869, -0.0079735529003168, -0.0027935515798365, 0.0257908158362728, 0.0163928336573506, -0.011840131239546, -0.022932150480911, 0.0113201698383948, 0.0203068528715147]| 12.2805366516113281|      1.00000000|[468, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.2142337391659248, 0.1211808076546743, 0.2817583588299296, 1.557640117627861, -0.0225835973388675, 0.0159791559367867, 0.0397615601370221, -0.0132258815222062, -0.0025589068355481, -0.0058920926547566, 0.0044502312805999, -0.0172105183596666, 0.0075654612296553, -0.0123039919750858, -0.009057235143623, 0.0004976847103534, 0.0298271580067886, 0.016790632563129, -0.0111191368289257, -0.0247533950904778, 0.012096673639355, 0.021584518442802]| 12.2455978393554688|      2.00000000|[585, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[1.2142337391659248, 0.1211808076546743, 0.2817583588299296, 1.557640117627861, -0.0225835973388675, 0.0159791559367867, 0.0397615601370221, -0.0132258815222062, -0.0025589068355481, -0.0058920926547566, 0.0044502312805999, -0.0172105183596666, 0.0075654612296553, -0.0123039919750858, -0.009057235143623, 0.0004976847103534, 0.0298271580067886, 0.016790632563129, -0.0111191368289257, -0.0247533950904778, 0.012096673639355, 0.021584518442802]| 12.2455978393554688|      1.00000000|[701, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       7|[1.2142337391659248, 0.1211808076546743, 0.2817583588299296, 1.557640117627861, -0.0225835973388675, 0.0159791559367867, 0.0397615601370221, -0.0132258815222062, -0.0025589068355481, -0.0058920926547566, 0.0044502312805999, -0.0172105183596666, 0.0075654612296553, -0.0123039919750858, -0.009057235143623, 0.0004976847103534, 0.0298271580067886, 0.016790632563129, -0.0111191368289257, -0.0247533950904778, 0.012096673639355, 0.021584518442802]| 12.2455978393554688|      0.50000000|[818, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.5171345724652983, 0.1420488580826045, 0.3558098267249475, 1.9464941577928783, -0.0269093895348675, 0.0236079865713712, 0.0356626361270457, -0.001836687362423, 0.0072893979156872, -0.0062832231495858, 0.0088608291096574, -0.0157694079477005, 0.0143496401141132, 0.0015034951880163, -0.0117529997300584, -0.0060278521898078, 0.0113984563672237, 0.019224586885393, -0.0137252680551701, -0.0166899937019317, 0.0090695932223814, 0.0299145946884383]| 12.1452169418334961|      1.00000000|[934, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       9|[1.5171345724652983, 0.1420488580826045, 0.3558098267249475, 1.9464941577928783, -0.0269093895348675, 0.0236079865713712, 0.0356626361270457, -0.001836687362423, 0.0072893979156872, -0.0062832231495858, 0.0088608291096574, -0.0157694079477005, 0.0143496401141132, 0.0015034951880163, -0.0117529997300584, -0.0060278521898078, 0.0113984563672237, 0.019224586885393, -0.0137252680551701, -0.0166899937019317, 0.0090695932223814, 0.0299145946884383]| 12.1452169418334961|      0.50000000|[1050, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.5171345724652983, 0.1420488580826045, 0.3558098267249475, 1.9464941577928783, -0.0269093895348675, 0.0236079865713712, 0.0356626361270457, -0.001836687362423, 0.0072893979156872, -0.0062832231495858, 0.0088608291096574, -0.0157694079477005, 0.0143496401141132, 0.0015034951880163, -0.0117529997300584, -0.0060278521898078, 0.0113984563672237, 0.019224586885393, -0.0137252680551701, -0.0166899937019317, 0.0090695932223814, 0.0299145946884383]| 12.1452169418334961|      0.25000000|[1166, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.5171345724652983, 0.1420488580826045, 0.3558098267249475, 1.9464941577928783, -0.0269093895348675, 0.0236079865713712, 0.0356626361270457, -0.001836687362423, 0.0072893979156872, -0.0062832231495858, 0.0088608291096574, -0.0157694079477005, 0.0143496401141132, 0.0015034951880163, -0.0117529997300584, -0.0060278521898078, 0.0113984563672237, 0.019224586885393, -0.0137252680551701, -0.0166899937019317, 0.0090695932223814, 0.0299145946884383]| 12.1452169418334961|      0.12500000|[1282, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      12|[1.5171345724652983, 0.1420488580826045, 0.3558098267249475, 1.9464941577928783, -0.0269093895348675, 0.0236079865713712, 0.0356626361270457, -0.001836687362423, 0.0072893979156872, -0.0062832231495858, 0.0088608291096574, -0.0157694079477005, 0.0143496401141132, 0.0015034951880163, -0.0117529997300584, -0.0060278521898078, 0.0113984563672237, 0.019224586885393, -0.0137252680551701, -0.0166899937019317, 0.0090695932223814, 0.0299145946884383]| 12.1452169418334961|      0.06250000|[1399, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      13|[1.4772000988162757, 0.137180263110828, 0.3473812101165605, 1.8995076917573437, -0.0262436827900653, 0.0237763045163681, 0.0346247252671342, -0.0012285498269977, 0.0077614895989946, -0.0051291583762711, 0.0079669827596089, -0.0165463048174785, 0.0140374283071202, 0.0018328308615963, -0.0121597658666501, -0.004988808055263, 0.0119060688192968, 0.0187977151815549, -0.013418071391374, -0.0155032065559077, 0.0094361007896457, 0.0306963334215389]| 12.1449327468872070|      0.12500000|[1515, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
