k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|     10.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       3|[23.39450912906405, 38.030279519600356, 42.0975225750091, 39.353438586352276]   |729.9520263671875000|     10.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[23.39450912906405, 38.030279519600356, 42.0975225750091, 39.353438586352276]   |729.9520263671875000|      1.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[22.574771970987083, 37.547713419531256, 42.36012730112917, 39.51530182662443]  |655.6419067382812500|     10.00000000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[22.574771970987083, 37.547713419531256, 42.36012730112917, 39.51530182662443]  |655.6419067382812500|      1.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[21.75735751263697, 37.06885270538951, 42.64026994268648, 39.6703699410553]     |587.1346435546875000|     10.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[21.75735751263697, 37.06885270538951, 42.64026994268648, 39.6703699410553]     |587.1346435546875000|      1.00000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[20.92536227813679, 36.61294822682663, 42.91420662255016, 39.82814741606542]    |524.0599365234375000|     10.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[20.92536227813679, 36.61294822682663, 42.91420662255016, 39.82814741606542]    |524.0599365234375000|      1.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[20.087258272314777, 36.155108656293606, 43.1688283641837, 39.98024071561123]   |466.0797119140625000|     10.00000000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[20.087258272314777, 36.155108656293606, 43.1688283641837, 39.98024071561123]   |466.0797119140625000|      1.00000000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[19.237068420582087, 35.714661762168234, 43.4115739529161, 40.135991569917145]  |412.8722229003906250|     10.00000000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[19.237068420582087, 35.714661762168234, 43.4115739529161, 40.135991569917145]  |412.8722229003906250|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[18.380690707383547, 35.27983720143867, 43.64624799585504, 40.2859012336946]    |364.1356201171875000|     10.00000000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[18.380690707383547, 35.27983720143867, 43.64624799585504, 40.2859012336946]    |364.1356201171875000|      1.00000000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[17.51336036183699, 34.857125764854544, 43.86983856790264, 40.42396052952977]   |319.5798950195312500|     10.00000000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[17.51336036183699, 34.857125764854544, 43.86983856790264, 40.42396052952977]   |319.5798950195312500|      1.00000000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[16.637730642641298, 34.4456758376046, 44.087405097531246, 40.552981293024075]  |278.9408874511718750|     10.00000000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[16.637730642641298, 34.4456758376046, 44.087405097531246, 40.552981293024075]  |278.9408874511718750|      1.00000000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[15.75620162179073, 34.03783990045837, 44.29030945577, 40.67710322975576]       |241.9741363525390625|     10.00000000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      22|[15.75620162179073, 34.03783990045837, 44.29030945577, 40.67710322975576]       |241.9741363525390625|      1.00000000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[15.132511400749836, 33.594711431265154, 43.793871060103925, 41.0872210022028]  |218.8604431152343750|     10.00000000|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      24|[15.132511400749836, 33.594711431265154, 43.793871060103925, 41.0872210022028]  |218.8604431152343750|      1.00000000|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[14.2337618218598, 33.22160990293661, 43.99879931018457, 41.192334542352356]    |187.4717102050781250|     10.00000000|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[14.2337618218598, 33.22160990293661, 43.99879931018457, 41.192334542352356]    |187.4717102050781250|      1.00000000|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[13.324880000610214, 32.8658687545328, 44.19255292919494, 41.291539408436414]   |159.1665649414062500|     10.00000000|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      28|[13.324880000610214, 32.8658687545328, 44.19255292919494, 41.291539408436414]   |159.1665649414062500|      1.00000000|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[13.324880000610214, 32.8658687545328, 44.19255292919494, 41.291539408436414]   |159.1665649414062500|      0.10000000|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      30|[13.2331826260111, 32.831211277681874, 44.209627773314445, 41.301484280896716]  |156.4975280761718750|      1.00000000|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[12.366095190053528, 32.77751900949023, 43.872332616682186, 41.66412528251316]  |136.1664886474609375|     10.00000000|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      32|[12.366095190053528, 32.77751900949023, 43.872332616682186, 41.66412528251316]  |136.1664886474609375|      1.00000000|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[11.442401662493625, 32.44945064845565, 44.051597847269605, 41.7479429103397]   |112.9993057250976562|     10.00000000|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      34|[11.442401662493625, 32.44945064845565, 44.051597847269605, 41.7479429103397]   |112.9993057250976562|      1.00000000|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      35|[10.516181878694798, 32.11852837316598, 44.211881669918625, 41.83110814354312]  | 92.4290924072265625|     10.00000000|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      36|[10.516181878694798, 32.11852837316598, 44.211881669918625, 41.83110814354312]  | 92.4290924072265625|      1.00000000|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      37|[9.610036408733812, 31.835230157734774, 44.44368158677213, 42.04303102326446]   | 74.5398483276367188|     10.00000000|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      38|[9.610036408733812, 31.835230157734774, 44.44368158677213, 42.04303102326446]   | 74.5398483276367188|      1.00000000|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      39|[8.659302194087697, 31.564653954812506, 44.56933756974314, 42.12731355678708]   | 58.6570816040039062|     10.00000000|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      40|[8.659302194087697, 31.564653954812506, 44.56933756974314, 42.12731355678708]   | 58.6570816040039062|      1.00000000|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      41|[8.659302194087697, 31.564653954812506, 44.56933756974314, 42.12731355678708]   | 58.6570816040039062|      0.10000000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[8.56319995879352, 31.540403679969444, 44.580843264477345, 42.13393953069148]   | 57.1879959106445312|      1.00000000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[7.601385523451389, 31.297634881643333, 44.69074672030176, 42.19636975513962]   | 43.6432189941406250|     10.00000000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
