k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.12430721999568, 39.08822432884195, 41.03523090438543, 38.90320996636892]    |851.9684448242187500|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[16.389729066080466, 37.12766394614778, 37.24138792373467, 43.5871462602306]    |365.3513793945312500|    100.00000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[16.389729066080466, 37.12766394614778, 37.24138792373467, 43.5871462602306]    |365.3513793945312500|     10.00000000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[9.742567930484757, 32.32352785539569, 42.683651199490924, 45.35273276230689]   | 78.7884902954101562|    100.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[9.742567930484757, 32.32352785539569, 42.683651199490924, 45.35273276230689]   | 78.7884902954101562|     10.00000000|[26, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[3.047434574676049, 32.61061400266862, 50.05239584503944, 46.24400894884041]    |  5.0745306015014648|    100.00000000|[31, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[3.047434574676049, 32.61061400266862, 50.05239584503944, 46.24400894884041]    |  5.0745306015014648|     10.00000000|[36, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[3.047434574676049, 32.61061400266862, 50.05239584503944, 46.24400894884041]    |  5.0745306015014648|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[2.435959101953941, 32.4292238787683, 50.13041675022515, 47.01023874959518]     |  2.8970146179199219|     10.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[2.435959101953941, 32.4292238787683, 50.13041675022515, 47.01023874959518]     |  2.8970146179199219|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[2.435959101953941, 32.4292238787683, 50.13041675022515, 47.01023874959518]     |  2.8970146179199219|      0.10000000|[59, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[2.371058762617596, 32.421124542317926, 50.17193156912051, 46.94700215801106]   |  2.7100548744201660|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[2.371058762617596, 32.421124542317926, 50.17193156912051, 46.94700215801106]   |  2.7100548744201660|      0.10000000|[70, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[2.2923605629104244, 32.36442504789101, 50.19267299803822, 46.95971254042207]   |  2.4820749759674072|      1.00000000|[76, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[2.2923605629104244, 32.36442504789101, 50.19267299803822, 46.95971254042207]   |  2.4820749759674072|      0.10000000|[81, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[2.2035712317065017, 32.31904223797883, 50.18542580201079, 46.957630863556055]  |  2.2436761856079102|      1.00000000|[86, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.3071460372064567, 32.2601047448791, 50.44371241328535, 47.31292830093631]    |  0.5351307988166809|     10.00000000|[92, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.3071460372064567, 32.2601047448791, 50.44371241328535, 47.31292830093631]    |  0.5351307988166809|      1.00000000|[98, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.3071460372064567, 32.2601047448791, 50.44371241328535, 47.31292830093631]    |  0.5351307988166809|      0.10000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.2673637152495096, 32.170554502116424, 50.46151939649681, 47.30392651057184]  |  0.4835311174392700|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
