k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5047553013581009, 0.1687945380614671]                                        |  0.2116887420415878|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.5047553013581009, 0.1687945380614671]                                        |  0.2116887420415878|      0.50000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.50000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[38, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[41, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[44, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[47, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[50, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[53, 19, 0, 19]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[59, 21, 0, 21]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[62, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[65, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
       6|[0.0225772239572872, 0.0364907147075858]                                        |  0.0000074562194641|      0.25000000|[71, 25, 0, 25]                                                            |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
