k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4302398541089093, 0.5957220673238286, 5.1854121341501935, 5.697828890607174, 6.1890489147676035, 7.7109406635074835]|169.8382873535156250|      5.00000000|[26, 10, 0, 5]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       2|[0.4302398541089093, 0.5957220673238286, 5.1854121341501935, 5.697828890607174, 6.1890489147676035, 7.7109406635074835]|169.8382873535156250|      1.00000000|[52, 22, 0, 11]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.303385298766868, 0.6071943291225534, 4.724221801613143, 5.834540825750231, 5.729967577455236, 7.8506552725235315]|102.3988342285156250|      5.00000000|[69, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | iterate success | actual_k=2
       4|[-0.303385298766868, 0.6071943291225534, 4.724221801613143, 5.834540825750231, 5.729967577455236, 7.8506552725235315]|102.3988342285156250|      1.00000000|[93, 38, 0, 19]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.303385298766868, 0.6071943291225534, 4.724221801613143, 5.834540825750231, 5.729967577455236, 7.8506552725235315]|102.3988342285156250|      0.20000000|[118, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.4282195797283875, 0.6111809216716998, 4.608213252774477, 5.853899241883265, 5.632072650021753, 7.882029798506048]| 92.2468719482421875|      1.00000000|[130, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[-0.4282195797283875, 0.6111809216716998, 4.608213252774477, 5.853899241883265, 5.632072650021753, 7.882029798506048]| 92.2468719482421875|      0.20000000|[155, 62, 0, 31]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.4469544641101574, 0.6503224671519656, 4.671925058667299, 5.906550077267071, 5.4587745631416915, 7.846626240329061]| 88.9233322143554688|      1.00000000|[165, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.4469544641101574, 0.6503224671519656, 4.671925058667299, 5.906550077267071, 5.4587745631416915, 7.846626240329061]| 88.9233322143554688|      0.20000000|[191, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      10|[-0.5612353676015548, 0.7551620269796069, 4.5538478619895075, 5.908488528769556, 5.414756097639975, 7.854684436014018]| 81.4487228393554688|      1.00000000|[202, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[-0.5612353676015548, 0.7551620269796069, 4.5538478619895075, 5.908488528769556, 5.414756097639975, 7.854684436014018]| 81.4487228393554688|      0.20000000|[227, 90, 0, 45]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | exploitation failed, decreasing delta | actual_k=2
      12|[-0.6405644145875026, 0.7396057678201904, 4.440745751269039, 5.9213878993799804, 5.27168409136883, 7.860752789600082]| 73.4394683837890625|      1.00000000|[238, 94, 0, 47]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-0.6405644145875026, 0.7396057678201904, 4.440745751269039, 5.9213878993799804, 5.27168409136883, 7.860752789600082]| 73.4394683837890625|      0.20000000|[261, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | trying quadratic partial model with 20 points | exploitation failed, decreasing delta | actual_k=2
      14|[-0.7213250206837234, 0.6526759463113595, 4.310471931995494, 5.8960507899845735, 5.20197205999455, 7.919471834350948]| 67.5089874267578125|      1.00000000|[271, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      15|[-0.7213250206837234, 0.6526759463113595, 4.310471931995494, 5.8960507899845735, 5.20197205999455, 7.919471834350948]| 67.5089874267578125|      0.20000000|[297, 118, 0, 59]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | trying quadratic partial model with 23 points | exploitation failed, decreasing delta | actual_k=2
      16|[-0.7836445856212797, 0.5632932284004895, 4.299147886359025, 5.897025876797661, 5.081856423305668, 8.035962394414046]| 63.9662170410156250|      1.00000000|[308, 122, 0, 61]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[-0.7836445856212797, 0.5632932284004895, 4.299147886359025, 5.897025876797661, 5.081856423305668, 8.035962394414046]| 63.9662170410156250|      0.20000000|[331, 130, 0, 65]                                                          |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | trying quadratic partial model with 19 points | exploitation failed, decreasing delta | actual_k=2
