k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.50000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12500000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06250000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03125000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01562500|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00781250|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00390625|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00195312|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.2480581721125077, 0.3900131141159549, 0.4151247921057304, 0.3898319027921341]|  0.0050618182867765|      0.00390625|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[0.2480581721125077, 0.3900131141159549, 0.4151247921057304, 0.3898319027921341]|  0.0050618182867765|      0.00195312|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.2461189795209682, 0.3900473144647598, 0.415252450975463, 0.3896401662341607] |  0.0048310793936253|      0.00390625|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[0.2461189795209682, 0.3900473144647598, 0.415252450975463, 0.3896401662341607] |  0.0048310793936253|      0.00195312|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.244188514396488, 0.3901493800371812, 0.4153903785276556, 0.3893981739242354] |  0.0046211094595492|      0.00390625|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[0.244188514396488, 0.3901493800371812, 0.4153903785276556, 0.3893981739242354] |  0.0046211094595492|      0.00195312|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.2422601357668673, 0.3902492578589227, 0.4155008384502327, 0.3891263722452931]|  0.0044315787963569|      0.00390625|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[0.2422601357668673, 0.3902492578589227, 0.4155008384502327, 0.3891263722452931]|  0.0044315787963569|      0.00195312|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.2403415808283304, 0.3903863730928668, 0.4156030937059435, 0.3888029723554653]|  0.0042621470056474|      0.00390625|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[0.2403415808283304, 0.3903863730928668, 0.4156030937059435, 0.3888029723554653]|  0.0042621470056474|      0.00195312|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.2384382700274874, 0.3905805750463033, 0.415660937308831, 0.3884143272990119] |  0.0041122473776340|      0.00390625|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[0.2384382700274874, 0.3905805750463033, 0.415660937308831, 0.3884143272990119] |  0.0041122473776340|      0.00195312|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.2384382700274874, 0.3905805750463033, 0.415660937308831, 0.3884143272990119] |  0.0041122473776340|      0.00097656|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.2374988184915083, 0.3907110313006189, 0.4156844409067358, 0.3881829534142535]|  0.0040443623438478|      0.00195312|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      24|[0.2374988184915083, 0.3907110313006189, 0.4156844409067358, 0.3881829534142535]|  0.0040443623438478|      0.00097656|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.2365688670172034, 0.3908553811909962, 0.4157276501070981, 0.3879257362958561]|  0.0039810254238546|      0.00195312|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[0.2365688670172034, 0.3908553811909962, 0.4157276501070981, 0.3879257362958561]|  0.0039810254238546|      0.00097656|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.2356491212044659, 0.3910182841637445, 0.4157497855203626, 0.3876416331432735]|  0.0039220848120749|      0.00195312|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      28|[0.2356491212044659, 0.3910182841637445, 0.4157497855203626, 0.3876416331432735]|  0.0039220848120749|      0.00097656|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.2347322062005422, 0.3911842005676101, 0.4157793164115645, 0.387350874024106] |  0.0038674743846059|      0.00195312|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      30|[0.2347322062005422, 0.3911842005676101, 0.4157793164115645, 0.387350874024106] |  0.0038674743846059|      0.00097656|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2338432419364999, 0.3914041725252394, 0.4157865679547541, 0.3870117920183317]|  0.0038168472237885|      0.00195312|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[0.2338432419364999, 0.3914041725252394, 0.4157865679547541, 0.3870117920183317]|  0.0038168472237885|      0.00097656|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.2329753047917568, 0.391646232380868, 0.4157947356967969, 0.3866353617545849] |  0.0037699879612774|      0.00195312|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      34|[0.2329753047917568, 0.391646232380868, 0.4157947356967969, 0.3866353617545849] |  0.0037699879612774|      0.00097656|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.2321252254203023, 0.3918947120223624, 0.4158038615170322, 0.3862240055028982]|  0.0037266837898642|      0.00195312|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      36|[0.2321252254203023, 0.3918947120223624, 0.4158038615170322, 0.3862240055028982]|  0.0037266837898642|      0.00097656|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.2313169902221255, 0.3922008086477574, 0.4157967037306334, 0.3857693805994338]|  0.0036865111906081|      0.00195312|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[0.2313169902221255, 0.3922008086477574, 0.4157967037306334, 0.3857693805994338]|  0.0036865111906081|      0.00097656|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.230549024014449, 0.3925436911578997, 0.4157727693196361, 0.3852736377744915] |  0.0036491118371487|      0.00195312|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      40|[0.230549024014449, 0.3925436911578997, 0.4157727693196361, 0.3852736377744915] |  0.0036491118371487|      0.00097656|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.230549024014449, 0.3925436911578997, 0.4157727693196361, 0.3852736377744915] |  0.0036491118371487|      0.00048828|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2301913324546588, 0.3927349593871156, 0.4157570378569024, 0.3850022629180119]|  0.0036313086748123|      0.00097656|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.2301913324546588, 0.3927349593871156, 0.4157570378569024, 0.3850022629180119]|  0.0036313086748123|      0.00048828|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2298464469120301, 0.3929311844666611, 0.4157341163818247, 0.3847186384026313]|  0.0036140305455774|      0.00097656|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[0.2298464469120301, 0.3929311844666611, 0.4157341163818247, 0.3847186384026313]|  0.0036140305455774|      0.00048828|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2295126899211575, 0.393134945346419, 0.4157135584457539, 0.3844269472555424] |  0.0035972299519926|      0.00097656|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[0.2295126899211575, 0.393134945346419, 0.4157135584457539, 0.3844269472555424] |  0.0035972299519926|      0.00048828|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2291893490106653, 0.3933402715798094, 0.4156939923826887, 0.3841247427854207]|  0.0035808689426631|      0.00097656|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[0.2291893490106653, 0.3933402715798094, 0.4156939923826887, 0.3841247427854207]|  0.0035808689426631|      0.00048828|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2288872357231778, 0.3935601506213853, 0.4156647491582014, 0.3838117824340625]|  0.0035648837219924|      0.00097656|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[0.2288872357231778, 0.3935601506213853, 0.4156647491582014, 0.3838117824340625]|  0.0035648837219924|      0.00048828|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2285992804811193, 0.3937889385201684, 0.4156320283829391, 0.3834922737394872]|  0.0035492321476340|      0.00097656|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      53|[0.2285992804811193, 0.3937889385201684, 0.4156320283829391, 0.3834922737394872]|  0.0035492321476340|      0.00048828|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.2283211731702178, 0.3940187822223605, 0.415603006863649, 0.3831645474410225] |  0.0035338790621608|      0.00097656|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[0.2283211731702178, 0.3940187822223605, 0.415603006863649, 0.3831645474410225] |  0.0035338790621608|      0.00048828|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
