k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.20000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.04000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00800000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00160000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00032000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00006400|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[94.89999960222025, 0.009063941126344, 90.09999863289387, 112.99999824210971, 20.0000005058685, 73.79999880866842, 140.00000077443516, 19.99999962576475]|18899.8847656250000000|      0.00032000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[94.89999960222025, 0.009063941126344, 90.09999863289387, 112.99999824210971, 20.0000005058685, 73.79999880866842, 140.00000077443516, 19.99999962576475]|18899.8847656250000000|      0.00006400|[233, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[94.89999960222025, 0.009063941126344, 90.09999863289387, 112.99999824210971, 20.0000005058685, 73.79999880866842, 140.00000077443516, 19.99999962576475]|18899.8847656250000000|      0.00001280|[262, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[94.89999956419379, 0.0090511585106434, 90.09999877671929, 112.99999786391248, 20.000000452768067, 73.79999874234288, 140.00000129523843, 19.999999592355525]|18899.2402343750000000|      0.00006400|[291, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[94.89999956419379, 0.0090511585106434, 90.09999877671929, 112.99999786391248, 20.000000452768067, 73.79999874234288, 140.00000129523843, 19.999999592355525]|18899.2402343750000000|      0.00001280|[320, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[94.89999956419379, 0.0090511585106434, 90.09999877671929, 112.99999786391248, 20.000000452768067, 73.79999874234288, 140.00000129523843, 19.999999592355525]|18899.2402343750000000|      0.00000256|[349, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[94.89999957417972, 0.0090487282376487, 90.09999871173596, 112.99999733499808, 20.00000049587237, 73.79999872837878, 140.00000189157782, 19.99999966736579]|18899.2089843750000000|      0.00001280|[378, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[94.89999957417972, 0.0090487282376487, 90.09999871173596, 112.99999733499808, 20.00000049587237, 73.79999872837878, 140.00000189157782, 19.99999966736579]|18899.2089843750000000|      0.00000256|[407, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[94.89999980118863, 0.0090467524095405, 90.09999876781005, 112.9999963312779, 20.000000567428025, 73.79999864437734, 140.00000305734264, 20.000000132540702]|18899.2011718750000000|      0.00001280|[437, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[94.89999980118863, 0.0090467524095405, 90.09999876781005, 112.9999963312779, 20.000000567428025, 73.79999864437734, 140.00000305734264, 20.000000132540702]|18899.2011718750000000|      0.00000256|[466, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[94.8999998873488, 0.0090484648500092, 90.0999987651262, 112.99999496194945, 20.000000538631777, 73.79999853392482, 140.00000436086756, 20.000000295176125]|18899.1894531250000000|      0.00001280|[495, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[94.8999998873488, 0.0090484648500092, 90.0999987651262, 112.99999496194945, 20.000000538631777, 73.79999853392482, 140.00000436086756, 20.000000295176125]|18899.1894531250000000|      0.00000256|[524, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[94.89999978411299, 0.0090471692359908, 90.0999988330848, 112.99999339374808, 20.000000596910578, 73.79999857922968, 140.00000589255188, 20.00000051641569]|18899.1757812500000000|      0.00001280|[553, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[94.89999978411299, 0.0090471692359908, 90.0999988330848, 112.99999339374808, 20.000000596910578, 73.79999857922968, 140.00000589255188, 20.00000051641569]|18899.1757812500000000|      0.00000256|[583, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[94.89999963782765, 0.0090487123429524, 90.09999908523493, 112.99999181083928, 20.000001028337632, 73.7999986763139, 140.00000689817813, 20.000001128790366]|18899.1660156250000000|      0.00001280|[612, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[94.89999963782765, 0.0090487123429524, 90.09999908523493, 112.99999181083928, 20.000001028337632, 73.7999986763139, 140.00000689817813, 20.000001128790366]|18899.1660156250000000|      0.00000256|[641, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[94.89999960693574, 0.0090473595707255, 90.09999911558023, 112.99999060422961, 20.000000988986223, 73.79999853814121, 140.0000086579803, 20.000001513863676]|18899.1523437500000000|      0.00001280|[670, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[94.89999960693574, 0.0090473595707255, 90.09999911558023, 112.99999060422961, 20.000000988986223, 73.79999853814121, 140.0000086579803, 20.000001513863676]|18899.1523437500000000|      0.00000256|[699, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[94.8999996843035, 0.009048317487925, 90.09999901793967, 112.99998884640158, 20.00000093135817, 73.79999844698798, 140.00001023631015, 20.000001680479492]|18899.1386718750000000|      0.00001280|[728, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      26|[94.8999996843035, 0.009048317487925, 90.09999901793967, 112.99998884640158, 20.00000093135817, 73.79999844698798, 140.00001023631015, 20.000001680479492]|18899.1386718750000000|      0.00000256|[757, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[94.89999976611357, 0.0090470643283994, 90.099998879073, 112.99998707730423, 20.000000826324758, 73.7999982712305, 140.00001154327083, 20.00000195875998]|18899.1269531250000000|      0.00001280|[786, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
