k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4302398541089093, 0.5957220673238286, 5.1854121341501935, 5.697828890607174, 6.1890489147676035, 7.7109406635074835]|169.8382873535156250|     10.00000000|[26, 10, 0, 5]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       2|[0.4302398541089093, 0.5957220673238286, 5.1854121341501935, 5.697828890607174, 6.1890489147676035, 7.7109406635074835]|169.8382873535156250|      1.00000000|[52, 22, 0, 11]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[0.1156503118257043, -0.0544148037867671, 5.120397820371115, 5.989917124517998, 6.073826056888771, 8.323751208737814]|138.6030883789062500|     10.00000000|[64, 26, 0, 13]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[0.1156503118257043, -0.0544148037867671, 5.120397820371115, 5.989917124517998, 6.073826056888771, 8.323751208737814]|138.6030883789062500|      1.00000000|[88, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.1156503118257043, -0.0544148037867671, 5.120397820371115, 5.989917124517998, 6.073826056888771, 8.323751208737814]|138.6030883789062500|      0.10000000|[113, 46, 0, 23]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[0.0401972802083863, -0.0399661905725289, 5.101767206040174, 6.001694653693209, 6.01393420129936, 8.31872793827155]|132.2590942382812500|      1.00000000|[124, 50, 0, 25]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[0.0401972802083863, -0.0399661905725289, 5.101767206040174, 6.001694653693209, 6.01393420129936, 8.31872793827155]|132.2590942382812500|      0.10000000|[149, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.000826513975639, 0.0021757590093244, 5.090060856535824, 6.000546069102706, 5.9481219741702995, 8.273214233838482]|128.2694244384765625|      1.00000000|[160, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.1006158224417946, 0.1643839089828349, 4.368679981618941, 6.2427838240205284, 5.328438006799327, 8.247662443726762]| 84.8794860839843750|     10.00000000|[171, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[-0.1006158224417946, 0.1643839089828349, 4.368679981618941, 6.2427838240205284, 5.328438006799327, 8.247662443726762]| 84.8794860839843750|      1.00000000|[196, 78, 0, 39]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
