k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  7.9524924420125593|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.7501146637688926, 0.5669211171891818]                                        |  2.6330943107604980|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[0.7501146637688926, 0.5669211171891818]                                        |  2.6330943107604980|      0.50000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.7501146637688926, 0.5669211171891818]                                        |  2.6330943107604980|      0.25000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.7501146637688926, 0.5669211171891818]                                        |  2.6330943107604980|      0.12500000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.6713551225211573, 0.4698544665698978]                                        |  1.8652194738388062|      0.25000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[0.6713551225211573, 0.4698544665698978]                                        |  1.8652194738388062|      0.12500000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.5947244516493994, 0.3710985032980815]                                        |  1.2598093748092651|      0.25000000|[49, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[0.5947244516493994, 0.3710985032980815]                                        |  1.2598093748092651|      0.12500000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.5947244516493994, 0.3710985032980815]                                        |  1.2598093748092651|      0.06250000|[64, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.5529175618741169, 0.3246395540275978]                                        |  1.0106666088104248|      0.12500000|[69, 25, 0, 25]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      12|[0.5529175618741169, 0.3246395540275978]                                        |  1.0106666088104248|      0.06250000|[77, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.5100336799414572, 0.2791728335566235]                                        |  0.7942238450050354|      0.12500000|[82, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[0.5100336799414572, 0.2791728335566235]                                        |  0.7942238450050354|      0.06250000|[89, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.4671622684583332, 0.2336943542785665]                                        |  0.6081339120864868|      0.12500000|[94, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[0.4671622684583332, 0.2336943542785665]                                        |  0.6081339120864868|      0.06250000|[102, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.4239436677244914, 0.1885456826413107]                                        |  0.4504984617233276|      0.12500000|[107, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[0.4239436677244914, 0.1885456826413107]                                        |  0.4504984617233276|      0.06250000|[115, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.4239436677244914, 0.1885456826413107]                                        |  0.4504984617233276|      0.03125000|[122, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.403325820873251, 0.1650623504412417]                                         |  0.3817354738712311|      0.06250000|[127, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[0.403325820873251, 0.1650623504412417]                                         |  0.3817354738712311|      0.03125000|[135, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.3826165161627353, 0.1416596326843868]                                        |  0.3194572031497955|      0.06250000|[141, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.3826165161627353, 0.1416596326843868]                                        |  0.3194572031497955|      0.03125000|[148, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.3611900573504743, 0.1189116797486504]                                        |  0.2634612619876862|      0.06250000|[154, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.3611900573504743, 0.1189116797486504]                                        |  0.2634612619876862|      0.03125000|[162, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.3390226648251723, 0.0968851228540927]                                        |  0.2135757356882095|      0.06250000|[168, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.3390226648251723, 0.0968851228540927]                                        |  0.2135757356882095|      0.03125000|[174, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
