k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.123921751372077, 39.089878685130046, 41.03594346314515, 38.90481462905146]  |851.9668579101562500|      2.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[22.58320390454044, 38.70774583392118, 40.29466391713508, 39.869525795747776]   |735.5432128906250000|      4.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[21.756464778943343, 35.42060233028728, 39.494237264466385, 37.9021653360399]   |611.6546020507812500|      8.00000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       4|[16.299238027759923, 31.345117989003665, 43.62621937050351, 38.63416768952594]  |234.0475463867187500|     16.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[16.299238027759923, 31.345117989003665, 43.62621937050351, 38.63416768952594]  |234.0475463867187500|      8.00000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[10.994880212630502, 31.49257832919246, 49.5726704232161, 39.328259538520136]   | 87.5516510009765625|     16.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[10.994880212630502, 31.49257832919246, 49.5726704232161, 39.328259538520136]   | 87.5516510009765625|      8.00000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[10.994880212630502, 31.49257832919246, 49.5726704232161, 39.328259538520136]   | 87.5516510009765625|      4.00000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[8.553106987899723, 30.590817960139052, 49.60178237747439, 42.36531802493619]   | 46.4611892700195312|      8.00000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[8.553106987899723, 30.590817960139052, 49.60178237747439, 42.36531802493619]   | 46.4611892700195312|      4.00000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[8.553106987899723, 30.590817960139052, 49.60178237747439, 42.36531802493619]   | 46.4611892700195312|      2.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[7.31451450347893, 29.998817392300833, 50.293397767826704, 41.08582901089841]   | 32.1549377441406250|      4.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[7.31451450347893, 29.998817392300833, 50.293397767826704, 41.08582901089841]   | 32.1549377441406250|      2.00000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[5.740651887313154, 28.87391068513496, 50.729380508823894, 41.34556043980456]   | 17.3895244598388672|      4.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[5.740651887313154, 28.87391068513496, 50.729380508823894, 41.34556043980456]   | 17.3895244598388672|      2.00000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[3.965461981441794, 27.96574978674261, 50.574811921987155, 41.338271222636145]  |  7.1805996894836426|      4.00000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[3.965461981441794, 27.96574978674261, 50.574811921987155, 41.338271222636145]  |  7.1805996894836426|      2.00000000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[3.965461981441794, 27.96574978674261, 50.574811921987155, 41.338271222636145]  |  7.1805996894836426|      1.00000000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[3.11114338562803, 27.507941639987212, 50.61068853104, 41.09482860817833]       |  3.9563205242156982|      2.00000000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[3.11114338562803, 27.507941639987212, 50.61068853104, 41.09482860817833]       |  3.9563205242156982|      1.00000000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
