k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.715693715731428, -0.251796317028085, -0.0614341969428131, -0.1330106979653237, 0.2462270150126198, -0.093392412664449, 0.4822790510214002]|57383.3828125000000000|      2.00000000|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[9.715693715731428, -0.251796317028085, -0.0614341969428131, -0.1330106979653237, 0.2462270150126198, -0.093392412664449, 0.4822790510214002]|57383.3828125000000000|      1.00000000|[167, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       3|[9.330062015654471, 0.1705358366496347, -0.0618638568600743, 0.6647623985903043, 0.1036902565151492, -0.2197958569072643, 0.4959570417613568]|46930.2734375000000000|      2.00000000|[248, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | iterate success | actual_k=16
       4|[9.330062015654471, 0.1705358366496347, -0.0618638568600743, 0.6647623985903043, 0.1036902565151492, -0.2197958569072643, 0.4959570417613568]|46930.2734375000000000|      1.00000000|[334, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       5|[9.330062015654471, 0.1705358366496347, -0.0618638568600743, 0.6647623985903043, 0.1036902565151492, -0.2197958569072643, 0.4959570417613568]|46930.2734375000000000|      0.50000000|[417, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       6|[9.227180912740657, 0.1153186430422114, 0.1832254535203092, 1.02186949451866, 0.0865277492719468, -0.4269658549046381, 0.5705112666123793]|44215.5781250000000000|      1.00000000|[501, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[9.227180912740657, 0.1153186430422114, 0.1832254535203092, 1.02186949451866, 0.0865277492719468, -0.4269658549046381, 0.5705112666123793]|44215.5781250000000000|      0.50000000|[583, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       8|[9.227180912740657, 0.1153186430422114, 0.1832254535203092, 1.02186949451866, 0.0865277492719468, -0.4269658549046381, 0.5705112666123793]|44215.5781250000000000|      0.25000000|[667, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
       9|[9.25566787544227, 0.1061556241502233, 0.1767344306285523, 1.1055010396745961, 0.0583536850445658, -0.4299313953246076, 0.338637182263998]|36053.6132812500000000|      0.50000000|[751, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      10|[9.25566787544227, 0.1061556241502233, 0.1767344306285523, 1.1055010396745961, 0.0583536850445658, -0.4299313953246076, 0.338637182263998]|36053.6132812500000000|      0.25000000|[839, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      11|[9.275059132042038, 0.0832382915593601, 0.1607847472481309, 1.1310281203750485, 0.0341254093593628, -0.4389214473825678, 0.093637344699367]|10403.7792968750000000|      0.50000000|[925, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      12|[9.275059132042038, 0.0832382915593601, 0.1607847472481309, 1.1310281203750485, 0.0341254093593628, -0.4389214473825678, 0.093637344699367]|10403.7792968750000000|      0.25000000|[1007, 384, 0, 24]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      13|[9.275059132042038, 0.0832382915593601, 0.1607847472481309, 1.1310281203750485, 0.0341254093593628, -0.4389214473825678, 0.093637344699367]|10403.7792968750000000|      0.12500000|[1094, 416, 0, 26]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      14|[9.275059132042038, 0.0832382915593601, 0.1607847472481309, 1.1310281203750485, 0.0341254093593628, -0.4389214473825678, 0.093637344699367]|10403.7792968750000000|      0.06250000|[1183, 448, 0, 28]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      15|[9.275059132042038, 0.0832382915593601, 0.1607847472481309, 1.1310281203750485, 0.0341254093593628, -0.4389214473825678, 0.093637344699367]|10403.7792968750000000|      0.03125000|[1267, 480, 0, 30]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      16|[9.275059132042038, 0.0832382915593601, 0.1607847472481309, 1.1310281203750485, 0.0341254093593628, -0.4389214473825678, 0.093637344699367]|10403.7792968750000000|      0.01562500|[1349, 512, 0, 32]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      17|[9.275059132042038, 0.0832382915593601, 0.1607847472481309, 1.1310281203750485, 0.0341254093593628, -0.4389214473825678, 0.093637344699367]|10403.7792968750000000|      0.00781250|[1432, 544, 0, 34]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      18|[9.275396111991995, 0.0830803385933342, 0.1605008101796467, 1.1320593112827764, 0.0341669112661882, -0.4380713901622484, 0.0859543532903699]|10267.5722656250000000|      0.01562500|[1516, 576, 0, 36]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      19|[9.275396111991995, 0.0830803385933342, 0.1605008101796467, 1.1320593112827764, 0.0341669112661882, -0.4380713901622484, 0.0859543532903699]|10267.5722656250000000|      0.00781250|[1601, 608, 0, 38]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      20|[9.275396111991995, 0.0830803385933342, 0.1605008101796467, 1.1320593112827764, 0.0341669112661882, -0.4380713901622484, 0.0859543532903699]|10267.5722656250000000|      0.00390625|[1685, 640, 0, 40]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      21|[9.275516890129554, 0.083234545519021, 0.1605105547704566, 1.1320401591518965, 0.0342694627165796, -0.4373690912047499, 0.0897905258022898]|10238.8242187500000000|      0.00781250|[1769, 672, 0, 42]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      22|[9.269913451861544, 0.0826088320272077, 0.1583672045519057, 1.1330444415939682, 0.0301253426588287, -0.4364093410368291, 0.0874351630633319]|10221.9287109375000000|      0.01562500|[1853, 704, 0, 44]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      23|[9.269913451861544, 0.0826088320272077, 0.1583672045519057, 1.1330444415939682, 0.0301253426588287, -0.4364093410368291, 0.0874351630633319]|10221.9287109375000000|      0.00781250|[1938, 736, 0, 46]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      24|[9.269913451861544, 0.0826088320272077, 0.1583672045519057, 1.1330444415939682, 0.0301253426588287, -0.4364093410368291, 0.0874351630633319]|10221.9287109375000000|      0.00390625|[2021, 768, 0, 48]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      25|[9.269913451861544, 0.0826088320272077, 0.1583672045519057, 1.1330444415939682, 0.0301253426588287, -0.4364093410368291, 0.0874351630633319]|10221.9287109375000000|      0.00195312|[2106, 800, 0, 50]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      26|[9.269856529501695, 0.082748482804144, 0.1584460978848403, 1.1333367676155097, 0.029476588099266, -0.4352602448491282, 0.0888347957233829]|10210.4062500000000000|      0.00390625|[2191, 832, 0, 52]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      27|[9.27112258315424, 0.082394278492106, 0.158344474287484, 1.1338646171947109, 0.0283304526355107, -0.4324778526257661, 0.0867887871708581]|10205.9306640625000000|      0.00781250|[2276, 864, 0, 54]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      28|[9.27112258315424, 0.082394278492106, 0.158344474287484, 1.1338646171947109, 0.0283304526355107, -0.4324778526257661, 0.0867887871708581]|10205.9306640625000000|      0.00390625|[2360, 896, 0, 56]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      29|[9.271274457482154, 0.080921936985335, 0.156385317163293, 1.1353465926032535, 0.0282500200657586, -0.4301740410218654, 0.0881000341670878]|10172.1777343750000000|      0.00781250|[2446, 928, 0, 58]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      30|[9.271274457482154, 0.080921936985335, 0.156385317163293, 1.1353465926032535, 0.0282500200657586, -0.4301740410218654, 0.0881000341670878]|10172.1777343750000000|      0.00390625|[2531, 960, 0, 60]                                                         |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      31|[9.27119497120988, 0.0815227505984757, 0.1546220714063135, 1.1364153640718084, 0.0265073126086771, -0.4275678702424014, 0.0890006065034842]|10155.5634765625000000|      0.00781250|[2615, 992, 0, 62]                                                         |  | trying linear partial model with 49 points | iterate success | actual_k=16
      32|[9.27119497120988, 0.0815227505984757, 0.1546220714063135, 1.1364153640718084, 0.0265073126086771, -0.4275678702424014, 0.0890006065034842]|10155.5634765625000000|      0.00390625|[2698, 1024, 0, 64]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      33|[9.27119497120988, 0.0815227505984757, 0.1546220714063135, 1.1364153640718084, 0.0265073126086771, -0.4275678702424014, 0.0890006065034842]|10155.5634765625000000|      0.00195312|[2781, 1056, 0, 66]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
      34|[9.271214536878134, 0.0814188610308214, 0.1544874578890089, 1.1368484545986264, 0.0265331546685517, -0.4263113777863509, 0.0875799052328602]|10148.0136718750000000|      0.00390625|[2864, 1088, 0, 68]                                                        |  | trying linear partial model with 49 points | iterate success | actual_k=16
      35|[9.271214536878134, 0.0814188610308214, 0.1544874578890089, 1.1368484545986264, 0.0265331546685517, -0.4263113777863509, 0.0875799052328602]|10148.0136718750000000|      0.00195312|[2951, 1120, 0, 70]                                                        |  | trying linear partial model with 49 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=16
