k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.20000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[0.8000898095295073, 0.0940070252752655]                                        |  1.2409006357192993|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[0.8000898095295073, 0.0940070252752655]                                        |  1.2409006357192993|      0.20000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[0.6002110952381569, 0.0870428617765572]                                        |  0.3949785828590393|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       5|[0.6002110952381569, 0.0870428617765572]                                        |  0.3949785828590393|      0.20000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.4006611296904253, 0.073633490057526]                                         |  0.0791379511356354|      1.00000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       7|[0.4006611296904253, 0.073633490057526]                                         |  0.0791379511356354|      0.20000000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.4006611296904253, 0.073633490057526]                                         |  0.0791379511356354|      0.04000000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[0.3607484976728499, 0.0709911794342997]                                        |  0.0521967932581902|      0.20000000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      10|[0.3607484976728499, 0.0709911794342997]                                        |  0.0521967932581902|      0.04000000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.3208503112287937, 0.0681390366476684]                                        |  0.0328135751187801|      0.20000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[0.3208503112287937, 0.0681390366476684]                                        |  0.0328135751187801|      0.04000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[0.2809876480192058, 0.0648272271967844]                                        |  0.0194178372621536|      0.20000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      14|[0.2809876480192058, 0.0648272271967844]                                        |  0.0194178372621536|      0.04000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[0.2809876480192058, 0.0648272271967844]                                        |  0.0194178372621536|      0.00800000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[0.2730183126375816, 0.0641274461058759]                                        |  0.0173319801688194|      0.04000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[0.2730183126375816, 0.0641274461058759]                                        |  0.0173319801688194|      0.00800000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      18|[0.2650502097316207, 0.0634137682513656]                                        |  0.0154193881899118|      0.04000000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[0.2650502097316207, 0.0634137682513656]                                        |  0.0154193881899118|      0.00800000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      20|[0.2570836406761124, 0.0626831674822602]                                        |  0.0136701483279467|      0.04000000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      21|[0.2570836406761124, 0.0626831674822602]                                        |  0.0136701483279467|      0.00800000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      22|[0.2491187741363597, 0.0619342342382874]                                        |  0.0120746409520507|      0.04000000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      23|[0.2491187741363597, 0.0619342342382874]                                        |  0.0120746409520507|      0.00800000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      24|[0.2411555885195302, 0.0611676347131644]                                        |  0.0106235435232520|      0.04000000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
