k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      2.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      4.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      2.00000000|[52, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      1.00000000|[83, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      0.50000000|[114, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[9.555478278932382, -1.3764060958484055, 2.0628638997987614, -0.7844601141178211, -0.475710773360841, 1.1105669090560715, -0.3318152421680129]|40935.7109375000000000|      0.25000000|[145, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[9.56701025063728, -1.3779026292443777, 2.063606564198527, -0.8988553840232691, -0.6113292567654366, 1.158844744582443, -0.1628335205376328]|25612.1113281250000000|      0.50000000|[155, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[9.56701025063728, -1.3779026292443777, 2.063606564198527, -0.8988553840232691, -0.6113292567654366, 1.158844744582443, -0.1628335205376328]|25612.1113281250000000|      0.25000000|[183, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[9.56701025063728, -1.3779026292443777, 2.063606564198527, -0.8988553840232691, -0.6113292567654366, 1.158844744582443, -0.1628335205376328]|25612.1113281250000000|      0.12500000|[211, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.56701025063728, -1.3779026292443777, 2.063606564198527, -0.8988553840232691, -0.6113292567654366, 1.158844744582443, -0.1628335205376328]|25612.1113281250000000|      0.06250000|[241, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[9.541401279724017, -1.3723453230075287, 2.0919438248959534, -0.9026172285851694, -0.5902851845219375, 1.1473085144869792, -0.1200964458084631]|19172.6640625000000000|      0.12500000|[252, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[9.541401279724017, -1.3723453230075287, 2.0919438248959534, -0.9026172285851694, -0.5902851845219375, 1.1473085144869792, -0.1200964458084631]|19172.6640625000000000|      0.06250000|[282, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[9.541401279724017, -1.3723453230075287, 2.0919438248959534, -0.9026172285851694, -0.5902851845219375, 1.1473085144869792, -0.1200964458084631]|19172.6640625000000000|      0.03125000|[309, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[9.528299738782582, -1.3676443552254642, 2.0802183495096234, -0.9068367601734936, -0.6002124780785586, 1.1292639879368176, -0.1058358107863893]|17207.6035156250000000|      0.06250000|[319, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      15|[9.528299738782582, -1.3676443552254642, 2.0802183495096234, -0.9068367601734936, -0.6002124780785586, 1.1292639879368176, -0.1058358107863893]|17207.6035156250000000|      0.03125000|[347, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      16|[9.528299738782582, -1.3676443552254642, 2.0802183495096234, -0.9068367601734936, -0.6002124780785586, 1.1292639879368176, -0.1058358107863893]|17207.6035156250000000|      0.01562500|[376, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[9.530204122568875, -1.3707746063922637, 2.072332916134843, -0.917080112785736, -0.5993251177838473, 1.1292705748302654, -0.0979097972170961]|16806.0429687500000000|      0.03125000|[387, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[9.530204122568875, -1.3707746063922637, 2.072332916134843, -0.917080112785736, -0.5993251177838473, 1.1292705748302654, -0.0979097972170961]|16806.0429687500000000|      0.01562500|[417, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[9.530204122568875, -1.3707746063922637, 2.072332916134843, -0.917080112785736, -0.5993251177838473, 1.1292705748302654, -0.0979097972170961]|16806.0429687500000000|      0.00781250|[447, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      20|[9.52619908188907, -1.372211841270619, 2.067616574900723, -0.9184626177628388, -0.599788062249404, 1.1260658053675603, -0.1007888772388892]|16707.7148437500000000|      0.01562500|[457, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      21|[9.52619908188907, -1.372211841270619, 2.067616574900723, -0.9184626177628388, -0.599788062249404, 1.1260658053675603, -0.1007888772388892]|16707.7148437500000000|      0.00781250|[487, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[9.526778312398655, -1.3737092359383738, 2.069178301309233, -0.9236041343683454, -0.6003929332942052, 1.1206615383374492, -0.100682557050668]|16572.0312500000000000|      0.01562500|[508, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 18 points | iterate success | actual_k=2
      23|[9.526778312398655, -1.3737092359383738, 2.069178301309233, -0.9236041343683454, -0.6003929332942052, 1.1206615383374492, -0.100682557050668]|16572.0312500000000000|      0.00781250|[538, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[9.526808851748017, -1.3730242638966197, 2.070830575714116, -0.9284513684767887, -0.6007861909086577, 1.11551299637747, -0.0979117788523853]|16467.3125000000000000|      0.01562500|[564, 226, 0, 113]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
      25|[9.526808851748017, -1.3730242638966197, 2.070830575714116, -0.9284513684767887, -0.6007861909086577, 1.11551299637747, -0.0979117788523853]|16467.3125000000000000|      0.00781250|[593, 238, 0, 119]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      26|[9.526808851748017, -1.3730242638966197, 2.070830575714116, -0.9284513684767887, -0.6007861909086577, 1.11551299637747, -0.0979117788523853]|16467.3125000000000000|      0.00390625|[620, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      27|[9.526808851748017, -1.3730242638966197, 2.070830575714116, -0.9284513684767887, -0.6007861909086577, 1.11551299637747, -0.0979117788523853]|16467.3125000000000000|      0.00195312|[649, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 25 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      28|[9.526156475252753, -1.3713010711108764, 2.0709475220877915, -0.92829978095072, -0.6003182557907984, 1.1153079662292429, -0.0982611395952161]|16454.4921875000000000|      0.00390625|[660, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      29|[9.525593090612501, -1.371679504868215, 2.072924487252971, -0.9306136626113884, -0.6007965520814906, 1.1139569719745805, -0.1001270930456552]|16390.6406250000000000|      0.00781250|[671, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[9.52382950081508, -1.3678102613442567, 2.074156074039744, -0.9345615932928593, -0.6005158486274673, 1.109165508604221, -0.0984495998292506]|16289.8007812500000000|      0.01562500|[696, 278, 0, 139]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | iterate success | actual_k=2
      31|[9.52382950081508, -1.3678102613442567, 2.074156074039744, -0.9345615932928593, -0.6005158486274673, 1.109165508604221, -0.0984495998292506]|16289.8007812500000000|      0.00781250|[727, 290, 0, 145]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 22 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 27 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      32|[9.526003677258613, -1.3653009525825313, 2.0709069727285487, -0.93964841422569, -0.5991409280323077, 1.106159229728174, -0.1000777757178018]|16184.8222656250000000|      0.01562500|[755, 302, 0, 151]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 24 points | iterate success | actual_k=2
      33|[9.526688897249509, -1.3670707906754325, 2.063859233999728, -0.9437170205967728, -0.5972675568484488, 1.0931348629147113, -0.0989956748850137]|15982.0742187500000000|      0.03125000|[785, 314, 0, 157]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | iterate success | actual_k=2
      34|[9.526688897249509, -1.3670707906754325, 2.063859233999728, -0.9437170205967728, -0.5972675568484488, 1.0931348629147113, -0.0989956748850137]|15982.0742187500000000|      0.01562500|[815, 326, 0, 163]                                                         |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 26 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
