k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      2.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[22.575418905787444, 37.55469782989335, 42.37691574007512, 39.51293778196269]   |655.6130371093750000|      4.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[19.42698299321371, 35.55606673753873, 43.5841238899349, 40.310103727046595]    |414.3228149414062500|      8.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[19.42698299321371, 35.55606673753873, 43.5841238899349, 40.310103727046595]    |414.3228149414062500|      4.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[15.998053681926656, 33.660295758690154, 44.21497390010617, 40.81062789091777]  |244.3522644042968750|      8.00000000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[15.998053681926656, 33.660295758690154, 44.21497390010617, 40.81062789091777]  |244.3522644042968750|      4.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[15.998053681926656, 33.660295758690154, 44.21497390010617, 40.81062789091777]  |244.3522644042968750|      2.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[14.21718017792178, 32.87525617521624, 44.59902867126635, 41.06499838421761]    |180.5354309082031250|      4.00000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[14.21718017792178, 32.87525617521624, 44.59902867126635, 41.06499838421761]    |180.5354309082031250|      2.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[12.393551781642723, 32.140966898975456, 44.92054623272948, 41.24339454099587]  |128.6915435791015625|      4.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      11|[12.393551781642723, 32.140966898975456, 44.92054623272948, 41.24339454099587]  |128.6915435791015625|      2.00000000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
