k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|     10.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[16.20329909126007, 33.5033957903352, 44.68623304158537, 40.80190480107824]     |245.2723236083984375|    100.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[16.20329909126007, 33.5033957903352, 44.68623304158537, 40.80190480107824]     |245.2723236083984375|     10.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[6.6827633253131875, 30.52575575852714, 44.509862469067855, 41.481575303196834] | 32.1723327636718750|    100.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[6.6827633253131875, 30.52575575852714, 44.509862469067855, 41.481575303196834] | 32.1723327636718750|     10.00000000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.8570711219776355, 26.190738182317972, 46.58276230103508, 45.960593656366925]|  1.0206559896469116|    100.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[-0.8570711219776355, 26.190738182317972, 46.58276230103508, 45.960593656366925]|  1.0206559896469116|     10.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.8570711219776355, 26.190738182317972, 46.58276230103508, 45.960593656366925]|  1.0206559896469116|      1.00000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[0.1373752996125436, 26.26127990675407, 46.658580068175176, 45.979351211803596] |  0.0828689709305763|     10.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[0.1373752996125436, 26.26127990675407, 46.658580068175176, 45.979351211803596] |  0.0828689709305763|      1.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[0.1373752996125436, 26.26127990675407, 46.658580068175176, 45.979351211803596] |  0.0828689709305763|      0.10000000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
