k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      1.11111111|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.4252889543237032, 1.1791060200677377, 4.713044237064852, 5.929290819004325, 5.785057849416178, 7.941146265997844]|132.8536071777343750|      1.23456790|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.37174211|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.23456790|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.11111111|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      1.00000000|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-0.434158431695184, 0.8016471790247186, 4.268749482581402, 6.183370828297917, 5.173546507720031, 7.8566932273590515]| 71.0731277465820312|      0.90000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[-0.8028021040379854, 1.0714725132315734, 3.7985327631145713, 6.148426032072081, 4.5752312089885, 7.711813852994868]| 42.9791336059570312|      1.00000000|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.8028021040379854, 1.0714725132315734, 3.7985327631145713, 6.148426032072081, 4.5752312089885, 7.711813852994868]| 42.9791336059570312|      0.90000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[-0.8028021040379854, 1.0714725132315734, 3.7985327631145713, 6.148426032072081, 4.5752312089885, 7.711813852994868]| 42.9791336059570312|      0.81000000|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[-0.8028021040379854, 1.0714725132315734, 3.7985327631145713, 6.148426032072081, 4.5752312089885, 7.711813852994868]| 42.9791336059570312|      0.72900000|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[-0.8028021040379854, 1.0714725132315734, 3.7985327631145713, 6.148426032072081, 4.5752312089885, 7.711813852994868]| 42.9791336059570312|      0.65610000|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[-1.0442335869696278, 1.216712710176521, 3.3855138262219207, 6.245930290329792, 4.185697774533956, 7.850577375119911]| 28.5218009948730469|      0.72900000|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[-1.0442335869696278, 1.216712710176521, 3.3855138262219207, 6.245930290329792, 4.185697774533956, 7.850577375119911]| 28.5218009948730469|      0.65610000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-1.0442335869696278, 1.216712710176521, 3.3855138262219207, 6.245930290329792, 4.185697774533956, 7.850577375119911]| 28.5218009948730469|      0.59049000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[-1.0442335869696278, 1.216712710176521, 3.3855138262219207, 6.245930290329792, 4.185697774533956, 7.850577375119911]| 28.5218009948730469|      0.53144100|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[-1.0442335869696278, 1.216712710176521, 3.3855138262219207, 6.245930290329792, 4.185697774533956, 7.850577375119911]| 28.5218009948730469|      0.47829690|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      18|[-1.0442335869696278, 1.216712710176521, 3.3855138262219207, 6.245930290329792, 4.185697774533956, 7.850577375119911]| 28.5218009948730469|      0.43046721|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[-1.1394929306826451, 1.3123857651106545, 3.0500739223434348, 6.1908206467982465, 3.961512383219847, 7.886049212925099]| 21.7760620117187500|      0.47829690|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[-1.1394929306826451, 1.3123857651106545, 3.0500739223434348, 6.1908206467982465, 3.961512383219847, 7.886049212925099]| 21.7760620117187500|      0.43046721|[218, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[-1.1394929306826451, 1.3123857651106545, 3.0500739223434348, 6.1908206467982465, 3.961512383219847, 7.886049212925099]| 21.7760620117187500|      0.38742049|[229, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      22|[-1.1394929306826451, 1.3123857651106545, 3.0500739223434348, 6.1908206467982465, 3.961512383219847, 7.886049212925099]| 21.7760620117187500|      0.34867844|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[-1.1394929306826451, 1.3123857651106545, 3.0500739223434348, 6.1908206467982465, 3.961512383219847, 7.886049212925099]| 21.7760620117187500|      0.31381060|[251, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[-1.1394929306826451, 1.3123857651106545, 3.0500739223434348, 6.1908206467982465, 3.961512383219847, 7.886049212925099]| 21.7760620117187500|      0.28242954|[261, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      25|[-1.164187250757367, 1.4328728112029674, 2.9966009452392943, 6.28450827045603, 3.731579288927601, 7.874492941941796]| 18.6887092590332031|      0.31381060|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[-1.164187250757367, 1.4328728112029674, 2.9966009452392943, 6.28450827045603, 3.731579288927601, 7.874492941941796]| 18.6887092590332031|      0.28242954|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[-1.164187250757367, 1.4328728112029674, 2.9966009452392943, 6.28450827045603, 3.731579288927601, 7.874492941941796]| 18.6887092590332031|      0.25418658|[291, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      28|[-1.164187250757367, 1.4328728112029674, 2.9966009452392943, 6.28450827045603, 3.731579288927601, 7.874492941941796]| 18.6887092590332031|      0.22876792|[302, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[-1.1707677785500636, 1.5374091545638175, 2.9316501356860685, 6.302543244507752, 3.539735557436264, 7.87845874706336]| 16.2163162231445312|      0.25418658|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[-1.1707677785500636, 1.5374091545638175, 2.9316501356860685, 6.302543244507752, 3.539735557436264, 7.87845874706336]| 16.2163162231445312|      0.22876792|[325, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[-1.2010278278889552, 1.6097793250123733, 2.793839486150755, 6.336279825796632, 3.3789340453880357, 7.864509093784939]| 14.0144824981689453|      0.25418658|[335, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      32|[-1.2010278278889552, 1.6097793250123733, 2.793839486150755, 6.336279825796632, 3.3789340453880357, 7.864509093784939]| 14.0144824981689453|      0.22876792|[347, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      33|[-1.2010278278889552, 1.6097793250123733, 2.793839486150755, 6.336279825796632, 3.3789340453880357, 7.864509093784939]| 14.0144824981689453|      0.20589113|[358, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[-1.2211602540337756, 1.7015015819014814, 2.6668747175495877, 6.268473029639683, 3.2679077711401794, 7.887492210186549]| 12.3124809265136719|      0.22876792|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[-1.2211602540337756, 1.7015015819014814, 2.6668747175495877, 6.268473029639683, 3.2679077711401794, 7.887492210186549]| 12.3124809265136719|      0.20589113|[378, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[-1.2211602540337756, 1.7015015819014814, 2.6668747175495877, 6.268473029639683, 3.2679077711401794, 7.887492210186549]| 12.3124809265136719|      0.18530202|[388, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      37|[-1.183885012626, 1.7593280158411777, 2.55242066149377, 6.217270335738213, 3.1596615507299433, 7.934019697494999]| 10.9476556777954102|      0.20589113|[400, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      38|[-1.183885012626, 1.7593280158411777, 2.55242066149377, 6.217270335738213, 3.1596615507299433, 7.934019697494999]| 10.9476556777954102|      0.18530202|[410, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      39|[-1.1244797646164042, 1.8669249571107507, 2.4583531167653794, 6.188292057898465, 3.067961447247564, 7.967685710101352]|  9.6200952529907227|      0.20589113|[421, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      40|[-1.1244797646164042, 1.8669249571107507, 2.4583531167653794, 6.188292057898465, 3.067961447247564, 7.967685710101352]|  9.6200952529907227|      0.18530202|[432, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      41|[-1.1244797646164042, 1.8669249571107507, 2.4583531167653794, 6.188292057898465, 3.067961447247564, 7.967685710101352]|  9.6200952529907227|      0.16677182|[442, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      42|[-1.1244797646164042, 1.8669249571107507, 2.4583531167653794, 6.188292057898465, 3.067961447247564, 7.967685710101352]|  9.6200952529907227|      0.15009464|[452, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      43|[-1.1244797646164042, 1.8669249571107507, 2.4583531167653794, 6.188292057898465, 3.067961447247564, 7.967685710101352]|  9.6200952529907227|      0.13508517|[463, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      44|[-1.1434398950490294, 1.9637269568818343, 2.441323179590961, 6.139792389574184, 2.9943054759596555, 7.946461873699734]|  8.9124155044555664|      0.15009464|[473, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[-1.060985292125922, 2.0111573428397604, 2.380340637949641, 6.0948904301011915, 2.9247552448121508, 7.89253872943502]|  8.0636930465698242|      0.16677182|[483, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      46|[-1.060985292125922, 2.0111573428397604, 2.380340637949641, 6.0948904301011915, 2.9247552448121508, 7.89253872943502]|  8.0636930465698242|      0.15009464|[494, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      47|[-1.060985292125922, 2.0111573428397604, 2.380340637949641, 6.0948904301011915, 2.9247552448121508, 7.89253872943502]|  8.0636930465698242|      0.13508517|[504, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      48|[-1.060985292125922, 2.0111573428397604, 2.380340637949641, 6.0948904301011915, 2.9247552448121508, 7.89253872943502]|  8.0636930465698242|      0.12157665|[514, 192, 0, 96]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      49|[-1.0131334402238767, 2.0727790612006163, 2.32208954142055, 6.074708178068024, 2.8588964552641296, 7.868960066781418]|  7.3707351684570312|      0.13508517|[526, 196, 0, 98]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      50|[-1.0131334402238767, 2.0727790612006163, 2.32208954142055, 6.074708178068024, 2.8588964552641296, 7.868960066781418]|  7.3707351684570312|      0.12157665|[537, 200, 0, 100]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      51|[-0.9672393785768668, 2.1208136036055873, 2.2734772754363197, 6.035634543431014, 2.7841683895810823, 7.839075026136939]|  6.7432270050048828|      0.13508517|[547, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      52|[-0.9672393785768668, 2.1208136036055873, 2.2734772754363197, 6.035634543431014, 2.7841683895810823, 7.839075026136939]|  6.7432270050048828|      0.12157665|[558, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      53|[-0.9672393785768668, 2.1208136036055873, 2.2734772754363197, 6.035634543431014, 2.7841683895810823, 7.839075026136939]|  6.7432270050048828|      0.10941899|[570, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[-0.9257428532297609, 2.185959340615722, 2.2314229883211603, 6.035018133643534, 2.719187994060599, 7.842972677775635]|  6.2266635894775391|      0.12157665|[581, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[-0.9257428532297609, 2.185959340615722, 2.2314229883211603, 6.035018133643534, 2.719187994060599, 7.842972677775635]|  6.2266635894775391|      0.10941899|[592, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[-0.9257428532297609, 2.185959340615722, 2.2314229883211603, 6.035018133643534, 2.719187994060599, 7.842972677775635]|  6.2266635894775391|      0.09847709|[603, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      57|[-0.9257428532297609, 2.185959340615722, 2.2314229883211603, 6.035018133643534, 2.719187994060599, 7.842972677775635]|  6.2266635894775391|      0.08862938|[613, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
