k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.986280623848532, 2.9009455769891392]                                         |737.0603637695312500|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.986280623848532, 2.9009455769891392]                                         |737.0603637695312500|      0.10000000|[20, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.9733346816075255, 2.8017871049381213]                                        |607.5532226562500000|      1.00000000|[25, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.9733346816075255, 2.8017871049381213]                                        |607.5532226562500000|      0.10000000|[31, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.9583495907550466, 2.7029162444576795]                                        |497.8508300781250000|      1.00000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.4973922246931566, 1.8154939624108037]                                        | 44.1969566345214844|     10.00000000|[44, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       8|[1.4973922246931566, 1.8154939624108037]                                        | 44.1969566345214844|      1.00000000|[50, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.4866484381168574, 0.8155516785513788]                                        |  0.7947210669517517|     10.00000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      10|[1.4866484381168574, 0.8155516785513788]                                        |  0.7947210669517517|      1.00000000|[62, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.4866484381168574, 0.8155516785513788]                                        |  0.7947210669517517|      0.10000000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.3947286830458419, 0.7761720057786841]                                        |  0.3023318350315094|      1.00000000|[73, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[1.3947286830458419, 0.7761720057786841]                                        |  0.3023318350315094|      0.10000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.3404142875122318, 0.6922080466187054]                                        |  0.1451625525951385|      1.00000000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[1.3404142875122318, 0.6922080466187054]                                        |  0.1451625525951385|      0.10000000|[92, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.3404142875122318, 0.6922080466187054]                                        |  0.1451625525951385|      0.01000000|[98, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.3304266442143633, 0.6917110744318155]                                        |  0.1387466490268707|      0.10000000|[103, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[1.3304266442143633, 0.6917110744318155]                                        |  0.1387466490268707|      0.01000000|[109, 39, 0, 39]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
