k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5302179733351008, 0.7952687000298018, 5.253291112116963, 5.197971077703213, 6.362115555216128, 7.875064189914358]|189.0649566650390625|      5.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[-0.645402420554909, 3.3245244903783635, 4.197432693379573, 7.498528159738193, 4.663322941452588, 5.059485101385555]| 60.4767112731933594|     25.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[-0.645402420554909, 3.3245244903783635, 4.197432693379573, 7.498528159738193, 4.663322941452588, 5.059485101385555]| 60.4767112731933594|      5.00000000|[42, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.645402420554909, 3.3245244903783635, 4.197432693379573, 7.498528159738193, 4.663322941452588, 5.059485101385555]| 60.4767112731933594|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[-0.645402420554909, 3.3245244903783635, 4.197432693379573, 7.498528159738193, 4.663322941452588, 5.059485101385555]| 60.4767112731933594|      0.20000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[-0.7921019397705735, 3.3149216552747798, 4.145120129558494, 7.487578303274099, 4.540088784851635, 5.078028983843105]| 52.7796745300292969|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[-0.7921019397705735, 3.3149216552747798, 4.145120129558494, 7.487578303274099, 4.540088784851635, 5.078028983843105]| 52.7796745300292969|      0.20000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[-0.8698576827945689, 3.3711180533171197, 4.056307086185904, 7.485773257621381, 4.389479981383283, 5.063129899013003]| 46.1580772399902344|      1.00000000|[108, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[-0.8698576827945689, 3.3711180533171197, 4.056307086185904, 7.485773257621381, 4.389479981383283, 5.063129899013003]| 46.1580772399902344|      0.20000000|[121, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[-1.0123973513430067, 3.3250166344280294, 3.9521866410594275, 7.434033917947372, 4.3303217790632, 5.0399052827291495]| 40.2266960144042969|      1.00000000|[134, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[-1.0123973513430067, 3.3250166344280294, 3.9521866410594275, 7.434033917947372, 4.3303217790632, 5.0399052827291495]| 40.2266960144042969|      0.20000000|[148, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[-1.1188153270463612, 3.3806269288391357, 3.8788380010011068, 7.461271785634308, 4.2037334004560405, 5.098524115622551]| 34.3793373107910156|      1.00000000|[162, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[-1.1188153270463612, 3.3806269288391357, 3.8788380010011068, 7.461271785634308, 4.2037334004560405, 5.098524115622551]| 34.3793373107910156|      0.20000000|[176, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[-1.2338339665293807, 3.473266862488808, 3.8605892972666473, 7.452367235604786, 4.073004321966846, 5.072329514976443]| 29.9983234405517578|      1.00000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[-1.2338339665293807, 3.473266862488808, 3.8605892972666473, 7.452367235604786, 4.073004321966846, 5.072329514976443]| 29.9983234405517578|      0.20000000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[-1.289021998288821, 3.531729623102189, 3.819741578020576, 7.442448757937896, 3.9223797322346785, 4.977031522483614]| 26.4174785614013672|      1.00000000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[-1.289021998288821, 3.531729623102189, 3.819741578020576, 7.442448757937896, 3.9223797322346785, 4.977031522483614]| 26.4174785614013672|      0.20000000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[-1.3739765337849121, 3.5499903614790407, 3.7350125208447733, 7.512900885802076, 3.780138390830535, 4.968420037267096]| 21.8867931365966797|      1.00000000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[-1.3739765337849121, 3.5499903614790407, 3.7350125208447733, 7.512900885802076, 3.780138390830535, 4.968420037267096]| 21.8867931365966797|      0.20000000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[-1.4939083918396228, 3.6532016209382374, 3.621175959775349, 7.509198680265655, 3.735580526379869, 4.965988351012558]| 18.4005680084228516|      1.00000000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[-1.4939083918396228, 3.6532016209382374, 3.621175959775349, 7.509198680265655, 3.735580526379869, 4.965988351012558]| 18.4005680084228516|      0.20000000|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
