k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.20000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.04000000|[43, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00800000|[65, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00160000|[85, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00032000|[107, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00006400|[128, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00001280|[148, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00000256|[169, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[96.99999985093291, 0.0090022838394701, 100.00000010189446, 64.99999955666019, 19.99999934294658, 69.99999953279593, 178.00000001282427, 16.50000067702312]|7371.3623046875000000|      0.00001280|[191, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      10|[96.99999985093291, 0.0090022838394701, 100.00000010189446, 64.99999955666019, 19.99999934294658, 69.99999953279593, 178.00000001282427, 16.50000067702312]|7371.3623046875000000|      0.00000256|[212, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[97.00000056091946, 0.0090046833324411, 100.00000019860039, 64.9999993861693, 19.999999776265103, 69.99999956044869, 177.99999977702998, 16.50000077400168]|7371.0141601562500000|      0.00001280|[232, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      12|[96.99999942735273, 0.0090147071923245, 100.00000401332595, 65.00000186332815, 19.99999886776989, 69.9999965020741, 178.00000343916352, 16.499996555166323]|7369.8950195312500000|      0.00006400|[253, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[96.99999942735273, 0.0090147071923245, 100.00000401332595, 65.00000186332815, 19.99999886776989, 69.9999965020741, 178.00000343916352, 16.499996555166323]|7369.8950195312500000|      0.00001280|[275, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[96.99999942735273, 0.0090147071923245, 100.00000401332595, 65.00000186332815, 19.99999886776989, 69.9999965020741, 178.00000343916352, 16.499996555166323]|7369.8950195312500000|      0.00000256|[295, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[96.99999948540118, 0.0090172599960082, 100.00000395917294, 65.00000200255198, 19.99999892579523, 69.99999647138605, 178.00000347751245, 16.499996628163384]|7369.6992187500000000|      0.00001280|[316, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      16|[96.99999948540118, 0.0090172599960082, 100.00000395917294, 65.00000200255198, 19.99999892579523, 69.99999647138605, 178.00000347751245, 16.499996628163384]|7369.6992187500000000|      0.00000256|[338, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[96.99999944226022, 0.0090198175780484, 100.0000039721609, 65.00000206246649, 19.99999899865763, 69.9999964335726, 178.00000347357002, 16.499996627715184]|7369.5385742187500000|      0.00001280|[358, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      18|[96.99999944226022, 0.0090198175780484, 100.0000039721609, 65.00000206246649, 19.99999899865763, 69.9999964335726, 178.00000347357002, 16.499996627715184]|7369.5385742187500000|      0.00000256|[380, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[96.99999944226022, 0.0090198175780484, 100.0000039721609, 65.00000206246649, 19.99999899865763, 69.9999964335726, 178.00000347357002, 16.499996627715184]|7369.5385742187500000|      0.00000051|[403, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[96.99999953091265, 0.0090202440801157, 100.0000038580327, 65.00000205120021, 19.99999894062821, 69.99999663448915, 178.00000342019797, 16.499996515264694]|7369.5156250000000000|      0.00000256|[426, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[96.99999953091265, 0.0090202440801157, 100.0000038580327, 65.00000205120021, 19.99999894062821, 69.99999663448915, 178.00000342019797, 16.499996515264694]|7369.5156250000000000|      0.00000051|[447, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[96.99999953270338, 0.0090207550664685, 100.00000386290239, 65.0000020747431, 19.99999895831472, 69.99999663275761, 178.00000343182307, 16.499996517456886]|7369.4887695312500000|      0.00000256|[469, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[96.99999953270338, 0.0090207550664685, 100.00000386290239, 65.0000020747431, 19.99999895831472, 69.99999663275761, 178.00000343182307, 16.499996517456886]|7369.4887695312500000|      0.00000051|[490, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[96.99999953882701, 0.0090212656168836, 100.0000038599186, 65.00000210385629, 19.999998974141448, 69.99999663379712, 178.00000344413183, 16.499996531066518]|7369.4638671875000000|      0.00000256|[512, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[96.99999953882701, 0.0090212656168836, 100.0000038599186, 65.00000210385629, 19.999998974141448, 69.99999663379712, 178.00000344413183, 16.499996531066518]|7369.4638671875000000|      0.00000051|[533, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      26|[96.99999954167038, 0.0090217766163277, 100.0000038534285, 65.00000212718285, 19.999998992393984, 69.99999663436164, 178.0000034531913, 16.49999653476587]|7369.4399414062500000|      0.00000256|[554, 208, 0, 52]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
