k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[1.1100344375874949, 0.8329897531742327]                                        |  4.7014636993408203|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.1100344375874949, 0.8329897531742327]                                        |  4.7014636993408203|      0.20000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.2232771979614023, 0.6681380706747878]                                        |  3.6553003787994385|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.2232771979614023, 0.6681380706747878]                                        |  3.6553003787994385|      0.20000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.3149422934993413, 0.490381185407239]                                         |  2.8033955097198486|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.3149422934993413, 0.490381185407239]                                         |  2.8033955097198486|      0.20000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.4117574404140263, 0.3153759645482944]                                        |  2.1106600761413574|      1.00000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[1.4117574404140263, 0.3153759645482944]                                        |  2.1106600761413574|      0.20000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.4903858510140995, 0.1314804152641796]                                        |  1.5444440841674805|      1.00000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[1.4903858510140995, 0.1314804152641796]                                        |  1.5444440841674805|      0.20000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.557464148364946, -0.0569353537800047]                                        |  1.0858438014984131|      1.00000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.557464148364946, -0.0569353537800047]                                        |  1.0858438014984131|      0.20000000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.641104378128634, -0.2386062429314522]                                        |  0.7158598303794861|      1.00000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.641104378128634, -0.2386062429314522]                                        |  0.7158598303794861|      0.20000000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.641104378128634, -0.2386062429314522]                                        |  0.7158598303794861|      0.04000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.6597973381830506, -0.2739696879616522]                                       |  0.6515451073646545|      0.20000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.6597973381830506, -0.2739696879616522]                                       |  0.6515451073646545|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.6779608994766617, -0.3096079404599614]                                       |  0.5902916193008423|      0.20000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[1.6779608994766617, -0.3096079404599614]                                       |  0.5902916193008423|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.6980248296837521, -0.3442119677493536]                                       |  0.5320512056350708|      0.20000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[1.6980248296837521, -0.3442119677493536]                                       |  0.5320512056350708|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.7159239826337334, -0.379983748857836]                                        |  0.4767712950706482|      0.20000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.7159239826337334, -0.379983748857836]                                        |  0.4767712950706482|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.7349284992930427, -0.4151807422883271]                                       |  0.4243880212306976|      0.20000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
