k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.20000000|[54, 8, 0, 2]                                                              |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       2|[1.0065003592652622, 1.0302870983153989, 0.9112910226044165, 0.9904051244038675, 0.9887960173775101, 0.9635670186355052, 0.981975792233422, 1.0057173977347436, 0.9453974758282631, 1.0142588565670383, 1.00623861932956, 0.8988289431801423, 1.014364143887119, 0.9683011060448812, 0.9684564972052869, 1.036537681100247, 0.9965104943631312, 1.0078710114877987, 1.0281546273981483, 1.009445354321648, 0.9882547466211578, 0.894291601733807]|  1.4938985109329224|      1.00000000|[107, 16, 0, 4]                                                            |  | trying linear partial model with 29 points | iterate success | actual_k=4
       3|[1.0065003592652622, 1.0302870983153989, 0.9112910226044165, 0.9904051244038675, 0.9887960173775101, 0.9635670186355052, 0.981975792233422, 1.0057173977347436, 0.9453974758282631, 1.0142588565670383, 1.00623861932956, 0.8988289431801423, 1.014364143887119, 0.9683011060448812, 0.9684564972052869, 1.036537681100247, 0.9965104943631312, 1.0078710114877987, 1.0281546273981483, 1.009445354321648, 0.9882547466211578, 0.894291601733807]|  1.4938985109329224|      0.20000000|[160, 24, 0, 6]                                                            |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.0127473113392282, 0.9768219706635503, 0.8389845299847876, 0.9242244455967171, 0.9562561596168712, 0.920039191065842, 0.970416587957567, 0.9317677595834648, 0.9172404404080211, 0.984914764703806, 1.023937173653009, 0.7865624438660793, 0.9702626163534811, 0.9465725278063085, 0.9669386933307074, 1.0421756568907752, 1.0015887374612953, 0.9772620687974979, 1.0304108048497396, 1.0148229142692367, 1.018208293615945, 0.8990540058102181]|  1.4401434659957886|      1.00000000|[212, 32, 0, 8]                                                            |  | trying linear partial model with 29 points | iterate success | actual_k=4
       5|[1.0127473113392282, 0.9768219706635503, 0.8389845299847876, 0.9242244455967171, 0.9562561596168712, 0.920039191065842, 0.970416587957567, 0.9317677595834648, 0.9172404404080211, 0.984914764703806, 1.023937173653009, 0.7865624438660793, 0.9702626163534811, 0.9465725278063085, 0.9669386933307074, 1.0421756568907752, 1.0015887374612953, 0.9772620687974979, 1.0304108048497396, 1.0148229142692367, 1.018208293615945, 0.8990540058102181]|  1.4401434659957886|      0.20000000|[265, 40, 0, 10]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       6|[0.9740098188649317, 0.935745256579639, 0.7841587423934283, 0.9134222507621934, 0.917941654209555, 0.9367606535701974, 0.9464524744434689, 0.9022591097480737, 0.8469823868759891, 0.9602748733395928, 1.0142352729850475, 0.6816348457584959, 0.995945520043344, 0.9395162625713709, 0.9093367989694568, 1.043589820252852, 0.956528909503315, 1.0214372372950387, 0.9615930033290253, 1.0336149492945754, 0.9909524572205377, 0.8964972743450768]|  1.3953523635864258|      1.00000000|[318, 48, 0, 12]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
       7|[0.9740098188649317, 0.935745256579639, 0.7841587423934283, 0.9134222507621934, 0.917941654209555, 0.9367606535701974, 0.9464524744434689, 0.9022591097480737, 0.8469823868759891, 0.9602748733395928, 1.0142352729850475, 0.6816348457584959, 0.995945520043344, 0.9395162625713709, 0.9093367989694568, 1.043589820252852, 0.956528909503315, 1.0214372372950387, 0.9615930033290253, 1.0336149492945754, 0.9909524572205377, 0.8964972743450768]|  1.3953523635864258|      0.20000000|[371, 56, 0, 14]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
       8|[0.9177718534834433, 0.9219027886378189, 0.7374314311907633, 0.8621361278798949, 0.8554105654466675, 0.9266731165621122, 0.9075277850629822, 0.8847107622050774, 0.8382537882749206, 0.9177511304588741, 1.0755263979132568, 0.561450336411699, 0.9799760291860715, 0.8954534883978084, 0.9078593334353865, 1.0300798383570569, 0.9532213650667563, 1.0037891365044915, 0.9355064600149636, 0.9910225398773985, 0.9882649225034993, 0.8699242047648126]|  1.3439512252807617|      1.00000000|[425, 64, 0, 16]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
       9|[0.9177718534834433, 0.9219027886378189, 0.7374314311907633, 0.8621361278798949, 0.8554105654466675, 0.9266731165621122, 0.9075277850629822, 0.8847107622050774, 0.8382537882749206, 0.9177511304588741, 1.0755263979132568, 0.561450336411699, 0.9799760291860715, 0.8954534883978084, 0.9078593334353865, 1.0300798383570569, 0.9532213650667563, 1.0037891365044915, 0.9355064600149636, 0.9910225398773985, 0.9882649225034993, 0.8699242047648126]|  1.3439512252807617|      0.20000000|[478, 72, 0, 18]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
      10|[0.8989026846397937, 0.8834498968864841, 0.7060069678465594, 0.7908225692407097, 0.7749930916745379, 0.9203516663117935, 0.8871251392113634, 0.8159826090658342, 0.813758822244758, 0.8922994048687163, 1.1125371816726382, 0.4535786299314316, 0.9407322811084183, 0.9123467709025185, 0.9048781914028298, 1.0218691504000117, 0.9251694771101752, 0.9926724640126067, 0.9055685872590606, 0.948464042024608, 0.9715607439803712, 0.8897427977202621]|  1.2945071458816528|      1.00000000|[531, 80, 0, 20]                                                           |  | trying linear partial model with 29 points | iterate success | actual_k=4
      11|[0.8989026846397937, 0.8834498968864841, 0.7060069678465594, 0.7908225692407097, 0.7749930916745379, 0.9203516663117935, 0.8871251392113634, 0.8159826090658342, 0.813758822244758, 0.8922994048687163, 1.1125371816726382, 0.4535786299314316, 0.9407322811084183, 0.9123467709025185, 0.9048781914028298, 1.0218691504000117, 0.9251694771101752, 0.9926724640126067, 0.9055685872590606, 0.948464042024608, 0.9715607439803712, 0.8897427977202621]|  1.2945071458816528|      0.20000000|[584, 88, 0, 22]                                                           |  | trying linear partial model with 29 points | exploitation failed, decreasing delta | actual_k=4
