k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      2.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.2705800642457245, 1.5284062930498727, 4.320083344927976, 6.459698324051736, 5.35320040388515, 7.685074491243862]| 98.9983139038085938|      4.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[-2.014807303219642, 0.3241263780466743, 2.719673347631712, 6.496350954009506, 2.946548385342272, 6.6991308042797195]| 61.2368240356445312|      8.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-2.014807303219642, 0.3241263780466743, 2.719673347631712, 6.496350954009506, 2.946548385342272, 6.6991308042797195]| 61.2368240356445312|      4.00000000|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-1.500053780133829, 1.795271927062968, 2.3807793287284236, 3.482075791769632, 5.024351188277251, 6.469367477242539]| 20.8537921905517578|      8.00000000|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-1.500053780133829, 1.795271927062968, 2.3807793287284236, 3.482075791769632, 5.024351188277251, 6.469367477242539]| 20.8537921905517578|      4.00000000|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-1.500053780133829, 1.795271927062968, 2.3807793287284236, 3.482075791769632, 5.024351188277251, 6.469367477242539]| 20.8537921905517578|      2.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-1.500053780133829, 1.795271927062968, 2.3807793287284236, 3.482075791769632, 5.024351188277251, 6.469367477242539]| 20.8537921905517578|      1.00000000|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[-1.9891975066601308, 2.134567812630365, 1.776509944744376, 3.7776770982006482, 4.585922294808972, 6.439783673819132]|  8.7809638977050781|      2.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[-1.9891975066601308, 2.134567812630365, 1.776509944744376, 3.7776770982006482, 4.585922294808972, 6.439783673819132]|  8.7809638977050781|      1.00000000|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[-1.9891975066601308, 2.134567812630365, 1.776509944744376, 3.7776770982006482, 4.585922294808972, 6.439783673819132]|  8.7809638977050781|      0.50000000|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      12|[-2.0338742370923746, 2.377959056760777, 1.5303080377613338, 3.8024139068177765, 4.257603572759592, 6.29926954610327]|  6.0435419082641602|      1.00000000|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-2.0338742370923746, 2.377959056760777, 1.5303080377613338, 3.8024139068177765, 4.257603572759592, 6.29926954610327]|  6.0435419082641602|      0.50000000|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      14|[-2.0338742370923746, 2.377959056760777, 1.5303080377613338, 3.8024139068177765, 4.257603572759592, 6.29926954610327]|  6.0435419082641602|      0.25000000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-2.031360460757074, 2.5290158662353557, 1.5653597334804323, 3.6393248522755277, 4.340179597693036, 6.228346628355765]|  5.2884511947631836|      0.50000000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[-2.031360460757074, 2.5290158662353557, 1.5653597334804323, 3.6393248522755277, 4.340179597693036, 6.228346628355765]|  5.2884511947631836|      0.25000000|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[-2.06116557680189, 2.747409034368101, 1.5362883256500766, 3.6176109480575027, 4.229822919727518, 6.248861072274232]|  4.2779612541198730|      0.50000000|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[-2.06116557680189, 2.747409034368101, 1.5362883256500766, 3.6176109480575027, 4.229822919727518, 6.248861072274232]|  4.2779612541198730|      0.25000000|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
