k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337744340301|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.581148658726162, -1.1607309244749302, 0.5210454361739792, -0.6173452571081499, 0.3102037174737995, 0.24235540636676, 0.0879953121784845]|112926.0390625000000000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|     25.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|      5.00000000|[34, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|      1.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[9.646037982881046, -1.705651397397093, 4.537779251904588, -1.4630621735033165, -1.4374984920859037, 2.268035097081116, -0.7436429397182208]|43224.7500000000000000|      0.20000000|[54, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[9.66730066553736, -1.7463548201365557, 4.546726566485831, -1.556037279050291, -1.4405794671207144, 2.257218074750513, -0.5732310720722238]|38989.7226562500000000|      1.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[9.66730066553736, -1.7463548201365557, 4.546726566485831, -1.556037279050291, -1.4405794671207144, 2.257218074750513, -0.5732310720722238]|38989.7226562500000000|      0.20000000|[76, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[9.706585725391989, -1.7538603848750578, 4.522857258463549, -1.629476792889191, -1.430109033550147, 2.265519439717208, -0.3936239957295812]|31656.9160156250000000|      1.00000000|[87, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[9.706585725391989, -1.7538603848750578, 4.522857258463549, -1.629476792889191, -1.430109033550147, 2.265519439717208, -0.3936239957295812]|31656.9160156250000000|      0.20000000|[99, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[9.683607938771988, -1.6943806746331291, 4.487820242334667, -1.6475338308295444, -1.3847332938344865, 2.407118907704058, -0.2828486862771373]|24481.6972656250000000|      1.00000000|[110, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
