k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[20.15633411666393, 36.08383906184284, 43.23448327189132, 40.01250948022009]    |466.4254150390625000|     25.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[20.15633411666393, 36.08383906184284, 43.23448327189132, 40.01250948022009]    |466.4254150390625000|      5.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       4|[20.15633411666393, 36.08383906184284, 43.23448327189132, 40.01250948022009]    |466.4254150390625000|      1.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       5|[19.3063704776504, 35.62919521753215, 43.46024877815883, 40.15354395602318]     |413.2975463867187500|      5.00000000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[15.08177523268516, 33.52587235291455, 44.69100518484562, 41.255390864987085]   |210.3711242675781250|     25.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[15.08177523268516, 33.52587235291455, 44.69100518484562, 41.255390864987085]   |210.3711242675781250|      5.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       8|[15.08177523268516, 33.52587235291455, 44.69100518484562, 41.255390864987085]   |210.3711242675781250|      1.00000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[14.184645951979327, 33.15214362117266, 44.89567531444451, 41.371992866774406]  |180.1211547851562500|      5.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[14.184645951979327, 33.15214362117266, 44.89567531444451, 41.371992866774406]  |180.1211547851562500|      1.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[13.278262200801157, 32.78456472134994, 45.075102648875436, 41.47763414499613]  |152.8459472656250000|      5.00000000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[13.278262200801157, 32.78456472134994, 45.075102648875436, 41.47763414499613]  |152.8459472656250000|      1.00000000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[12.361593258707144, 32.43970830887646, 45.241067995576174, 41.59273240332643]  |128.3601226806640625|      5.00000000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[12.361593258707144, 32.43970830887646, 45.241067995576174, 41.59273240332643]  |128.3601226806640625|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[11.43471992924645, 32.112986123273394, 45.392489555963415, 41.69870388826034]  |106.4803390502929688|      5.00000000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[11.43471992924645, 32.112986123273394, 45.392489555963415, 41.69870388826034]  |106.4803390502929688|      1.00000000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[10.499067387252854, 31.80463152614808, 45.53762318207602, 41.79039900080193]   | 87.0414886474609375|      5.00000000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[10.499067387252854, 31.80463152614808, 45.53762318207602, 41.79039900080193]   | 87.0414886474609375|      1.00000000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[9.555511038315698, 31.51258108095435, 45.67198519440969, 41.87011602209711]    | 69.8951873779296875|      5.00000000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[9.555511038315698, 31.51258108095435, 45.67198519440969, 41.87011602209711]    | 69.8951873779296875|      1.00000000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[8.603631252503618, 31.236724121132173, 45.78229234013217, 41.94534995514978]   | 54.9046096801757812|      5.00000000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      22|[8.603631252503618, 31.236724121132173, 45.78229234013217, 41.94534995514978]   | 54.9046096801757812|      1.00000000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[8.603631252503618, 31.236724121132173, 45.78229234013217, 41.94534995514978]   | 54.9046096801757812|      0.20000000|[245, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[8.411694464119782, 31.187593871726623, 45.80570235440634, 41.959437506034504]  | 52.1529960632324219|      1.00000000|[256, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[7.45238758971696, 30.945427378114253, 45.942009796993936, 42.009497382085186]  | 39.5866241455078125|      5.00000000|[266, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[7.45238758971696, 30.945427378114253, 45.942009796993936, 42.009497382085186]  | 39.5866241455078125|      1.00000000|[276, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[6.482048218121254, 30.73667915425732, 46.056273924804636, 42.05203433147613]   | 28.9081287384033203|      5.00000000|[286, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      28|[6.482048218121254, 30.73667915425732, 46.056273924804636, 42.05203433147613]   | 28.9081287384033203|      1.00000000|[297, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[5.511300647027994, 30.527067185084096, 46.15299347892239, 42.11804420533695]   | 20.0307674407958984|      5.00000000|[309, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      30|[5.511300647027994, 30.527067185084096, 46.15299347892239, 42.11804420533695]   | 20.0307674407958984|      1.00000000|[320, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      31|[5.511300647027994, 30.527067185084096, 46.15299347892239, 42.11804420533695]   | 20.0307674407958984|      0.20000000|[332, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[5.314775521504262, 30.494143408018843, 46.1677643183046, 42.12674605833408]    | 18.4618053436279297|      1.00000000|[342, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[5.314775521504262, 30.494143408018843, 46.1677643183046, 42.12674605833408]    | 18.4618053436279297|      0.20000000|[352, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[5.118056513582408, 30.462251665234824, 46.182094646294054, 42.135644955128285] | 16.9604129791259766|      1.00000000|[364, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      35|[5.118056513582408, 30.462251665234824, 46.182094646294054, 42.135644955128285] | 16.9604129791259766|      0.20000000|[375, 140, 0, 70]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      36|[4.921270552857307, 30.43035487890902, 46.19563986406135, 42.14427094835931]    | 15.5260705947875977|      1.00000000|[386, 144, 0, 72]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      37|[4.921270552857307, 30.43035487890902, 46.19563986406135, 42.14427094835931]    | 15.5260705947875977|      0.20000000|[396, 148, 0, 74]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      38|[4.72414933302774, 30.401383913400494, 46.21082926637069, 42.15282605840492]    | 14.1581993103027344|      1.00000000|[407, 152, 0, 76]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      39|[4.72414933302774, 30.401383913400494, 46.21082926637069, 42.15282605840492]    | 14.1581993103027344|      0.20000000|[418, 156, 0, 78]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      40|[4.526692519730867, 30.3730684029144, 46.22366140971134, 42.159487503131146]    | 12.8561086654663086|      1.00000000|[428, 160, 0, 80]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      41|[4.526692519730867, 30.3730684029144, 46.22366140971134, 42.159487503131146]    | 12.8561086654663086|      0.20000000|[439, 164, 0, 82]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      42|[4.328863221357738, 30.346885394191982, 46.235117939312026, 42.16632612060441]  | 11.6193408966064453|      1.00000000|[450, 168, 0, 84]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      43|[4.328863221357738, 30.346885394191982, 46.235117939312026, 42.16632612060441]  | 11.6193408966064453|      0.20000000|[461, 172, 0, 86]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      44|[4.131111181327029, 30.31978237916857, 46.24538660356613, 42.173682191211064]   | 10.4474763870239258|      1.00000000|[471, 176, 0, 88]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      45|[4.131111181327029, 30.31978237916857, 46.24538660356613, 42.173682191211064]   | 10.4474763870239258|      0.20000000|[482, 180, 0, 90]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      46|[3.9329067378384, 30.295840302341663, 46.25635080625662, 42.17832565952036]     |  9.3399639129638672|      1.00000000|[493, 184, 0, 92]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      47|[3.9329067378384, 30.295840302341663, 46.25635080625662, 42.17832565952036]     |  9.3399639129638672|      0.20000000|[505, 188, 0, 94]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
