k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.10000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[0.0115986512218109, -0.0545746262519919, 0.0014215154582197, 0.0237441587802333, 0.0669819175942447, 0.0374677260556446, -0.0077959387656976, 0.0184947954323446, 0.0052946933060846]|692526.5000000000000000|      1.00000000|[45, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       3|[0.0115986512218109, -0.0545746262519919, 0.0014215154582197, 0.0237441587802333, 0.0669819175942447, 0.0374677260556446, -0.0077959387656976, 0.0184947954323446, 0.0052946933060846]|692526.5000000000000000|      0.10000000|[65, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[0.0104822031020192, -0.059572280246221, -0.0001835438638303, 0.0197620930593666, 0.166411569855539, 0.0313479854867939, -0.004987770238266, 0.0143764266534033, 0.0026888940031042]|442561.9687500000000000|      1.00000000|[86, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | iterate success | actual_k=4
       5|[0.0104822031020192, -0.059572280246221, -0.0001835438638303, 0.0197620930593666, 0.166411569855539, 0.0313479854867939, -0.004987770238266, 0.0143764266534033, 0.0026888940031042]|442561.9687500000000000|      0.10000000|[108, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[0.0118043464869369, -0.0627342968510304, -0.005462933952082, 0.0156952595666664, 0.2656350682553907, 0.021720970822999, -0.0052747846020217, 0.0164699422468064, 0.0015076816292127]|267488.1875000000000000|      1.00000000|[130, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[0.0118043464869369, -0.0627342968510304, -0.005462933952082, 0.0156952595666664, 0.2656350682553907, 0.021720970822999, -0.0052747846020217, 0.0164699422468064, 0.0015076816292127]|267488.1875000000000000|      0.10000000|[150, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[0.0311036488133969, -0.0706709340749974, -0.0336361579446842, 0.030274219629151, 0.3562060175082462, 0.010225330251778, 0.0034508630324082, 0.0285622852412641, 0.0006941669063471]|159584.3906250000000000|      1.00000000|[172, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[0.0311036488133969, -0.0706709340749974, -0.0336361579446842, 0.030274219629151, 0.3562060175082462, 0.010225330251778, 0.0034508630324082, 0.0285622852412641, 0.0006941669063471]|159584.3906250000000000|      0.10000000|[193, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[0.0326481344752205, -0.0992362225326039, -0.0359581335425826, 0.028249976379392, 0.4490636094746375, -0.0064237229456699, 0.0162995388377539, 0.0383699103662982, 0.0040330872783194]|86071.3203125000000000|      1.00000000|[214, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      11|[0.0326481344752205, -0.0992362225326039, -0.0359581335425826, 0.028249976379392, 0.4490636094746375, -0.0064237229456699, 0.0162995388377539, 0.0383699103662982, 0.0040330872783194]|86071.3203125000000000|      0.10000000|[237, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[0.0319777727340825, -0.1061136136099025, -0.0291030485391514, 0.0320953800884582, 0.546350909378655, 0.0034465301206003, 0.0234958728961419, 0.0255110050324749, 0.0145731773417547]|40694.0000000000000000|      1.00000000|[258, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[0.0319777727340825, -0.1061136136099025, -0.0291030485391514, 0.0320953800884582, 0.546350909378655, 0.0034465301206003, 0.0234958728961419, 0.0255110050324749, 0.0145731773417547]|40694.0000000000000000|      0.10000000|[279, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[0.0433114299023448, -0.1211600146805094, -0.0452303292223867, 0.0093162707282174, 0.6350614274347522, -0.0072697962937544, 0.0105424179647649, 0.0107884068150918, 0.0368719321501116]|17069.8496093750000000|      1.00000000|[301, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      15|[0.0433114299023448, -0.1211600146805094, -0.0452303292223867, 0.0093162707282174, 0.6350614274347522, -0.0072697962937544, 0.0105424179647649, 0.0107884068150918, 0.0368719321501116]|17069.8496093750000000|      0.10000000|[324, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[0.0433114299023448, -0.1211600146805094, -0.0452303292223867, 0.0093162707282174, 0.6350614274347522, -0.0072697962937544, 0.0105424179647649, 0.0107884068150918, 0.0368719321501116]|17069.8496093750000000|      0.01000000|[346, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[0.0424521472609083, -0.1214780031950211, -0.0454735537644548, 0.0095700499744238, 0.6448038388144448, -0.0053717181847084, 0.0106168909783867, 0.0101202426964066, 0.0371320956460832]|15335.8173828125000000|      0.10000000|[369, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
