k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.2752392170579248, 0.5825753081173332]                                        |  3.2080991268157959|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.2752392170579248, 0.5825753081173332]                                        |  3.2080991268157959|      0.50000000|[17, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.2752392170579248, 0.5825753081173332]                                        |  3.2080991268157959|      0.25000000|[23, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.3872805017981704, 0.3590876115571977]                                        |  2.2709531784057617|      0.50000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[1.3872805017981704, 0.3590876115571977]                                        |  2.2709531784057617|      0.25000000|[35, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.504431774046479, 0.1382356715371864]                                         |  1.5458612442016602|      0.50000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[1.504431774046479, 0.1382356715371864]                                         |  1.5458612442016602|      0.25000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.504431774046479, 0.1382356715371864]                                         |  1.5458612442016602|      0.12500000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.6061135951828287, 0.0655321141937152]                                        |  1.2911714315414429|      0.25000000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[1.6061135951828287, 0.0655321141937152]                                        |  1.2911714315414429|      0.12500000|[63, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.6425992356251673, -0.054024558733865]                                        |  1.0229777097702026|      0.25000000|[68, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[1.6425992356251673, -0.054024558733865]                                        |  1.0229777097702026|      0.12500000|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.6963247527273357, -0.1668898271387406]                                       |  0.7888597249984741|      0.25000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[1.6963247527273357, -0.1668898271387406]                                       |  0.7888597249984741|      0.12500000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.7433395758533516, -0.2827112690501123]                                       |  0.5856427550315857|      0.25000000|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[1.7433395758533516, -0.2827112690501123]                                       |  0.5856427550315857|      0.12500000|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.780162498537817, -0.4021644915473471]                                        |  0.4135522842407227|      0.25000000|[100, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[1.780162498537817, -0.4021644915473471]                                        |  0.4135522842407227|      0.12500000|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.780162498537817, -0.4021644915473471]                                        |  0.4135522842407227|      0.06250000|[110, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.8058770272689602, -0.4591295072336016]                                       |  0.3381683528423309|      0.12500000|[115, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.8058770272689602, -0.4591295072336016]                                       |  0.3381683528423309|      0.06250000|[120, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.8334299148586244, -0.5152284233146751]                                       |  0.2701144218444824|      0.12500000|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[1.8334299148586244, -0.5152284233146751]                                       |  0.2701144218444824|      0.06250000|[131, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.8583863454736893, -0.5725296150209167]                                       |  0.2093590050935745|      0.12500000|[136, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[1.8583863454736893, -0.5725296150209167]                                       |  0.2093590050935745|      0.06250000|[142, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.877870475597727, -0.6319149555799263]                                        |  0.1563582718372345|      0.12500000|[148, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[1.877870475597727, -0.6319149555799263]                                        |  0.1563582718372345|      0.06250000|[154, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.9105030245513093, -0.6852194277074322]                                       |  0.1108572781085968|      0.12500000|[160, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[1.9105030245513093, -0.6852194277074322]                                       |  0.1108572781085968|      0.06250000|[165, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.9226741396271687, -0.7465228856670805]                                       |  0.0735621750354767|      0.12500000|[171, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.9226741396271687, -0.7465228856670805]                                       |  0.0735621750354767|      0.06250000|[176, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.9226741396271687, -0.7465228856670805]                                       |  0.0735621750354767|      0.03125000|[181, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.9369164542180373, -0.774338690079226]                                        |  0.0572886914014816|      0.06250000|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[1.9369164542180373, -0.774338690079226]                                        |  0.0572886914014816|      0.03125000|[192, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.9529817531601317, -0.8011429559692134]                                       |  0.0431737415492535|      0.06250000|[198, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[1.9529817531601317, -0.8011429559692134]                                       |  0.0431737415492535|      0.03125000|[204, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.9600361992318094, -0.831586301557729]                                        |  0.0310647338628769|      0.06250000|[210, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[1.9600361992318094, -0.831586301557729]                                        |  0.0310647338628769|      0.03125000|[215, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.9733391474506925, -0.8598633959750435]                                       |  0.0208746101707220|      0.06250000|[221, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
