k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1751161493803103, 10.107726238125226, 1.9786364962771419]                    |  0.9598846435546875|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[0.1751161493803103, 10.107726238125226, 1.9786364962771419]                    |  0.9598846435546875|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.1751161493803103, 10.107726238125226, 1.9786364962771419]                    |  0.9598846435546875|      0.10000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.227171625612416, 10.15697533305919, 1.9088887074775387]                      |  0.8233696818351746|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[0.227171625612416, 10.15697533305919, 1.9088887074775387]                      |  0.8233696818351746|      0.10000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.1556592406344082, 10.225144855115964, 1.8934324771056708]                    |  0.7181123495101929|      1.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.3295977513632667, 11.196392431088086, 1.7308792838005116]                    |  0.4489728510379791|     10.00000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.3295977513632667, 11.196392431088086, 1.7308792838005116]                    |  0.4489728510379791|      1.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.3295977513632667, 11.196392431088086, 1.7308792838005116]                    |  0.4489728510379791|      0.10000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.3285253407667781, 11.231826886108191, 1.637373939926802]                     |  0.2932713627815247|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.3285253407667781, 11.231826886108191, 1.637373939926802]                     |  0.2932713627815247|      0.10000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.3127180149543133, 11.19456488242361, 1.5459317640336794]                     |  0.1979262977838516|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.3127180149543133, 11.19456488242361, 1.5459317640336794]                     |  0.1979262977838516|      0.10000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.3748971092274976, 11.214824561874746, 1.4702792318625506]                    |  0.1394706368446350|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.3748971092274976, 11.214824561874746, 1.4702792318625506]                    |  0.1394706368446350|      0.10000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
