k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      5.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[20.158766948226294, 36.100629976538855, 43.26503294269412, 40.01989436287131]  |466.4779968261718750|     25.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[20.158766948226294, 36.100629976538855, 43.26503294269412, 40.01989436287131]  |466.4779968261718750|      5.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       4|[15.862115224709957, 33.96612875373254, 44.53058789989087, 40.63719424700961]   |242.8072967529296875|     25.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       5|[15.862115224709957, 33.96612875373254, 44.53058789989087, 40.63719424700961]   |242.8072967529296875|      5.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[15.862115224709957, 33.96612875373254, 44.53058789989087, 40.63719424700961]   |242.8072967529296875|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[14.979243482273068, 33.5613262758974, 44.740338088975584, 40.74978775714189]   |209.3451843261718750|      5.00000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[14.979243482273068, 33.5613262758974, 44.740338088975584, 40.74978775714189]   |209.3451843261718750|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[14.078421551482434, 33.18624162997962, 44.92901809982063, 40.86038256222276]   |179.0695343017578125|      5.00000000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[14.078421551482434, 33.18624162997962, 44.92901809982063, 40.86038256222276]   |179.0695343017578125|      1.00000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[13.170170376689125, 32.82216501158413, 45.1074724243534, 40.9637366791211]     |151.7857666015625000|      5.00000000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[13.170170376689125, 32.82216501158413, 45.1074724243534, 40.9637366791211]     |151.7857666015625000|      1.00000000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[12.250273590432895, 32.48527388861502, 45.27314418808013, 41.07708190665074]   |127.3016357421875000|      5.00000000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      14|[12.250273590432895, 32.48527388861502, 45.27314418808013, 41.07708190665074]   |127.3016357421875000|      1.00000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[11.32303670261203, 32.15836837337986, 45.420313783891835, 41.185274549846724]  |105.4387207031250000|      5.00000000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[11.32303670261203, 32.15836837337986, 45.420313783891835, 41.185274549846724]  |105.4387207031250000|      1.00000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[10.386379019601808, 31.85064878613923, 45.56264427137308, 41.2731555649736]    | 86.0274963378906250|      5.00000000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[10.386379019601808, 31.85064878613923, 45.56264427137308, 41.2731555649736]    | 86.0274963378906250|      1.00000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[9.441351594701862, 31.56361181426454, 45.69708970499927, 41.35351331718862]    | 68.9204711914062500|      5.00000000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[9.441351594701862, 31.56361181426454, 45.69708970499927, 41.35351331718862]    | 68.9204711914062500|      1.00000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[8.485418283755802, 31.299857032357977, 45.80327959608698, 41.42664762566218]   | 53.9775505065917969|      5.00000000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      22|[8.485418283755802, 31.299857032357977, 45.80327959608698, 41.42664762566218]   | 53.9775505065917969|      1.00000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[7.522520509153587, 31.055551497754863, 45.88891909421884, 41.50286152064277]   | 41.0749130249023438|      5.00000000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      24|[7.522520509153587, 31.055551497754863, 45.88891909421884, 41.50286152064277]   | 41.0749130249023438|      1.00000000|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[6.5540601468892765, 30.843056456307757, 46.00982530698804, 41.55094552834888]  | 30.0979022979736328|      5.00000000|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[6.5540601468892765, 30.843056456307757, 46.00982530698804, 41.55094552834888]  | 30.0979022979736328|      1.00000000|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[5.577104866990473, 30.64937982227975, 46.08884715275605, 41.593410695260694]   | 20.9445877075195312|      5.00000000|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      28|[5.577104866990473, 30.64937982227975, 46.08884715275605, 41.593410695260694]   | 20.9445877075195312|      1.00000000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[5.577104866990473, 30.64937982227975, 46.08884715275605, 41.593410695260694]   | 20.9445877075195312|      0.20000000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[5.380664329923043, 30.616018105900935, 46.10365414596235, 41.60229124868421]   | 19.3250999450683594|      1.00000000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[5.380664329923043, 30.616018105900935, 46.10365414596235, 41.60229124868421]   | 19.3250999450683594|      0.20000000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
