k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[98.0, 36.0, 270.0]                                                             |235144.3534117177186999|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.86272077883618, 36.329535856139934, 269.06589051233016]                     |233073.6562500000000000|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[103.45531165458335, 37.75997296816476, 260.90030559971973]                     |201383.9531250000000000|    100.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[114.60905638086786, -10.396729124420155, 173.97202468868994]                   |40561.4023437500000000|   1000.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[114.60905638086786, -10.396729124420155, 173.97202468868994]                   |40561.4023437500000000|    100.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[177.20042625959582, -78.38742895725693, 212.17654213028777]                    |7099.6513671875000000|   1000.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[177.20042625959582, -78.38742895725693, 212.17654213028777]                    |7099.6513671875000000|    100.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[177.20042625959582, -78.38742895725693, 212.17654213028777]                    |7099.6513671875000000|     10.00000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[172.2948053478282, -75.446394308342, 203.97378657718795]                       |6157.2626953125000000|    100.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[172.2948053478282, -75.446394308342, 203.97378657718795]                       |6157.2626953125000000|     10.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[177.31039277226867, -79.04920342104, 196.1084417477952]                        |2235.8430175781250000|    100.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[177.31039277226867, -79.04920342104, 196.1084417477952]                        |2235.8430175781250000|     10.00000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[182.8297205303242, -79.88441620409216, 187.81148804741918]                     |695.6676635742187500|    100.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[182.8297205303242, -79.88441620409216, 187.81148804741918]                     |695.6676635742187500|     10.00000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[182.8297205303242, -79.88441620409216, 187.81148804741918]                     |695.6676635742187500|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[183.02655260083196, -80.56720135838475, 187.10788192955403]                    |662.3755493164062500|     10.00000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
